Gene = ND-30
index = 1297
Annotated 5SS: [170 305]
Annotated 3SS: [229 362]
SMsplice 5SS: [170 305]
SMsplice 3SS: [229 362]
top_k =  1000
Partition function (log Z): -6.582010181445963

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.6377823166590001
Position 170: 0.4018206465730096
Position 174: 0.34689516087411354
Position 309: 0.20410363288165134
Position 724: 0.002429079938425111
Position 748: 0.002278801348855612
Position 732: 0.0019144390665077795
Position 989: 0.0015852395837349248
Position 442: 0.0004259153496261133
Position 485: 0.00041532126890669456
Position 611: 0.00038626137012061595
Position 704: 0.00016006452840330304
Position 455: 0.00015471570406936638
Position 343: 6.156926716635961e-05
Position 614: 3.465870627397193e-05
Position 315: 2.3829018736607838e-05
Position 156: 2.3333546116370528e-05
Position 509: 1.8586993555870323e-05
Position 269: 1.748701017227791e-05
Position 131: 1.6984543275289768e-05
Position 59: 1.0360038969772583e-05
Position 280: 1.0264361992005314e-05
Position 506: 7.637548391089891e-06
Position 97: 5.926678430743409e-06
Position 563: 5.6118677453077285e-06
Position 757: 3.762838027167728e-06
Position 1018: 3.7392678409748152e-06
Position 550: 2.299241340041333e-06
Position 925: 2.26165357146616e-06
Position 804: 1.8596082992498015e-06
Position 578: 1.788201638484645e-06
Position 232: 1.7551155117430344e-06
Position 78: 1.7468622152410796e-06
Position 992: 1.6293668912575364e-06
Position 1032: 9.880251171999015e-07
Position 584: 9.181761996720317e-07
Position 755: 6.999081164282356e-07
Position 145: 5.222436514544673e-07
Position 137: 4.571437703867494e-07
Position 1028: 4.486386486813945e-07
Position 916: 4.369943696123097e-07
Position 101: 3.522893116687694e-07
Position 446: 1.6153964295925676e-08
Position 523: 9.609588590910561e-09
Position 229: 2.104539841907113e-09
Position 591: 1.3932045502259656e-09
Position 332: 8.784017479425308e-10
Position 515: 6.146791522270482e-10
Position 330: 4.69098610100859e-10
Position 851: 4.2044108740686255e-10
Position 430: 2.607057451084e-10
Position 656: 9.71643400638445e-11
Position 368: 5.336361074547274e-11
Position 386: 2.8665556429864156e-13
Position 422: 1.0909413466458567e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 362: 0.8416750219163821
Position 229: 0.7416498369729985
Position 823: 0.0059910836011611
Position 376: 0.005034572464646293
Position 1051: 0.0017139681769340813
Position 811: 0.001585818786232172
Position 661: 0.0013840693775822386
Position 854: 0.0003928075407751927
Position 544: 0.0003646998717373457
Position 386: 0.000191286879601353
Position 523: 0.00016593758137958437
Position 347: 0.00011995108937622546
Position 269: 8.886617347845079e-05
Position 532: 3.995847695493498e-05
Position 451: 3.560603345632367e-05
Position 550: 3.0406339316315137e-05
Position 442: 2.910446681460416e-05
Position 712: 1.4781657996509373e-05
Position 192: 1.4214632926659848e-05
Position 676: 1.2747710206237761e-05
Position 308: 8.895342642829544e-06
Position 992: 8.750155719169548e-06
Position 500: 8.255338056720575e-06
Position 1003: 7.523285466746586e-06
Position 122: 7.043619781550549e-06
Position 1076: 6.826451712186041e-06
Position 454: 6.2800159590426955e-06
Position 598: 6.231433974805392e-06
Position 877: 5.351445677833887e-06
Position 952: 3.143894650358395e-06
Position 104: 2.968693331972842e-06
Position 913: 2.1879503684480826e-06
Position 880: 1.8221614778050921e-06
Position 502: 1.632026265254115e-06
Position 145: 8.93354082844253e-07
Position 460: 5.224129957780163e-07
Position 280: 3.502026187528254e-07
Position 291: 7.95245758898302e-08
Position 294: 3.045594660573198e-08
Position 303: 6.961485348198287e-09
Position 610: 2.803220305892056e-09
Position 478: 1.905954084057893e-09
Position 484: 1.282841275710025e-09
Position 194: 1.1011540136277569e-09
Position 430: 7.293450590980223e-10
Position 315: 3.308047700194897e-11
Position 285: 2.4868249625806773e-11
