Gene = Elp3
index = 1153
Annotated 5SS: [ 101  405 1327]
Annotated 3SS: [ 162  460 1379]
SMsplice 5SS: [ 101  405 1327]
SMsplice 3SS: [ 162  460 1379]
top_k =  1000
Partition function (log Z): 1.862727384375886

Sorted 5' Splice Sites (High to Low Probability):
Position 405: 0.994038413151802
Position 101: 0.9093157297119956
Position 1327: 0.7926185740411489
Position 105: 0.08672293539715373
Position 717: 0.0573310053059626
Position 625: 0.04779875330334052
Position 1322: 0.030587156652308153
Position 1498: 0.029418946870450036
Position 844: 0.007494095468505898
Position 1909: 0.006915276626449232
Position 992: 0.006892738872823303
Position 815: 0.004440357914024387
Position 252: 0.0036674714393619937
Position 1295: 0.0017633486297072547
Position 695: 0.0015592414810783415
Position 1001: 0.0009430326510990676
Position 707: 0.0006697779194901334
Position 6: 0.0005914664766648088
Position 580: 0.0005027367547680755
Position 96: 0.0004914028258620223
Position 1456: 0.0004693676085940884
Position 1669: 0.000464224732872935
Position 1192: 0.0004550440740415626
Position 1288: 0.00030725913054511345
Position 400: 0.00028136282443302706
Position 1597: 0.0002751444270980441
Position 1046: 0.00017585996894820804
Position 832: 0.00017171971057694727
Position 565: 0.00015730937330897326
Position 409: 0.0001362509669650848
Position 1684: 0.00012760717699451126
Position 577: 0.00011011578980834859
Position 1003: 9.833079415954214e-05
Position 279: 8.678989256420188e-05
Position 619: 5.9901961933162276e-05
Position 61: 4.984892757498658e-05
Position 1111: 4.866232647896702e-05
Position 1216: 4.47581463928812e-05
Position 192: 4.078971992339518e-05
Position 1936: 3.498689681865259e-05
Position 1102: 3.368551097468397e-05
Position 1182: 3.2628182894402904e-05
Position 1560: 3.014011440316286e-05
Position 1268: 2.880363578188994e-05
Position 1076: 2.832886177681114e-05
Position 1526: 2.45933347676055e-05
Position 1916: 2.3791774621634797e-05
Position 50: 2.226458099599487e-05
Position 939: 2.2020447017138504e-05
Position 684: 2.118297797876446e-05
Position 1748: 1.9932499046253403e-05
Position 803: 1.5864413312250035e-05
Position 110: 1.4503041053948215e-05
Position 727: 1.2560286379255147e-05
Position 721: 1.1392807396836184e-05
Position 918: 1.1077589220973058e-05
Position 742: 1.0592670970499606e-05
Position 700: 1.058527206316587e-05
Position 530: 9.858252806393127e-06
Position 1334: 8.209603392633674e-06
Position 304: 7.517514867847909e-06
Position 1286: 7.3698624981171155e-06
Position 32: 6.485541247382418e-06
Position 10: 6.191587739767824e-06
Position 122: 5.757453378364863e-06
Position 55: 5.6447316794594965e-06
Position 1471: 5.415683343289449e-06
Position 1166: 4.790842419815321e-06
Position 950: 4.480390424566706e-06
Position 656: 4.090527442141364e-06
Position 1705: 2.4188713484036456e-06
Position 1247: 2.195392014808605e-06
Position 1933: 1.6202846723398456e-06
Position 1825: 1.5865068934918346e-06
Position 318: 1.1684757951984015e-06
Position 495: 1.1151790413060805e-06
Position 336: 8.907630140401237e-07
Position 1881: 8.845469056983463e-07
Position 498: 5.74007253130017e-07
Position 431: 2.646369625011659e-07
Position 481: 2.0953519048599596e-07
Position 136: 7.967222504645529e-08
Position 165: 7.219403984453628e-08
Position 198: 4.1693391913859437e-08
Position 686: 1.4513604310892038e-08
Position 1238: 1.0718818825480812e-08
Position 467: 8.385628401735902e-09
Position 140: 2.540370378489326e-09
Position 470: 1.2003812664981452e-09
Position 537: 1.1665042030137657e-09
Position 476: 2.389628565829098e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 162: 0.9965419529973443
Position 460: 0.9875991484233946
Position 1379: 0.8782577009038436
Position 912: 0.02567430691030171
Position 1576: 0.019387524814004742
Position 1247: 0.014315253099208882
Position 1150: 0.010125367387547823
Position 792: 0.009182175909682077
Position 1975: 0.006918166038690843
Position 1600: 0.0059497359446888136
Position 1610: 0.004995072201653438
Position 795: 0.004159091651710292
Position 1102: 0.004153222893234164
Position 959: 0.003952334666794366
Position 304: 0.002831699976533926
Position 643: 0.0022659282835025825
Position 863: 0.00210623961006493
Position 684: 0.0015926045745521117
Position 344: 0.0009251225251420374
Position 1587: 0.0006700183109020942
Position 1728: 0.0005786826413346425
Position 1653: 0.0004817345509806582
Position 577: 0.0004753720405789852
Position 587: 0.00040805212276692006
Position 1734: 0.00038815076730824556
Position 1460: 0.00035884352182679344
Position 664: 0.00035542961350274463
Position 1326: 0.0003466473348248551
Position 55: 0.0002876387343315087
Position 1978: 0.00025014591411917864
Position 1740: 0.00023727076994535206
Position 74: 0.00023366141075951345
Position 694: 0.00021516228648617923
Position 1120: 0.00019957118992531425
Position 1497: 0.00016836764613166873
Position 1715: 0.00016452527100104574
Position 673: 0.00013554843756455922
Position 1482: 9.614325442769013e-05
Position 670: 9.311820772814336e-05
Position 1099: 9.023574465364564e-05
Position 969: 6.952311996819231e-05
Position 832: 6.2258270684728e-05
Position 1696: 5.653541854428896e-05
Position 1216: 5.6384036416595557e-05
Position 742: 5.196869501591601e-05
Position 739: 4.986763041185257e-05
Position 1255: 4.3077668085754796e-05
Position 1042: 4.2181353077684895e-05
Position 889: 3.132410387910938e-05
Position 1981: 3.0486876258239335e-05
Position 191: 2.3550262063564544e-05
Position 1018: 2.2772835557606203e-05
Position 1300: 1.997031608925999e-05
Position 487: 1.9227219146555595e-05
Position 1431: 1.8142283193296867e-05
Position 371: 1.2827752503328456e-05
Position 844: 9.868764279007121e-06
Position 875: 7.834906855983312e-06
Position 218: 6.967503343244834e-06
Position 829: 4.614014617027735e-06
Position 1286: 2.928212404502564e-06
Position 182: 2.391483082602017e-06
Position 1518: 2.2887609106776516e-06
Position 1835: 2.2495079468635425e-06
Position 396: 1.7447060061988554e-06
Position 870: 1.5685671804870959e-06
Position 221: 3.187548938168945e-07
Position 248: 1.787043378907485e-07
Position 84: 1.6497788937450067e-07
Position 376: 1.3339837715667558e-07
Position 96: 1.2533242485184058e-07
Position 555: 1.0641098340270508e-07
Position 230: 6.218908176201035e-08
Position 400: 2.5242011114748376e-08
Position 565: 1.632841568414377e-08
Position 240: 1.3775947817491428e-08
Position 122: 1.3341745194614713e-08
Position 93: 1.2893923181897915e-08
Position 104: 1.139482781417343e-08
Position 383: 7.917072161744171e-09
Position 175: 9.074968103785483e-10
Position 428: 8.809261264899189e-10
Position 812: 5.276747506098095e-10
Position 595: 5.221387995849398e-10
Position 209: 5.6589484823826144e-11
Position 700: 5.1666670109311825e-11
