Gene = hob
index = 1728
Annotated 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
Annotated 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
SMsplice 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
SMsplice 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
top_k =  1000
Partition function (log Z): 27.63693802379281

Sorted 5' Splice Sites (High to Low Probability):
Position 3623: 0.9993458614136737
Position 975: 0.9981088254302601
Position 1501: 0.9975627160652816
Position 4166: 0.995283278881919
Position 5267: 0.9947380173140139
Position 169: 0.9906837503117616
Position 7426: 0.9796406573250025
Position 1303: 0.9774734445185128
Position 376: 0.5136659593751025
Position 5927: 0.3697539308195559
Position 6796: 0.2303224600394064
Position 373: 0.12860341934437478
Position 1887: 0.11101811733471882
Position 2340: 0.08940130265845585
Position 2330: 0.059638119909017566
Position 2026: 0.05143004059070767
Position 6925: 0.05137173210862807
Position 619: 0.04975769315029201
Position 4597: 0.04571116381110857
Position 2566: 0.042093887621004356
Position 4607: 0.04121826358076032
Position 3810: 0.030750844151561794
Position 5555: 0.025955865933721324
Position 2117: 0.022390276801534586
Position 5539: 0.020849635384886118
Position 7282: 0.019104580940177637
Position 4017: 0.01707957061610064
Position 5527: 0.015516098761925516
Position 2991: 0.015001280803317826
Position 444: 0.014608464736311976
Position 2094: 0.014010381255235566
Position 3794: 0.013500421076250763
Position 6253: 0.013446739784334692
Position 6102: 0.013322225149007792
Position 5069: 0.011517314041814048
Position 645: 0.010738476598415946
Position 2334: 0.009875214245700911
Position 29: 0.00845148241180936
Position 1933: 0.007420833419310605
Position 2937: 0.00717072433344706
Position 1307: 0.006695154886080965
Position 1750: 0.006138821465911834
Position 4556: 0.006024986090632586
Position 362: 0.00596772008418157
Position 7022: 0.005561607027926677
Position 5815: 0.005284954421404764
Position 3207: 0.004304222221293157
Position 2993: 0.004052559808535085
Position 3914: 0.0037708405616615915
Position 5572: 0.003707025054416993
Position 477: 0.003653821597017709
Position 1164: 0.0033859989292447106
Position 4170: 0.0032970485323591567
Position 2328: 0.0032768502423791246
Position 4021: 0.002855145542280623
Position 6124: 0.002750215441943751
Position 4385: 0.002013979406584498
Position 1812: 0.0018267282119506106
Position 1793: 0.0017020716740057758
Position 5046: 0.0015073120474081842
Position 2736: 0.0014438636389971986
Position 3818: 0.0013919294811857769
Position 3798: 0.0011136995365667814
Position 2755: 0.0010967140290684
Position 3032: 0.0010811371472915319
Position 5947: 0.0010498565038978933
Position 4527: 0.0009971164971771587
Position 2652: 0.0009325187987535242
Position 1505: 0.0009320865640458405
Position 6046: 0.0009268315536847336
Position 5257: 0.0009142992824765784
Position 5053: 0.0008057600866220547
Position 7647: 0.0008036877577453714
Position 1785: 0.0007997242226147167
Position 7608: 0.0007799891596527222
Position 4312: 0.0007205939369622448
Position 5164: 0.00064916591405808
Position 1952: 0.0006462631611385149
Position 7805: 0.0006341635036039019
Position 1580: 0.0005726846283554525
Position 6082: 0.0005623213514485663
Position 7809: 0.0005313566965622228
Position 1296: 0.0005029463036276523
Position 915: 0.00045998123476966073
Position 655: 0.00045592910839428014
Position 301: 0.0004012461591161705
Position 100: 0.0003906947782092517
Position 41: 0.0003892509132622684
Position 5522: 0.00038323905019189335
Position 7709: 0.00036421555130394925
Position 7399: 0.00034385383799585487
Position 6357: 0.000335927559616787
Position 2001: 0.0003268056046181619
Position 5989: 0.0003188365084694812
Position 4506: 0.0002878524809694997
Position 5670: 0.00027187740854613525
Position 182: 0.00026594354036637294
Position 1118: 0.00025919722686272323
Position 740: 0.0002560137814536343
Position 173: 0.0002505957971855424
Position 781: 0.00023052611756391064
Position 979: 0.0002243068802863967
Position 4585: 0.00021623170400722087
Position 1964: 0.00020507501876798823
Position 3627: 0.00019057759286121806
Position 1498: 0.0001855645906366403
Position 7623: 0.00017520503650181408
Position 346: 0.00017456518462567597
Position 36: 0.0001744836069013455
Position 2291: 0.00017130701605823527
Position 273: 0.00016672818386790028
Position 5271: 0.00016370987968117873
Position 737: 0.00014626005986642508
Position 4883: 0.00013274964920117758
Position 3936: 0.00012994397745416504
Position 7765: 0.00012735320708513506
Position 4234: 0.00012605007138237842
Position 5424: 0.00011045839780670696
Position 5050: 0.00010938582781947169
Position 7844: 9.743167341435837e-05
Position 5685: 9.625511123720711e-05
Position 161: 9.381819298407932e-05
Position 4653: 9.201972735229873e-05
Position 1815: 8.97052642550055e-05
Position 5698: 8.53361293147046e-05
Position 7847: 8.525523612754907e-05
Position 7513: 7.928247271539319e-05
Position 5840: 7.092171969864048e-05
Position 5842: 6.904052869269813e-05
Position 690: 6.789180565002326e-05
Position 1825: 6.722275457996501e-05
Position 7838: 6.689442487405105e-05
Position 2103: 6.100027090158727e-05
Position 1242: 5.5050177335484374e-05
Position 1077: 4.942467659047835e-05
Position 4377: 4.564511621640277e-05
Position 4927: 4.496777226579613e-05
Position 7685: 3.973445457426871e-05
Position 4501: 3.805065306060693e-05
Position 1584: 3.72497878253232e-05
Position 1293: 3.626260551802253e-05
Position 1967: 3.346844378735125e-05
Position 5833: 3.293279515627295e-05
Position 2015: 3.274215085749702e-05
Position 4172: 2.918440494237239e-05
Position 4124: 2.8775897322033106e-05
Position 5429: 2.7042066643262153e-05
Position 4174: 2.6097001767653075e-05
Position 311: 2.5339243021294765e-05
Position 8: 2.4851337662396422e-05
Position 806: 2.4595714767463093e-05
Position 1474: 2.4327726859620242e-05
Position 1091: 2.4301926826361494e-05
Position 1427: 2.365453679888137e-05
Position 48: 2.1818618291920287e-05
Position 86: 2.1491993008836076e-05
Position 621: 2.0791338608703157e-05
