Gene = Ced-12
index = 1065
Annotated 5SS: [ 225 1529 2141]
Annotated 3SS: [ 517 1588 2203]
SMsplice 5SS: [ 225 1529 2141]
SMsplice 3SS: [ 517 1588 2203]
top_k =  1000
Partition function (log Z): 2.5788061521691312

Sorted 5' Splice Sites (High to Low Probability):
Position 1529: 0.9983569528478055
Position 225: 0.9886875114205743
Position 2141: 0.9479644674590961
Position 603: 0.23092382600979447
Position 1726: 0.08314796670194873
Position 989: 0.08142475959855398
Position 2630: 0.059673269334259656
Position 2428: 0.040795522945906174
Position 916: 0.014359613446868669
Position 2284: 0.011429754399715261
Position 2357: 0.009617870356080319
Position 542: 0.005788760745263165
Position 1775: 0.005246094630985878
Position 697: 0.003830553050241719
Position 1260: 0.0033489685518968038
Position 2883: 0.0033002924559484515
Position 229: 0.003205148902805144
Position 518: 0.00311520333064111
Position 1021: 0.002974413462841514
Position 800: 0.0025158023254514285
Position 734: 0.0019070617315696094
Position 2134: 0.0017982059221780735
Position 955: 0.001276397616297432
Position 1026: 0.0010299230365064314
Position 2554: 0.0008866720149464267
Position 2256: 0.0008011634347255438
Position 470: 0.0007375009619092837
Position 415: 0.0005123869170858082
Position 986: 0.0004990316635125079
Position 1909: 0.00047703383839647954
Position 1042: 0.0004641229045522985
Position 301: 0.00045648537608278266
Position 420: 0.00043961817714542953
Position 1485: 0.00039060397868937726
Position 1146: 0.00032924496266900714
Position 904: 0.00022286105733428734
Position 407: 0.0001894208552396737
Position 1720: 0.0001858417737270182
Position 2065: 0.0001788391768942326
Position 2866: 0.00013167361559227804
Position 660: 0.00011850113870172936
Position 1733: 0.00011711890507044857
Position 783: 0.00010333735760992614
Position 1108: 9.482912228838104e-05
Position 2042: 7.258889662808744e-05
Position 1906: 6.761151295505552e-05
Position 57: 5.572155636105178e-05
Position 409: 4.492515963356163e-05
Position 2779: 3.971073090663236e-05
Position 2872: 3.0394155410650478e-05
Position 1589: 2.8999738011028142e-05
Position 1641: 2.759761561233137e-05
Position 1307: 2.585322701024805e-05
Position 1812: 2.4663262037997716e-05
Position 2204: 2.4087037305549873e-05
Position 134: 2.4052609756727745e-05
Position 2781: 2.346875787664988e-05
Position 321: 2.2959322014814748e-05
Position 1791: 2.079904444117242e-05
Position 2543: 1.9383591321304592e-05
Position 646: 1.728631304528376e-05
Position 713: 1.7055659999074858e-05
Position 2475: 1.5932798168588958e-05
Position 347: 1.3139195331016494e-05
Position 2040: 1.2408386336908578e-05
Position 12: 1.1607511455951773e-05
Position 1096: 9.941414814177818e-06
Position 401: 9.360652308906386e-06
Position 190: 8.789323328004752e-06
Position 2909: 8.512889672059394e-06
Position 607: 8.423125692913655e-06
Position 2877: 6.426811133327711e-06
Position 311: 6.0945609844139255e-06
Position 2824: 5.974660705560261e-06
Position 152: 5.687813358802368e-06
Position 906: 5.375231595530638e-06
Position 579: 4.0911854030494985e-06
Position 1461: 3.823285694421882e-06
Position 274: 3.6996132025553054e-06
Position 20: 2.701561477903771e-06
Position 2334: 2.5857047494075235e-06
Position 934: 2.538956126075368e-06
Position 1673: 2.1044591972445905e-06
Position 1427: 1.9557669685236692e-06
Position 1539: 1.6430491493234515e-06
Position 1578: 1.6058815436340853e-06
Position 2632: 1.5805831725586541e-06
Position 2250: 1.4358438123803606e-06
Position 1837: 1.0130230841959657e-06
Position 1654: 8.652195911722845e-07
Position 105: 6.876542872048002e-07
Position 1599: 4.6058175191689565e-07
Position 1612: 2.783791919644796e-07
Position 1562: 2.327168842733512e-07
Position 164: 1.0712110458658369e-07
Position 493: 1.0137715749798555e-07
Position 546: 4.964651300124526e-08
Position 340: 3.616562811623455e-08
Position 880: 1.6453042528061067e-08
Position 478: 1.4071417648276773e-08
Position 2592: 1.0872707384446526e-08
Position 1002: 8.912075761793236e-09
Position 1447: 7.254080962354062e-09
Position 1418: 6.4638958914134615e-09
Position 1206: 2.674991869250267e-09
Position 1264: 2.12170135046283e-09
Position 1691: 7.356156444533592e-10
Position 1689: 7.221801463050647e-10
Position 1983: 3.8380839590332056e-11
Position 1290: 7.751239523144913e-13
