Gene = eya
index = 1698
Annotated 5SS: [11148 14071 18402 18709]
Annotated 3SS: [14023 16646 18463 18784]
SMsplice 5SS: [  528 18402 18709]
SMsplice 3SS: [16646 18463 18784]
top_k =  1000
Partition function (log Z): -1.4865962669109303

Sorted 5' Splice Sites (High to Low Probability):
Position 18402: 0.9955819416998134
Position 18709: 0.9887771739481713
Position 528: 0.9769082492091704
Position 14071: 0.34130221354181
Position 3782: 0.2644697680462078
Position 3620: 0.17863349004395496
Position 18978: 0.1399111409998799
Position 16949: 0.09319158945777312
Position 1603: 0.05942347686818819
Position 1105: 0.05069759360063921
Position 5013: 0.043629837649197624
Position 875: 0.03553656999483358
Position 5158: 0.031058751667629707
Position 14397: 0.024678472486254144
Position 1195: 0.02039537594441743
Position 14289: 0.01886461990328596
Position 4786: 0.018232853862970817
Position 13898: 0.014310128722302506
Position 2658: 0.010630239695708915
Position 2445: 0.010291625525010348
Position 3688: 0.00997678136872466
Position 3204: 0.009623843354266476
Position 6568: 0.008607623087893741
Position 289: 0.007839587407400381
Position 2075: 0.007822261240185866
Position 15102: 0.007702999597018515
Position 15131: 0.007427894057446231
Position 2460: 0.006466472000644764
Position 1607: 0.006008199994816871
Position 5699: 0.005747725733199752
Position 18729: 0.004842144199483003
Position 287: 0.003701950102659434
Position 14130: 0.0036767791421509714
Position 7040: 0.0035300140043296705
Position 201: 0.0032277621148434237
Position 2772: 0.0030141449611119316
Position 667: 0.0028665360168547995
Position 80: 0.0027539035624536035
Position 5428: 0.00225406675356429
Position 6879: 0.0022127276594250825
Position 1457: 0.0020510743776007813
Position 3627: 0.002002017533897709
Position 6939: 0.0018728134021554566
Position 14121: 0.0018160881682146338
Position 2475: 0.0015509831595109213
Position 832: 0.0014898334479295826
Position 18609: 0.0013570448564017787
Position 19041: 0.0012668710865541292
Position 3359: 0.001261562324748854
Position 17906: 0.0012441610221325602
Position 14666: 0.0012242333122565602
Position 19215: 0.0011798919643099567
Position 18713: 0.0011610854995572869
Position 1090: 0.0011491131739904403
Position 845: 0.001111099019804623
Position 479: 0.0011069555551373458
Position 3270: 0.0011030703878858656
Position 577: 0.0010889026612279952
Position 307: 0.0009051547326834119
Position 776: 0.0007974726133457187
Position 19213: 0.0007606160451275254
Position 296: 0.0007471973117628996
Position 18694: 0.0007214847838319674
Position 19228: 0.0006165199550600507
Position 1414: 0.0005392988280162672
Position 19053: 0.0005088872805749265
Position 3741: 0.0003897157548719063
Position 4584: 0.0003781446868129728
Position 19084: 0.0003695718281227606
Position 3643: 0.0003633639256891933
Position 4581: 0.00036227828665014064
Position 219: 0.0003420423058106363
Position 19045: 0.0002709452985943512
Position 19204: 0.0002550360257208005
Position 2704: 0.00024958230624922166
Position 291: 0.0002412543749345638
Position 19387: 0.0002359043621026667
Position 19409: 0.00019785116458402783
Position 293: 0.0001903568126855609
Position 2231: 0.00018235501075225275
Position 1157: 0.0001689896926943629
Position 19002: 0.00011959073581737303
Position 311: 0.00010944605756403886
Position 2688: 0.00010419829959720246
Position 19257: 9.79227666605763e-05
Position 18645: 8.34644066002919e-05
Position 19049: 7.963697036890138e-05
Position 19047: 7.49259135342072e-05
Position 1080: 7.189582963506291e-05
Position 19059: 6.750602865599363e-05
Position 868: 5.187533155875221e-05
Position 748: 4.9018501285161984e-05
Position 863: 4.6294748952623147e-05
Position 19351: 3.99123792400924e-05
Position 2249: 3.7681514767168826e-05
Position 19207: 3.108841519383237e-05
Position 18995: 2.8249691077396833e-05
Position 1255: 2.5833792096484366e-05
Position 2146: 2.2122569929023056e-05
Position 2487: 2.178634284103357e-05
Position 19150: 1.69128475107315e-05
Position 571: 1.6026806331790612e-05
Position 194: 1.5072742708202687e-05
Position 332: 1.4730476266098348e-05
Position 23: 1.4427462317816143e-05
Position 486: 1.407587878858325e-05
Position 714: 1.1867023760359999e-05
Position 1154: 9.71387296487947e-06
Position 309: 7.836310305879808e-06
Position 19412: 6.190377797407179e-06
Position 19185: 5.569772160561786e-06
Position 18844: 5.028829422488346e-06
