Gene = mv
index = 1809
Annotated 5SS: [  304  1376  1535  1766  1943  4607  6178  6677  7720  9350  9580 10367
 10560 11371 11931 12895 13418]
Annotated 3SS: [ 1115  1457  1602  1831  2022  5394  6233  6732  7774  9408  9640 10425
 10616 11429 11995 12949 13478]
SMsplice 5SS: [  277  1376  1535  1766  1943  2307  6178  6677  7720  9350  9580 10367
 10560 11125 11371 11931 12895 13418]
SMsplice 3SS: [ 1115  1457  1602  1831  2022  5394  6233  6732  7774  9408  9640 10425
 10616 11196 11429 11995 12949 13478]
top_k =  1000
Partition function (log Z): 56.67381847423884

Sorted 5' Splice Sites (High to Low Probability):
Position 7720: 0.9995439545837737
Position 1766: 0.9979568826602242
Position 11931: 0.9971368651333852
Position 1535: 0.9954824704421362
Position 9580: 0.9939094405505723
Position 6178: 0.9885379078505702
Position 10367: 0.986637859875712
Position 12895: 0.9784610188478425
Position 11371: 0.9762419539387303
Position 9350: 0.9742236516731609
Position 10560: 0.9695104066732904
Position 13418: 0.9568367593905106
Position 1376: 0.9494041337662958
Position 6677: 0.9297755465813986
Position 11125: 0.7894292805182145
Position 2307: 0.7683660602030739
Position 4607: 0.5822368751103253
Position 277: 0.5137097575743093
Position 1947: 0.41144077357730957
Position 304: 0.3298546686708553
Position 10756: 0.3108643029583977
Position 10736: 0.295748054186023
Position 980: 0.1991818767937666
Position 12662: 0.11134583761655321
Position 13149: 0.09111532152589409
Position 903: 0.08125871865585685
Position 418: 0.08063514918956777
Position 1972: 0.07286647241160117
Position 8847: 0.06992346133343376
Position 4223: 0.050934279010575956
Position 6844: 0.05044509825724169
Position 8009: 0.04221975810350028
Position 13414: 0.037263815471558714
Position 10564: 0.029862262258146414
Position 11529: 0.028319793739260607
Position 11083: 0.020809365276065507
Position 7976: 0.020178494716013906
Position 3574: 0.01971826865971635
Position 12648: 0.019682874751643313
Position 13238: 0.019184585327211425
Position 11375: 0.016121685347937696
Position 1931: 0.015445068272532742
Position 7311: 0.014960221593877436
Position 7025: 0.01469953011728582
Position 1044: 0.01464162371439196
Position 10713: 0.01407061356174167
Position 9313: 0.013434490035559873
Position 10352: 0.013219734851918139
Position 2647: 0.012971699389839355
Position 10939: 0.012467649517059778
Position 2195: 0.010989720755022267
Position 2864: 0.008266932766162707
Position 91: 0.007890772577512473
Position 13188: 0.007783095137543457
Position 7912: 0.006517311515695256
Position 1057: 0.006504720232032269
Position 2381: 0.006340140115568834
Position 3556: 0.006302251364914096
Position 4654: 0.005900292908977164
Position 11835: 0.005880020553706127
Position 13182: 0.005767684948303262
Position 10929: 0.005229940619355095
Position 1918: 0.0050560664148677475
Position 8234: 0.004861459941158336
Position 11332: 0.004825555338641912
Position 7298: 0.003979200552411602
Position 1332: 0.003580084851267919
Position 13399: 0.003088713557718306
Position 11156: 0.0030805075112779415
Position 12140: 0.0030301084572342523
Position 13601: 0.0029758799354967233
Position 7450: 0.002687293933026338
Position 923: 0.002552008019433028
Position 2141: 0.0024816399334482565
Position 1039: 0.002477536578518256
Position 9569: 0.0024165069756181923
Position 1053: 0.0023425620107181445
Position 266: 0.002077214857061078
Position 269: 0.0018862813495542214
Position 4337: 0.0016498615974451963
Position 4658: 0.0015902612593938856
Position 12311: 0.0015429004061759712
Position 2575: 0.001535427576421382
Position 5070: 0.0015090428845547957
Position 12791: 0.0014466687817548264
Position 7351: 0.0014016286418363293
Position 10946: 0.0013650436033255488
Position 12374: 0.0012704339546575918
Position 327: 0.0012394360360781043
Position 12260: 0.0011911809607359838
Position 13047: 0.0011845263089176137
Position 11004: 0.0011730631766695718
Position 3842: 0.0011175612311181838
Position 13588: 0.0011090992530038211
Position 9248: 0.001093609198185062
Position 4825: 0.0010514548315566333
Position 12899: 0.0010402220293833323
Position 73: 0.0010306647239955505
Position 11624: 0.0009127054062128468
Position 3010: 0.0009094199195833885
Position 9340: 0.0008553985481731152
Position 1726: 0.0008188939411088983
Position 9317: 0.0008110034823332132
Position 489: 0.0008104151497988272
Position 2965: 0.000800187528156248
Position 2082: 0.0007982419118467846
Position 11655: 0.0007629986305955204
Position 461: 0.000742375335192349
Position 9565: 0.0006921608248750587
Position 9584: 0.0006541065083435755
Position 2674: 0.0006212340537820577
Position 12164: 0.000620006742279266
Position 8036: 0.0006065821713788698
Position 1382: 0.0005929283981139779
Position 929: 0.0005227592538211375
Position 13384: 0.0005226712655518366
Position 1280: 0.0005141610053616028
Position 11935: 0.00045342671993591556
Position 1380: 0.00039433927315858235
Position 9694: 0.00039210974502591474
Position 7955: 0.00038805080526764903
Position 7921: 0.0003641201810237599
Position 2455: 0.00036179965234799035
Position 6393: 0.0003583276311207632
Position 11101: 0.00035570486682561577
Position 9946: 0.00035283910036088846
Position 9090: 0.00032026014294560094
Position 10925: 0.00031950569763791097
Position 11440: 0.00031453922914957086
Position 9493: 0.00031315542027265177
Position 6476: 0.0003005537349468472
Position 11535: 0.00028414210349522306
Position 6182: 0.00027764450951480254
Position 11175: 0.00027502590415104063
Position 10034: 0.00027451702393417203
Position 12960: 0.00026829427197440884
Position 3069: 0.00026429555265376867
Position 4978: 0.0002575058389098464
Position 12191: 0.0002535825638576727
Position 13305: 0.0002334167707228875
Position 4628: 0.0002283627621753997
Position 7327: 0.00022832112745358978
Position 481: 0.00022541440338312896
Position 183: 0.00021372988906633952
Position 12062: 0.0002116939022629441
