Gene = UQCR-Q
index = 1581
Annotated 5SS: [375 834]
Annotated 3SS: [648 889]
SMsplice 5SS: [ 74 375 834]
SMsplice 3SS: [132 648 889]
top_k =  1000
Partition function (log Z): 2.3894102281157648

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9717989224062016
Position 834: 0.949752428107994
Position 375: 0.7247320392397387
Position 794: 0.0444047606741551
Position 294: 0.027233160691391863
Position 356: 0.019433659550174776
Position 987: 0.01881777359155214
Position 1004: 0.008181809127377133
Position 398: 0.005701078705133163
Position 838: 0.004978899823304901
Position 530: 0.004707431781291618
Position 1049: 0.003720213570160349
Position 362: 0.0031156244026097645
Position 506: 0.0030586085105532668
Position 410: 0.0021862371870759252
Position 1052: 0.001579639064318714
Position 471: 0.0014417968843971041
Position 1062: 0.0010551923595875316
Position 1102: 0.000992751338411238
Position 566: 0.000812329366059741
Position 1092: 0.0007309101505544378
Position 327: 0.0005925570186067355
Position 603: 0.0003977357797465321
Position 203: 0.000317322420856384
Position 1009: 0.00027113370087954647
Position 585: 0.00026078720614360507
Position 824: 0.00025942865435788545
Position 451: 0.00022333647577555652
Position 583: 0.00016029693823953764
Position 478: 0.0001482182445945406
Position 1056: 6.92544496214742e-05
Position 206: 6.313697600697401e-05
Position 1039: 4.5628669890840855e-05
Position 190: 4.185002867063516e-05
Position 337: 2.138642834198277e-05
Position 104: 2.1055600989122266e-05
Position 619: 1.6048396868556518e-05
Position 1054: 1.4255513792507295e-05
Position 1124: 1.4004817066733928e-05
Position 469: 1.2827782171107864e-05
Position 815: 1.1751716989673385e-05
Position 318: 9.866968490211524e-06
Position 798: 9.198771452254328e-06
Position 181: 9.0287325034409e-06
Position 162: 9.004058999730688e-06
Position 38: 6.779405439055227e-06
Position 226: 5.6745402794996535e-06
Position 898: 4.870262187112924e-06
Position 710: 3.509661321902172e-06
Position 23: 2.7281493106417775e-06
Position 298: 2.2733536749721478e-06
Position 1138: 1.957128806256708e-06
Position 86: 1.2473345730262308e-06
Position 1222: 6.503641052568962e-07
Position 132: 3.1407578739658054e-07
Position 311: 3.073052168099276e-07
Position 1151: 3.072469090030863e-07
Position 168: 1.524278543750532e-07
Position 663: 7.639855383774656e-08
Position 866: 1.1672671915266463e-08
Position 1228: 5.475737778580013e-09
Position 858: 2.5413000276704354e-11
Position 722: 2.5198442103795277e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 889: 0.9945239468424979
Position 132: 0.8364959056297
Position 648: 0.8307198316695791
Position 161: 0.06927288819202465
Position 1169: 0.018758887133315544
Position 1039: 0.018631579826480858
Position 139: 0.012582238523867053
Position 632: 0.003447462673946774
Position 451: 0.002578183465170381
Position 688: 0.0025463532523903954
Position 1138: 0.002438076397351254
Position 709: 0.0018217542567275276
Position 456: 0.0015247897267352483
Position 119: 0.0012389680986178752
Position 261: 0.0010668176027975147
Position 281: 0.0007545469406067218
Position 751: 0.0005413733525721588
Position 1196: 0.0004071685722210996
Position 535: 0.000405177777935174
Position 409: 0.00032563154818362355
Position 469: 0.0002197502587541019
Position 850: 0.00014760642702848754
Position 354: 0.00014219041730037993
Position 181: 0.0001328444217125054
Position 933: 0.00011633039265060602
Position 506: 0.00011354033762504248
Position 733: 7.982232805519738e-05
Position 249: 6.572399166282275e-05
Position 220: 6.065390431805013e-05
Position 304: 5.982288579169879e-05
Position 1072: 4.7043597276587065e-05
Position 1045: 4.0799527587010565e-05
Position 475: 3.767290235731366e-05
Position 1216: 2.7785429250130804e-05
Position 374: 1.9624338499822784e-05
Position 1086: 1.8919188581650932e-05
Position 168: 1.609033533274979e-05
Position 190: 1.179142802227015e-05
Position 557: 3.963646583922102e-06
Position 544: 3.637277398907482e-06
Position 232: 3.6242681015369507e-06
Position 838: 2.798239360928058e-06
Position 1298: 1.8359795035151317e-06
Position 774: 1.832222416725434e-06
Position 1000: 1.8288151661520457e-06
Position 1234: 1.3087852703813624e-06
Position 503: 1.3041086712737362e-06
Position 458: 8.843737225965922e-07
Position 1173: 5.64407390373972e-07
Position 362: 3.951226047117967e-07
Position 997: 3.497285474752911e-07
Position 954: 3.262197951396434e-07
Position 748: 2.2370884279707051e-07
Position 1316: 1.6369966544878131e-07
Position 1228: 1.6024673220537108e-07
Position 337: 1.1222804087167847e-07
Position 1193: 9.608832655872115e-08
Position 1171: 9.568492187528441e-08
Position 1205: 8.5665885229635e-08
Position 778: 2.414737870074312e-08
Position 73: 1.5569233172211543e-08
Position 1047: 1.2569411245259138e-08
Position 332: 9.835532090657194e-09
Position 547: 4.664340029222598e-10
Position 344: 9.985171854035965e-12
Position 78: 3.693251624566608e-12
Position 342: 3.173182331087179e-13
