Gene = CTCF
index = 1047
Annotated 5SS: [ 133  647 2672]
Annotated 3SS: [ 253  707 2733]
SMsplice 5SS: [ 647 2372 2672]
SMsplice 3SS: [ 707 2428 2733]
top_k =  1000
Partition function (log Z): -2.783695193398432

Sorted 5' Splice Sites (High to Low Probability):
Position 2672: 0.9882512582086117
Position 647: 0.9080305688755482
Position 2372: 0.45121506395635125
Position 1139: 0.12600129657635586
Position 2864: 0.08838761802353502
Position 947: 0.0835557929155818
Position 625: 0.07670723084842432
Position 133: 0.07097059944201962
Position 2115: 0.022108326161589906
Position 2906: 0.013022729224690855
Position 1639: 0.0128853622872983
Position 974: 0.011338653544562361
Position 2883: 0.010102423400608157
Position 1618: 0.009190310443753031
Position 1412: 0.008647131866271652
Position 860: 0.00850320702249109
Position 2245: 0.007933044528573139
Position 2570: 0.0030655953522446895
Position 137: 0.002521182406991862
Position 1055: 0.0021606375292584396
Position 2360: 0.0018021671737952956
Position 2376: 0.0015913463201352224
Position 1595: 0.0015290214049675285
Position 1303: 0.001444999642401465
Position 217: 0.0011843157199401952
Position 670: 0.0010998316935465304
Position 64: 0.001044173110291143
Position 2388: 0.0007406198628575735
Position 629: 0.0007183935623170713
Position 352: 0.0006730791975146978
Position 1740: 0.0006501666954768767
Position 1319: 0.0006314008895898528
Position 355: 0.0006090368683011506
Position 854: 0.0005740272710098268
Position 1216: 0.0005047750725118219
Position 998: 0.00047491156840861787
Position 1112: 0.0004560111626011306
Position 1013: 0.0004465276379188789
Position 507: 0.0003872101661619626
Position 1876: 0.00035528562595870593
Position 2916: 0.0003549605242513803
Position 2001: 0.00024645423982397574
Position 2082: 0.00024326747569115536
Position 1195: 0.00016535387311641253
Position 1234: 0.00015240621604629517
Position 1456: 0.00013835514289791033
Position 1285: 0.00012897837368080353
Position 1268: 0.00012706148344949938
Position 2835: 0.00012648740527971392
Position 1369: 0.00011441310628497638
Position 2588: 0.0001127943623879878
Position 2198: 0.00011001217767335001
Position 129: 0.00010264217496858221
Position 851: 9.364940474876507e-05
Position 2664: 7.460254910452963e-05
Position 985: 6.55996269313552e-05
Position 1121: 6.534547051428145e-05
Position 785: 6.508483601853342e-05
Position 2044: 5.738055928891052e-05
Position 2776: 5.656925025722525e-05
Position 1573: 5.271465164602815e-05
Position 207: 5.111161840716708e-05
Position 2606: 4.8238590245876414e-05
Position 2796: 2.958141567255592e-05
Position 2924: 2.628738184983026e-05
Position 622: 2.4646355704335934e-05
Position 166: 1.915540779703991e-05
Position 2953: 1.905889771608001e-05
Position 2676: 1.7269095591587533e-05
Position 2976: 1.4874783584817465e-05
Position 94: 1.2981184855398275e-05
Position 2608: 1.261359536823118e-05
Position 651: 1.190681860593525e-05
Position 410: 1.0612089490788646e-05
Position 46: 8.473118515816644e-06
Position 2579: 6.933421013432444e-06
Position 1542: 6.586813889481695e-06
Position 221: 4.3686016556557955e-06
Position 3018: 4.333461317106979e-06
Position 3037: 4.046841205988232e-06
Position 127: 3.68613215245745e-06
Position 1260: 3.5907054361465545e-06
Position 2754: 1.7258538417244034e-06
Position 2612: 1.684175758541301e-06
Position 39: 1.1141304258482245e-06
Position 2576: 1.066082001201992e-06
Position 2646: 9.130543478539246e-07
Position 422: 8.174853753580885e-07
Position 169: 7.176357736904928e-07
Position 682: 6.167296386356223e-07
Position 2999: 2.642291208902125e-07
Position 1481: 2.2009533687104028e-07
Position 1878: 1.4006629017433148e-07
Position 2101: 1.1279505578820561e-07
Position 966: 8.42690499904789e-08
Position 246: 5.85784607521103e-08
Position 617: 5.476252665104124e-08
Position 896: 5.0759707544295466e-08
Position 1465: 5.000579702915203e-08
Position 674: 4.952548811891741e-08
Position 1416: 4.153746243095101e-08
Position 9: 1.8710968518075874e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2733: 0.9911311089604632
Position 707: 0.814220325240129
Position 2428: 0.7371140778568726
Position 2975: 0.09285410998455718
Position 253: 0.06682161983359658
Position 2455: 0.03639250655046073
Position 767: 0.02962002078583507
Position 1001: 0.02674063562696955
Position 1669: 0.0186106245713348
Position 1714: 0.018395569684412125
Position 2953: 0.01766336708818427
Position 1567: 0.01750596891881601
Position 2484: 0.013048799734782917
Position 1689: 0.01113709935937623
Position 2209: 0.007521627359237933
Position 1987: 0.005914764937034219
Position 2452: 0.0035604625996553934
Position 725: 0.002613349614368962
Position 324: 0.0016355054309085523
Position 2170: 0.0014043824999899741
Position 2957: 0.001347835394773582
Position 1401: 0.0010456021612409855
Position 3092: 0.001004605675494374
Position 2392: 0.0007986978291050433
Position 2433: 0.0005928665094179239
Position 327: 0.00046702286801288297
Position 3034: 0.0003969867220815651
Position 2372: 0.00036474039119031756
Position 2981: 0.0003387306143273581
Position 2515: 0.0003044979564435176
Position 380: 0.0002698886566520313
Position 187: 0.00023687693455635742
Position 127: 0.00022449158018407673
Position 757: 0.00020415971482284546
Position 558: 0.00015338436837451655
Position 266: 0.00013962380447978548
Position 794: 0.00013697639033756232
Position 783: 0.00013527800704963113
Position 1858: 0.00013430617275592764
Position 1678: 0.00013241937900237318
Position 980: 0.00012880881108477823
Position 543: 0.00011972617657039407
Position 588: 0.00010932319482534583
Position 517: 0.00010463265190289536
Position 1846: 9.846202993430529e-05
Position 1054: 9.733849337720606e-05
Position 300: 8.849731965381843e-05
Position 372: 8.544037652810105e-05
Position 3037: 7.896261513381698e-05
Position 1960: 7.793102422409274e-05
Position 1167: 7.422059602481918e-05
Position 1479: 7.331926534914276e-05
Position 803: 6.675226736348031e-05
Position 1884: 6.665573790275098e-05
Position 136: 6.40018077267252e-05
Position 1978: 6.033857331344087e-05
Position 1432: 5.860264628224092e-05
Position 2754: 5.697351883154107e-05
Position 1899: 5.532588122160903e-05
Position 743: 4.938066130265481e-05
Position 1999: 4.8987282282977555e-05
Position 1456: 3.8600020944459854e-05
Position 775: 3.381332849409832e-05
Position 2641: 3.152852007294244e-05
Position 1615: 3.1472464766550156e-05
Position 1285: 3.132678775695895e-05
Position 1195: 2.9933149986735694e-05
Position 928: 2.654582365386281e-05
Position 800: 2.6412087237228377e-05
Position 2894: 2.5473571920436938e-05
Position 1360: 2.4903957245634913e-05
Position 263: 2.2475030196267515e-05
Position 1007: 2.2263850699519444e-05
Position 1016: 1.824246835710906e-05
Position 2239: 1.6917713336780792e-05
Position 2113: 1.5508671464916124e-05
Position 276: 1.4339082740508997e-05
Position 564: 1.3090902181958157e-05
Position 555: 1.2367597732859667e-05
Position 579: 9.682684447894156e-06
Position 1028: 9.60290325500323e-06
Position 1260: 9.403688335196011e-06
Position 2793: 8.950187934705327e-06
Position 907: 8.149462712175105e-06
Position 351: 6.801955897559565e-06
Position 334: 5.428257172473734e-06
Position 809: 3.7124030098054665e-06
Position 966: 3.5625931184846886e-06
Position 873: 3.3709226849298862e-06
Position 2691: 3.2351388991478466e-06
Position 151: 3.0801224172724217e-06
Position 851: 1.992333273495937e-06
Position 2796: 1.2039882024937275e-06
Position 480: 1.1264048924959315e-06
Position 2826: 8.953741612404759e-07
Position 417: 8.00977014479799e-07
Position 341: 7.363908197734817e-07
Position 629: 6.234978923218956e-07
Position 441: 5.478938721526313e-07
Position 860: 4.314179949041129e-07
Position 1085: 3.2031049344351484e-07
Position 348: 2.520475869347013e-07
Position 1108: 2.231533334944595e-07
Position 444: 2.110478870340483e-07
Position 940: 1.6619891864800743e-07
Position 1022: 1.650659083477176e-07
Position 879: 1.618668295895576e-07
Position 475: 1.616974053066689e-07
Position 885: 1.438355687554588e-07
Position 634: 1.4378649096421648e-07
Position 450: 9.659624848247028e-08
Position 489: 7.733241179101e-08
Position 600: 6.265422651674795e-08
Position 576: 5.531758060683222e-08
Position 176: 4.414782927839361e-08
Position 486: 3.3470895556352725e-08
Position 1069: 2.8952288767151384e-08
Position 567: 2.847908750206691e-08
Position 471: 2.164798145379091e-08
Position 282: 1.8157340504068484e-08
Position 610: 1.2003424105492391e-08
Position 492: 1.0000899319763273e-08
Position 387: 9.825811864190666e-09
Position 67: 4.662114740321042e-09
Position 483: 4.506474531694208e-09
Position 814: 3.8379980818312e-09
Position 525: 3.6379690952487194e-09
Position 507: 3.04940050428131e-09
Position 291: 3.0435929971387735e-09
Position 1048: 2.933316747861119e-10
Position 1128: 2.4779639628380608e-11
