Gene = mRpL21
index = 1767
Annotated 5SS: [152]
Annotated 3SS: [227]
SMsplice 5SS: [152]
SMsplice 3SS: [227]
top_k =  1000
Partition function (log Z): -2.3816706498709634

Sorted 5' Splice Sites (High to Low Probability):
Position 152: 0.9990269651257837
Position 809: 0.19039265972634523
Position 1676: 0.15530274355237977
Position 365: 0.04772924325631132
Position 1066: 0.012135280530571271
Position 890: 0.005449454652417758
Position 428: 0.004218626072441313
Position 905: 0.003928617142493012
Position 914: 0.003511567000578971
Position 257: 0.0017742110832286923
Position 1115: 0.001517462599944711
Position 873: 0.001492456473285133
Position 503: 0.001283535901723038
Position 156: 0.0006246864330623486
Position 643: 0.00060437138662328
Position 1469: 0.0006040505065216151
Position 572: 0.0003923929862332546
Position 1132: 0.0003854307765518117
Position 536: 0.0003551062951726082
Position 398: 0.0003200508902000792
Position 1137: 0.00023208515995816811
Position 763: 0.0002112096045576804
Position 1011: 0.00019500206191158044
Position 409: 0.00018936306549478614
Position 739: 0.00018143146963656146
Position 683: 0.00017525136338573962
Position 178: 0.00017117119449757464
Position 1584: 0.00011488626766612631
Position 1124: 0.00010913069129936907
Position 798: 0.00010687241608136407
Position 1514: 0.00010290068876514397
Position 1081: 6.490606964591701e-05
Position 757: 5.574150986752198e-05
Position 293: 4.964498104879663e-05
Position 1108: 4.64019465674602e-05
Position 52: 4.4179831643277835e-05
Position 1212: 4.2120225240197434e-05
Position 516: 3.527727161655795e-05
Position 1704: 3.411428706976184e-05
Position 137: 2.5808408728200124e-05
Position 1033: 2.090837111007285e-05
Position 584: 1.3863415384124615e-05
Position 1243: 1.196140086508614e-05
Position 1025: 1.047318059425812e-05
Position 1275: 9.902770920503358e-06
Position 1680: 9.528192377604064e-06
Position 452: 8.650155265740347e-06
Position 1106: 7.4358346458728135e-06
Position 587: 6.734939524098614e-06
Position 1203: 6.548245844087047e-06
Position 775: 5.403691935828546e-06
Position 1315: 4.671983364797786e-06
Position 331: 2.862518930132261e-06
Position 1190: 2.0586634324642124e-06
Position 1182: 1.9494923647077354e-06
Position 1076: 1.548637555421274e-06
Position 1701: 1.101720896675098e-06
Position 1691: 6.569086280050744e-07
Position 62: 2.650861249615382e-07
Position 401: 1.7234406904740746e-07
Position 224: 1.2325399896312452e-07
Position 141: 6.929206303170626e-08
Position 107: 4.758760768007554e-08
Position 711: 4.091012353786014e-08
Position 200: 3.478649801604271e-08
Position 716: 3.252632232118197e-08
Position 124: 2.4443309759626282e-08
Position 84: 2.3953937121472168e-08
Position 976: 1.585789864036362e-08
Position 228: 7.208896392962601e-09
Position 187: 5.288217030736446e-09
Position 1050: 2.8706617925342945e-09
Position 237: 1.6621607754716574e-09
Position 1039: 1.8821831907713378e-10

Sorted 3' Splice Sites (High to Low Probability):
