Gene = Nmt
index = 1325
Annotated 5SS: [307]
Annotated 3SS: [789]
SMsplice 5SS: [307]
SMsplice 3SS: [789]
top_k =  1000
Partition function (log Z): -6.07756140321396

Sorted 5' Splice Sites (High to Low Probability):
Position 307: 0.9839604324878222
Position 900: 0.06781931788570549
Position 1758: 0.029970056457374623
Position 1437: 0.015734278912369937
Position 1651: 0.012211079783279928
Position 940: 0.011115563755303242
Position 6: 0.010243205116536747
Position 370: 0.009278891394710373
Position 195: 0.004981690084474235
Position 1236: 0.002917699803618227
Position 36: 0.0027820076269048748
Position 1227: 0.0026623410838145134
Position 1431: 0.0014045245894862535
Position 2000: 0.0008328352565702545
Position 1459: 0.0004862536957739433
Position 1217: 0.00042887203636733694
Position 724: 0.000357916725032201
Position 375: 0.00025433717911997313
Position 1892: 0.00021871723418811383
Position 162: 0.00021480492029851749
Position 1937: 0.0001932908777042052
Position 1287: 0.00017834730784789613
Position 1179: 0.0001665525228309089
Position 733: 0.00015764852910155473
Position 1365: 0.000138680258123888
Position 854: 0.00013741173512639082
Position 1152: 0.00012868712023584488
Position 293: 0.00011113712447901789
Position 2081: 9.399110545086088e-05
Position 333: 9.038667854782922e-05
Position 1746: 8.888450233304384e-05
Position 2086: 8.657582240789555e-05
Position 271: 8.116114598335425e-05
Position 1028: 7.884019818257778e-05
Position 987: 6.120333328603079e-05
Position 1622: 5.694679286112013e-05
Position 1634: 5.288228953857613e-05
Position 1441: 3.93362277376845e-05
Position 39: 3.385180023627317e-05
Position 692: 2.9055954154072134e-05
Position 1053: 2.8873836266032035e-05
Position 1318: 2.701385793928208e-05
Position 593: 2.268102272040947e-05
Position 838: 2.06840691814888e-05
Position 1727: 1.1576763775267641e-05
Position 419: 1.15273067565542e-05
Position 1859: 1.0661996038343245e-05
Position 1731: 9.347264584873522e-06
Position 291: 8.86308413009766e-06
Position 326: 8.141809907689815e-06
Position 1271: 8.031682891305564e-06
Position 311: 5.97775867873997e-06
Position 1073: 4.00016934459122e-06
Position 393: 2.7375822198140874e-06
Position 1214: 1.0870214487233615e-06
Position 76: 7.947083423124033e-07
Position 1106: 7.350700118227478e-07
Position 1323: 7.302228994975435e-07
Position 133: 3.803667181723225e-07
Position 866: 2.6808867888536186e-07
Position 1146: 2.54661642085836e-07
Position 1627: 2.527250064941977e-07
Position 689: 2.1185834736101566e-07
Position 813: 1.341549545143944e-07
Position 682: 1.1923512471301536e-07
Position 1490: 9.396479181492087e-08
Position 1785: 7.463944698529917e-08
Position 1097: 6.233782774100007e-08
Position 665: 4.7954260291490034e-08
Position 753: 4.6179107342295984e-08
Position 591: 3.872122729718656e-08
Position 1078: 3.622032109220561e-08
Position 459: 3.529684174146718e-08
Position 380: 2.874530143464394e-08
Position 614: 2.7821936886975486e-08
Position 1166: 2.778654242946488e-08
Position 93: 2.3763491544518628e-08
Position 568: 2.135212870361463e-08
Position 879: 1.2103135546931923e-08
Position 1368: 3.342959442144604e-09
Position 668: 2.4369355856063297e-09
Position 1109: 8.294506276898031e-10
Position 1156: 7.483237177436357e-10
Position 198: 4.864979055833829e-10
Position 779: 2.542204226505814e-10
Position 1158: 2.759859148363751e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 789: 0.9330499980901487
Position 972: 0.053592715672106155
Position 2047: 0.039045561509480804
Position 797: 0.02742955148555345
Position 2139: 0.019305499100531757
Position 1850: 0.014602415294167576
Position 1508: 0.013227887228477586
Position 996: 0.010993872872420084
Position 120: 0.008660206520941308
Position 1708: 0.0062685230877178606
Position 875: 0.0025240620620162954
Position 602: 0.0022483151648636872
Position 1475: 0.0022075696259331633
Position 1118: 0.002137955395721489
Position 85: 0.0021158763815194155
Position 2003: 0.001942323272679483
Position 2119: 0.001650431590635609
Position 719: 0.0014757809723603425
Position 1647: 0.0013995549769079646
Position 93: 0.001329632281060341
Position 1346: 0.0012705351329543237
Position 557: 0.001245197435062872
Position 1539: 0.0012191298247012036
Position 832: 0.001093575801998349
Position 475: 0.0009413188158267022
Position 1427: 0.0008226691839817972
Position 1796: 0.0007973422856296042
Position 1194: 0.0007195687721864505
Position 1106: 0.0006648510889068214
Position 1424: 0.0005091662281933754
Position 1650: 0.00047518345795599795
Position 218: 0.00045484991156285006
Position 1685: 0.00041284361207476704
Position 1204: 0.00037392014975326195
Position 2148: 0.000355759581983754
Position 682: 0.0003258802765841836
Position 2020: 0.00031017134020196966
Position 810: 0.00026661564974652134
Position 1937: 0.00021285364259873303
Position 1025: 0.0002062158176011173
Position 1595: 0.0002021048847797875
Position 2269: 0.0001681148336352765
Position 1022: 0.0001607781552099719
Position 1883: 0.0001532480458621433
Position 1268: 0.0001454624158842657
Position 480: 0.00012684393626759643
Position 932: 9.60070573750244e-05
Position 1496: 9.449282848539876e-05
Position 1271: 9.190867414148114e-05
Position 949: 9.064589305427541e-05
Position 1514: 8.770388586898771e-05
Position 1754: 8.74278447103829e-05
Position 1166: 8.105122427177051e-05
Position 842: 7.926840835579898e-05
Position 243: 6.610193510783694e-05
Position 1383: 6.489574817140495e-05
Position 704: 4.885748694169635e-05
Position 1279: 4.099665731674305e-05
Position 138: 3.251849055262439e-05
Position 393: 3.105505311798156e-05
Position 374: 3.037844424684125e-05
Position 1973: 2.1240568575000886e-05
Position 1296: 2.0672390075621057e-05
Position 2240: 2.025992646906026e-05
Position 940: 1.836490230667075e-05
Position 2183: 1.66610454859552e-05
Position 240: 1.5715783583447908e-05
Position 1487: 1.3232354219581894e-05
Position 1889: 1.297763710186714e-05
Position 879: 1.1105003529551862e-05
Position 1208: 1.0961331420210219e-05
Position 1359: 8.453514879962669e-06
Position 263: 7.884858561771073e-06
Position 733: 7.316406257400249e-06
Position 724: 5.8202543070076194e-06
Position 1046: 4.937221436812127e-06
Position 194: 1.0007220646221436e-06
Position 260: 7.98396512950927e-07
Position 1544: 7.729644998530709e-07
Position 122: 4.7668112766866895e-07
Position 146: 4.202258145156276e-07
Position 149: 2.824199832708422e-07
Position 1235: 2.2907996169102557e-07
Position 278: 1.123539826283168e-07
Position 152: 1.065164386016308e-07
Position 140: 5.850645437539385e-08
Position 854: 5.463640217603933e-08
Position 158: 5.447986337760388e-08
Position 161: 4.9022507915649405e-08
Position 341: 2.2734510557392692e-08
Position 333: 2.0188678250341676e-08
Position 291: 1.9965388248274507e-08
Position 369: 1.9549331093731897e-08
Position 851: 1.1147448464139331e-08
Position 568: 3.1199977359883157e-09
Position 899: 2.9917745311123925e-09
Position 307: 2.6390030683118914e-09
Position 1097: 1.7294598858087266e-09
Position 284: 1.5040750149124957e-09
Position 311: 1.0219020823137149e-09
Position 179: 2.7261747368291956e-10
Position 343: 8.743033773520366e-11
Position 251: 3.133229683611215e-11
