Gene = BG642163
index = 42
Annotated 5SS: [95]
Annotated 3SS: [152]
SMsplice 5SS: [95]
SMsplice 3SS: [519]
top_k =  1000
Partition function (log Z): -8.218117625468743

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.628572336605374
Position 306: 0.21639882503993094
Position 838: 0.17539479318076465
Position 190: 0.09397635776536806
Position 589: 0.09041559261701987
Position 712: 0.06576782424198023
Position 133: 0.052351611624749245
Position 114: 0.029157207402613097
Position 1261: 0.018509247602292462
Position 182: 0.010598172868495544
Position 227: 0.006395117662478903
Position 1344: 0.00535545226107591
Position 697: 0.004366835554597109
Position 663: 0.003954116332501873
Position 1323: 0.0038735392445153885
Position 976: 0.002548779214120751
Position 658: 0.0022266834150358357
Position 284: 0.0015627161983445452
Position 1117: 0.0014454004338104124
Position 408: 0.0012931737122246106
Position 74: 0.0010399476432231404
Position 1141: 0.0006157086310883182
Position 917: 0.0003654233945288769
Position 1267: 0.000310021744828128
Position 137: 0.00029260298412596777
Position 56: 0.00022185658384321654
Position 25: 0.00020845463917749184
Position 963: 0.00019588404195236157
Position 1389: 0.00016104039643687797
Position 1417: 0.0001557256022982143
Position 1084: 0.00010572310162635805
Position 19: 6.49637370928597e-05
Position 595: 6.463139757047932e-05
Position 188: 5.080931169223007e-05
Position 1384: 4.500583131410451e-05
Position 53: 4.464069535936322e-05
Position 293: 6.035394679096335e-06
Position 250: 3.5734851902581376e-06
Position 544: 2.032184114836186e-06
Position 844: 1.3926372627138161e-06
Position 1110: 1.1744286141254237e-06
Position 928: 2.3039354590335477e-07
Position 802: 4.291254503463826e-08
Position 933: 4.826879187739134e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 519: 0.6464072720270836
Position 882: 0.11768453445612893
Position 483: 0.1148783449522884
Position 756: 0.1045952643811431
Position 152: 0.09987041287153474
Position 227: 0.07162127553197617
Position 1178: 0.05924856344024318
Position 711: 0.046714228244585994
Position 1242: 0.03563203695527895
Position 1059: 0.03235376330773763
Position 979: 0.014936919197861519
Position 1565: 0.014292415241027902
Position 1122: 0.013257753549468829
Position 1322: 0.0074523955466825305
Position 1540: 0.006102021826482657
Position 588: 0.004896393478695606
Position 1292: 0.004791860057704637
Position 1481: 0.004498468209904323
Position 240: 0.0037354877004226795
Position 1017: 0.0028584299134150923
Position 368: 0.0019420629499301608
Position 633: 0.0017255244380146731
Position 963: 0.0016158311345404249
Position 330: 0.0012754953922156497
Position 697: 0.0010537622855891903
Position 774: 0.000988632854545294
Position 837: 0.0007547813702879043
Position 439: 0.0006492271210977921
Position 1141: 0.0005085611983057777
Position 1341: 0.0004411121186916591
Position 1019: 0.0002341098707652064
Position 309: 0.00022542774755456095
Position 154: 0.00017375305385910914
Position 917: 0.00016178829142786223
Position 1485: 0.0001280454476016835
Position 1068: 0.00011148784042189137
Position 644: 7.337055087584997e-05
Position 1376: 6.174702175698837e-05
Position 318: 4.620770568766659e-05
Position 1459: 3.3262562922628725e-05
Position 666: 2.9194920753818254e-05
Position 779: 2.812185393550724e-05
Position 1400: 1.6215698296367347e-05
Position 110: 8.180712729832352e-06
Position 651: 4.812809084767237e-06
Position 663: 9.943461056576434e-07
Position 95: 5.745247212661324e-07
Position 726: 1.649902929116971e-07
Position 99: 1.3682782134664056e-07
Position 658: 8.691835722944318e-08
Position 595: 7.507339611265123e-08
Position 1078: 6.990289975585339e-08
Position 114: 2.8429255798964947e-08
Position 298: 8.84357312941498e-09
Position 66: 5.240468787492249e-09
Position 74: 2.7468510243865986e-09
Position 718: 2.719102917129499e-09
Position 62: 5.728785551987869e-10
