Gene = dos
index = 1673
Annotated 5SS: [ 139 3073 3906 4086 4388 5052]
Annotated 3SS: [2747 3138 3973 4146 4450 5107]
SMsplice 5SS: [ 139 3073 3906 4086 4388 5052]
SMsplice 3SS: [2747 3138 3973 4146 4450 5107]
top_k =  1000
Partition function (log Z): 11.67882945157565

Sorted 5' Splice Sites (High to Low Probability):
Position 5052: 0.9991481781340606
Position 4388: 0.9926022719400616
Position 3906: 0.9801193961469548
Position 3073: 0.9722631252989
Position 4086: 0.9714368076783223
Position 139: 0.8533772677889299
Position 4562: 0.047021469791785175
Position 4587: 0.04485582101309895
Position 332: 0.043944881737088916
Position 2434: 0.038271047071717204
Position 189: 0.03497885495760354
Position 3350: 0.03223111972663656
Position 4082: 0.026504021461130435
Position 2200: 0.025107286619659518
Position 1471: 0.020081070467351147
Position 3012: 0.015087864171331107
Position 4726: 0.012712890534323753
Position 2154: 0.011411823188837898
Position 2187: 0.011149143207922698
Position 2698: 0.010867599259529008
Position 163: 0.010109674299901119
Position 2660: 0.008048041656170268
Position 2656: 0.0060682924343835295
Position 478: 0.006031890537889336
Position 1157: 0.005679559483272155
Position 3561: 0.005575628401264734
Position 185: 0.004948256645518471
Position 2378: 0.0047249676535476145
Position 1093: 0.004609575664498956
Position 502: 0.004532877836570945
Position 193: 0.004050452615037055
Position 2160: 0.003685639313649302
Position 474: 0.0036499727918064
Position 5291: 0.003645278737974062
Position 1938: 0.0036203123887780775
Position 2654: 0.0030040863870711048
Position 4338: 0.0028992768431427393
Position 5192: 0.0025322910994332154
Position 2197: 0.0018725381538777857
Position 1635: 0.0017748154032270521
Position 46: 0.0017173992970708305
Position 1371: 0.0017100175933685887
Position 468: 0.0013003146610496496
Position 470: 0.0012187163642380441
Position 2478: 0.0010839094652896266
Position 601: 0.0010078025656498485
Position 5629: 0.000995998799991192
Position 3063: 0.0009380858273831903
Position 2874: 0.00080263181538999
Position 3294: 0.0007887429168284388
Position 3365: 0.0006734798547455535
Position 5395: 0.0006324972854213879
Position 3348: 0.0006267270922721948
Position 5453: 0.0005842760813140895
Position 2236: 0.0005638922841953521
Position 1051: 0.0005307559286627046
Position 5287: 0.0004721630951162189
Position 3692: 0.0004114708447191414
Position 3654: 0.0004058049397961769
Position 3832: 0.00037963903430608746
Position 5854: 0.0003727013452691319
Position 5746: 0.0003632576872089876
Position 4153: 0.000306508708018312
Position 2470: 0.0002854348312891197
Position 5451: 0.0002812934800406478
Position 203: 0.0002639436444443845
Position 5780: 0.00025815591555429507
Position 3850: 0.0002047429590274907
Position 1584: 0.0001726097357160422
Position 1422: 0.0001601836310388355
Position 3815: 0.00015221095310565008
Position 5668: 0.00015188616229180746
Position 1056: 0.00013382653233474798
Position 1013: 0.00013076181595677664
Position 2994: 0.0001273319138075873
Position 2088: 0.00012687159595453846
Position 450: 0.00012503226852468571
Position 5793: 0.00011395073975910352
Position 1414: 0.00011274283352840401
Position 5641: 0.00011144528084433642
Position 4887: 0.00010414495182183814
Position 2461: 9.556116706882046e-05
Position 11: 9.054614083157517e-05
Position 5730: 8.955095068749214e-05
Position 5411: 8.75717654479102e-05
Position 187: 8.489678064115035e-05
Position 195: 6.614509910792973e-05
Position 4123: 6.405832338774001e-05
Position 143: 6.255628372193074e-05
Position 4306: 6.23910456578711e-05
Position 4392: 6.151319204747099e-05
Position 15: 6.028912949479512e-05
Position 4090: 5.960206051932159e-05
Position 4759: 5.654534473664617e-05
Position 1016: 5.3838480061050525e-05
Position 3067: 4.910059390956643e-05
Position 742: 4.378977878159461e-05
Position 495: 4.288981771515212e-05
Position 4681: 4.2779737069404485e-05
Position 5894: 4.21293581985129e-05
Position 456: 3.994790510282933e-05
Position 299: 3.667058289839555e-05
Position 5171: 3.595385268373834e-05
Position 4894: 3.25942685887248e-05
Position 108: 3.190499460694338e-05
Position 4126: 3.189261601091962e-05
Position 5908: 2.7083831576091815e-05
Position 3910: 2.475716231179043e-05
Position 1284: 2.4028614340237364e-05
Position 721: 2.39488492480201e-05
Position 3252: 2.360885464304763e-05
Position 5989: 2.3393593342826147e-05
Position 3079: 2.154894825463279e-05
