Gene = Drgx
index = 1139
Annotated 5SS: [  562 10557 15558 15720 21224 21889 27735]
Annotated 3SS: [10432 15465 15617 21121 21316 27576 28092]
SMsplice 5SS: [  562 10557 11074 15558 15720 21224 21889 27735]
SMsplice 3SS: [10432 10679 15465 15617 21121 21316 27576 28092]
top_k =  1000
Partition function (log Z): 16.933493535493913

Sorted 5' Splice Sites (High to Low Probability):
Position 21889: 0.9992164597421471
Position 21224: 0.9968161848533429
Position 10557: 0.9924937138274017
Position 15558: 0.983181587087025
Position 27735: 0.9770952047514679
Position 15720: 0.9718111702000906
Position 11074: 0.8243901342946854
Position 562: 0.6218780380118569
Position 26819: 0.396686743077757
Position 554: 0.299823480435323
Position 9899: 0.20747943440862296
Position 11692: 0.17722904388677707
Position 16598: 0.16086930516456815
Position 208: 0.07742034111283494
Position 27031: 0.07059608827437194
Position 1379: 0.07030238990593038
Position 7784: 0.05964295007827127
Position 22547: 0.054357548628421806
Position 13941: 0.043609482529435126
Position 23282: 0.039407405388868465
Position 23118: 0.03586041118623379
Position 9613: 0.035676187700997855
Position 1653: 0.03449289969507302
Position 26943: 0.02968502509620857
Position 5176: 0.02960601299044129
Position 9351: 0.024576408804352204
Position 27805: 0.019975426058071642
Position 20304: 0.019543396439285966
Position 17897: 0.01913990030483464
Position 20550: 0.01877853200699746
Position 1057: 0.01770940456544843
Position 22428: 0.017094091540881415
Position 13464: 0.016599487249320102
Position 210: 0.014658042451559055
Position 1217: 0.012754245597302701
Position 12854: 0.01269425164820049
Position 25653: 0.01058843741421947
Position 23207: 0.010580073767167063
Position 214: 0.010211090215852247
Position 8218: 0.009821454682279485
Position 24326: 0.009255733566798392
Position 9349: 0.00869283490974562
Position 16397: 0.00848693695618862
Position 9155: 0.007949661990473917
Position 896: 0.00781139042422804
Position 25666: 0.007432488319082022
Position 22256: 0.006990892664549742
Position 9521: 0.006166036134143691
Position 12481: 0.0058518064232922174
Position 16025: 0.005653292720036941
Position 20706: 0.0056493542109514894
Position 9179: 0.0055153126263140055
Position 5825: 0.005334960345848608
Position 27173: 0.0052266803427920665
Position 2193: 0.005196035661075214
Position 13938: 0.004891728900292144
Position 3347: 0.00403477215020337
Position 24552: 0.004013330277962855
Position 11081: 0.003813564735287482
Position 844: 0.0037558729399452474
Position 16709: 0.003536194003462585
Position 26616: 0.0033067027750722077
Position 2658: 0.0032381359266925695
Position 21228: 0.0031371898176094713
Position 2373: 0.0030282609594367758
Position 19681: 0.002692046102800848
Position 727: 0.002677641991273337
Position 1139: 0.0026722526388275624
Position 3340: 0.0025085026009401177
Position 23714: 0.0024273779455537014
Position 6478: 0.0024009142731912735
Position 6341: 0.002036898275937171
Position 195: 0.0020232883685982594
Position 3433: 0.0020227100764554614
Position 8102: 0.0019262995638953252
Position 22347: 0.001887364506772185
Position 1834: 0.001853172424664314
Position 23317: 0.0018267155529706224
Position 274: 0.0018197251475599381
Position 5741: 0.001693280618486828
Position 7633: 0.0015991937037002607
Position 18429: 0.0015756216812578756
Position 28765: 0.0015004978887719542
Position 21701: 0.0014762558902185895
Position 834: 0.0014089118183894717
Position 26254: 0.001360077790187566
Position 3: 0.001340354146618769
Position 24372: 0.001312264695444668
Position 17680: 0.0012072939030031468
Position 25351: 0.001206338167770036
Position 26235: 0.0011952869290525942
Position 527: 0.0011514157177355464
Position 21397: 0.001139713198843998
Position 15730: 0.0010885672002131782
Position 29056: 0.001063790344760574
Position 5865: 0.0010532216928385448
Position 9517: 0.0010153093688353204
Position 27177: 0.0010012926628645861
Position 5709: 0.000995837138588179
Position 21405: 0.0009649813848673115
Position 9485: 0.0009371411332600787
Position 875: 0.0009048251190235597
Position 6188: 0.0008802915489984305
Position 1639: 0.0008602732796139143
Position 28516: 0.0008595714303389952
Position 1395: 0.0008341397023924907
Position 22666: 0.0008271383288131712
Position 23799: 0.0007949679128065881
Position 10561: 0.0007326005383659164
Position 8882: 0.0007252665586226821
Position 28710: 0.0007054027873210555
Position 7599: 0.0006877464150098162
Position 832: 0.0006812293612058795
Position 28740: 0.0006295352345671722
Position 6256: 0.0005545851946804508
Position 22940: 0.0005162579492265631
Position 27879: 0.0005073128923533991
Position 15567: 0.0005050883395486616
Position 13691: 0.0004986448079444927
Position 28785: 0.0004948390952129837
Position 19998: 0.00046514151733918166
Position 69: 0.0004636313636265633
Position 22573: 0.00045569124911201117
Position 22494: 0.0003851599268399122
Position 10905: 0.00036474331332871904
Position 11096: 0.00035734364444927366
Position 10884: 0.0003561784613550701
Position 27764: 0.00035514509733971226
Position 24026: 0.0003433407668108104
Position 15871: 0.00033538284061130843
Position 11975: 0.00030049424276191994
Position 19960: 0.00029955449114049963
Position 7099: 0.00028041145285584397
Position 28693: 0.0002753604196762158
Position 22564: 0.00025827904790096584
Position 18464: 0.0002499731437120129
Position 23764: 0.00023448161292997965
Position 25136: 0.00022978995266179986
Position 328: 0.0002269214600609814
Position 13863: 0.00019026014528285965
Position 12156: 0.0001797758466656895
Position 1275: 0.00017586975828660199
Position 22464: 0.00016950096299808023
Position 28985: 0.00016540901529213463
Position 27848: 0.00016502131820760046
Position 22782: 0.0001619198289772845
Position 16218: 0.00015633395296917334
Position 16232: 0.0001528462324829777
Position 13177: 0.00014906023291873068
Position 1065: 0.0001455164876674815
Position 11704: 0.00013558034867948025
