Gene = Rnmt
index = 1430
Annotated 5SS: [1280]
Annotated 3SS: [1336]
SMsplice 5SS: [1280]
SMsplice 3SS: [1336]
top_k =  1000
Partition function (log Z): -5.216176615411075

Sorted 5' Splice Sites (High to Low Probability):
Position 1280: 0.9765496766887275
Position 1561: 0.13151273347546596
Position 1535: 0.12269555217392193
Position 1671: 0.036166524526003566
Position 917: 0.03259478749060974
Position 211: 0.01849588880974675
Position 1207: 0.0182850340866205
Position 711: 0.00646331128000061
Position 1239: 0.004169247223972432
Position 1440: 0.003858199244772247
Position 1539: 0.0028376804719332832
Position 1483: 0.00175924903809366
Position 749: 0.001588707348768822
Position 1549: 0.001377904306311087
Position 215: 0.0013604019441220037
Position 42: 0.0010324984117118204
Position 639: 0.0009545720347484202
Position 1458: 0.0008295555915536738
Position 1243: 0.0006766978822037798
Position 1348: 0.0006362792146129441
Position 444: 0.0005927293725026672
Position 927: 0.0005779363359268369
Position 1401: 0.0005249192629405241
Position 1067: 0.0004820323649051773
Position 377: 0.00044966898860826775
Position 384: 0.0003818337308683782
Position 479: 0.0002831678005711299
Position 981: 0.00027726570218971936
Position 585: 0.0002744062658256234
Position 694: 0.00024682451402100776
Position 1045: 0.00023642523390707157
Position 1161: 0.00022061618150600576
Position 328: 0.00021652310215648692
Position 1165: 0.0001632360287049075
Position 583: 0.00016049561918943863
Position 657: 0.0001579974338194216
Position 589: 0.00014273534170914685
Position 1565: 0.00011302611979326203
Position 1735: 0.00010435061465199979
Position 521: 9.648166846608328e-05
Position 1684: 8.090188815620937e-05
Position 231: 7.175091528576403e-05
Position 266: 4.976672093552171e-05
Position 46: 4.148006647783346e-05
Position 1464: 3.964733220095932e-05
Position 331: 3.446956154752438e-05
Position 669: 3.194323802151142e-05
Position 1211: 2.7878654360616375e-05
Position 493: 2.304373377352101e-05
Position 753: 2.2025854234072794e-05
Position 1569: 1.9547160533161564e-05
Position 597: 1.9152360710543292e-05
Position 1027: 1.8243272372605896e-05
Position 821: 1.5255303561595156e-05
Position 1020: 1.4128374645799688e-05
Position 1583: 8.688455049312442e-06
Position 139: 8.553707707888387e-06
Position 925: 8.28660735272435e-06
Position 186: 8.197741523832891e-06
Position 504: 7.988791350242804e-06
Position 1284: 6.117010372715789e-06
Position 777: 4.086904578648426e-06
Position 1747: 3.4209252143706653e-06
Position 1149: 2.838071544993816e-06
Position 987: 2.47061960067004e-06
Position 83: 1.6382280010155582e-06
Position 1197: 1.1371809518091491e-06
Position 833: 9.995528783233954e-07
Position 1739: 8.212657498476634e-07
Position 1575: 1.7723110853580282e-07
Position 911: 1.1150149683354902e-07
Position 1003: 8.082763298046346e-08
Position 147: 6.184460974484194e-08
Position 742: 4.981794891969605e-08
Position 1352: 4.81361364823938e-08
Position 744: 2.426439097488082e-08
Position 117: 2.4127743071847684e-08
Position 450: 2.078324440265238e-08
Position 819: 2.2851254066072347e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1336: 0.91996972047111
Position 1608: 0.13244966792128315
Position 1582: 0.11048910857035275
Position 1777: 0.05952916876550844
Position 1362: 0.039180810688813295
Position 1613: 0.03218060310471346
Position 1110: 0.020548391911917322
Position 981: 0.007253141173195423
Position 1143: 0.0070959193178082355
Position 1221: 0.004408243487958969
Position 1027: 0.00400616250623375
Position 814: 0.0033152755020297658
Position 732: 0.003306576259408666
Position 753: 0.0032115336407226554
Position 1323: 0.002286811517779854
Position 847: 0.0016473403082760776
Position 1446: 0.0016082797397357505
Position 1074: 0.0015593917735011937
Position 1050: 0.0013172843652442523
Position 1170: 0.0013166930705916225
Position 491: 0.001307614469728006
Position 1520: 0.001300708079171629
Position 777: 0.0012281108283334547
Position 1714: 0.0012142494247217586
Position 1276: 0.0009749605784078355
Position 109: 0.0007294148139626031
Position 1747: 0.0006520396175727555
Position 456: 0.0006233109756617994
Position 694: 0.0005707259886101536
Position 1790: 0.0005686615714126198
Position 543: 0.0005228821963148175
Position 881: 0.00041398341753278605
Position 789: 0.00039805655602144507
Position 1640: 0.0003152671757708293
Position 274: 0.0003108411980724274
Position 540: 0.00023163998067534956
Position 999: 0.00023158847641265823
Position 1058: 0.0002287546943551879
Position 987: 0.00020500213229125407
Position 793: 0.00017707852352393845
Position 1497: 0.00013983402274108712
Position 1273: 0.0001255960751122207
Position 1083: 0.0001111942160105392
Position 465: 9.623430555048221e-05
Position 1161: 9.512481895913082e-05
Position 1751: 8.136475284032844e-05
Position 1176: 7.659697569246674e-05
Position 1506: 7.034654778711936e-05
Position 462: 6.270161771329934e-05
Position 1559: 5.560938559370533e-05
Position 627: 4.88090055908221e-05
Position 932: 4.3573973921132155e-05
Position 1472: 4.0784647569561824e-05
Position 1020: 3.2765914754926316e-05
Position 976: 1.8192388266220506e-05
Position 1538: 1.5466601691550483e-05
Position 271: 1.5388903562604826e-05
Position 136: 1.528416511898899e-05
Position 582: 1.4904528305832417e-05
Position 1483: 1.1616451232017561e-05
Position 426: 1.1476131851432496e-05
Position 1230: 7.489221327757485e-06
Position 139: 6.1821196626588375e-06
Position 516: 4.442455008571146e-06
Position 1525: 4.237184306992384e-06
Position 597: 3.915228119576606e-06
Position 887: 3.5124011247793867e-06
Position 255: 2.567054302322974e-06
Position 669: 2.3794846199750193e-06
Position 308: 2.0363023217934735e-06
Position 1655: 2.0234321579846394e-06
Position 657: 1.9342324450751927e-06
Position 493: 1.5177522818048724e-06
Position 1616: 1.5145247890639405e-06
Position 404: 1.4876956097545382e-06
Position 615: 1.4092849913265863e-06
Position 282: 1.1557875004678156e-06
Position 1636: 1.117980378252844e-06
Position 351: 8.24862516753366e-07
Position 360: 7.869520561553521e-07
Position 117: 7.573821509653702e-07
Position 201: 7.486494790250511e-07
Position 1530: 6.346434551746655e-07
Position 1754: 5.606501405857515e-07
Position 432: 3.1334637389084526e-07
Position 1680: 3.0787078391815264e-07
Position 384: 2.4962024832550484e-07
Position 381: 2.045580426178572e-07
Position 639: 2.244619603364591e-08
Position 717: 2.1781352200648087e-08
Position 901: 1.5896705149311062e-08
Position 357: 1.9338763631657483e-09
Position 288: 1.059306063895159e-10
Position 428: 4.166957915556449e-11
Position 159: 3.7616330270323545e-11
Position 390: 2.4648850253602637e-11
Position 603: 2.4447993080229387e-11
Position 215: 2.3547667095318477e-11
Position 372: 2.1404285329479364e-11
Position 143: 1.7461314528552788e-12
Position 114: 1.593769061858658e-12
Position 204: 1.1858238508039045e-12
Position 168: 7.604806308281967e-13
Position 162: 2.244836634360501e-13
Position 266: 1.7797654423824605e-13
Position 227: 1.57135537587959e-13
Position 175: 8.298177809371802e-14
Position 313: 6.557676794323419e-14
Position 180: 5.0915253133946425e-14
Position 231: 4.4854656440152516e-14
Position 300: 7.241006629502651e-15
Position 444: 3.3500709388745624e-15
Position 243: 8.627816590497556e-20
Position 164: 8.15503688264878e-24
