Gene = Blos4
index = 52
Annotated 5SS: [229]
Annotated 3SS: [282]
SMsplice 5SS: [229]
SMsplice 3SS: [282]
top_k =  1000
Partition function (log Z): -4.260422348203338

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9972995656200403
Position 751: 0.21649781896035547
Position 618: 0.002181747666248431
Position 737: 0.0017439714543333042
Position 391: 0.0013537771458975352
Position 510: 0.0011909644820345452
Position 400: 0.0005765858362625826
Position 248: 0.00042117893609629686
Position 25: 0.0003893307614395967
Position 874: 0.0003662980252513534
Position 637: 0.0003191062422041501
Position 717: 0.00024071698013044735
Position 219: 0.00019931757770165118
Position 283: 0.000162351487535171
Position 377: 0.00012223725919285506
Position 44: 0.00011064113456464804
Position 233: 0.00010912748596659786
Position 967: 6.407342108578874e-05
Position 1029: 5.7388522255708033e-05
Position 18: 5.567018010335174e-05
Position 389: 5.096492421058417e-05
Position 395: 4.133807031969678e-05
Position 397: 3.129108810839972e-05
Position 37: 2.4258531968396763e-05
Position 682: 1.4277804695890286e-05
Position 562: 1.2343827275884842e-05
Position 515: 1.1564246225723626e-05
Position 335: 9.510658818738612e-06
Position 9: 6.457233282213458e-06
Position 977: 6.325567720422114e-06
Position 987: 4.491798441888463e-06
Position 347: 2.2566740141041536e-06
Position 168: 2.216013662652276e-06
Position 421: 1.9793059822142245e-06
Position 1032: 1.7460815304926204e-06
Position 970: 1.544723498006546e-06
Position 707: 1.3934750418788713e-06
Position 583: 1.1261564960431827e-06
Position 106: 9.296373027683005e-07
Position 433: 7.637441004019141e-07
Position 267: 5.815085387158146e-07
Position 287: 4.093977230598648e-07
Position 793: 2.844491827674259e-07
Position 236: 2.3925394766035594e-07
Position 898: 9.997204722603575e-08
Position 995: 3.347101734089985e-08
Position 252: 1.526020070960144e-08
Position 414: 8.439174093028986e-09
Position 404: 5.914219810737795e-09
Position 254: 4.557573168475325e-09
Position 460: 3.951764267383604e-09
Position 319: 2.2521253835328038e-11
Position 907: 6.232851630657231e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 282: 0.9942779099369135
Position 805: 0.1949082240682483
Position 922: 0.011564007927451731
Position 935: 0.0075487215903691975
Position 888: 0.0031552027332564757
Position 334: 0.0025343621466853024
Position 869: 0.002456399746800037
Position 849: 0.001496060271957844
Position 1027: 0.0008923777332491897
Position 343: 0.0007108314146678184
Position 671: 0.0006101476199971548
Position 1076: 0.0005476961919294091
Position 1087: 0.0005074763926460636
Position 442: 0.00047137726189602693
Position 682: 0.0002566377404640514
Position 135: 0.00023085994915921288
Position 774: 0.00020972242139839946
Position 126: 0.00019102185580925616
Position 347: 0.00018286597207313237
Position 987: 0.00017173852687531825
Position 495: 0.00014796749204197218
Position 939: 0.00011661940918760634
Position 702: 6.206206664435096e-05
Position 692: 5.6811357184888555e-05
Position 61: 4.9394147842691914e-05
Position 855: 4.7872084285361614e-05
Position 1047: 3.786749819020608e-05
Position 1044: 3.66369401599965e-05
Position 734: 2.5488642476591938e-05
Position 567: 2.1413488850330865e-05
Position 504: 2.1365392723557643e-05
Position 1032: 1.9198166314345998e-05
Position 530: 1.7182110878213385e-05
Position 714: 1.5918958494576652e-05
Position 466: 1.542139311922027e-05
Position 473: 1.2963758264429356e-05
Position 400: 8.266650223708953e-06
Position 404: 7.752363336107193e-06
Position 363: 7.36441698377944e-06
Position 717: 6.947350823343402e-06
Position 453: 5.087099274614133e-06
Position 1092: 4.675382020436332e-06
Position 539: 4.0877016104853e-06
Position 750: 3.0861226583581838e-06
Position 579: 2.5992523261523515e-06
Position 428: 2.5901630967361552e-06
Position 102: 1.8004775040757121e-06
Position 450: 1.7157644863140187e-06
Position 1094: 1.2363324509891535e-06
Position 955: 9.469875326056906e-07
Position 267: 7.544309421674312e-07
Position 521: 7.492161009850589e-07
Position 510: 6.561330251453938e-07
Position 368: 4.987216262193412e-07
Position 354: 4.6138605345631947e-07
Position 421: 3.5261866941000697e-07
Position 252: 1.5375956392590537e-07
Position 153: 1.3076776328903423e-07
Position 618: 8.987957077033545e-08
Position 1029: 8.174456111863415e-08
Position 515: 8.030704350380347e-08
Position 480: 7.453466522460188e-08
Position 1051: 7.21403366534635e-08
Position 704: 4.473152921053513e-08
Position 570: 4.235113143698112e-08
Position 150: 2.977923600901642e-08
Position 624: 2.680384375906635e-08
Position 248: 1.7494125187871274e-08
Position 447: 1.4369030691201268e-08
Position 137: 9.318180476767656e-09
Position 197: 4.02407607888096e-09
Position 233: 3.9713216122536505e-09
Position 156: 3.2387351184859883e-09
Position 183: 2.6767077356055507e-09
Position 213: 6.90969700787009e-11
Position 384: 1.5927118862806298e-13
