Gene = barr
index = 1623
Annotated 5SS: [ 185  959 2569]
Annotated 3SS: [ 353 1017 2640]
SMsplice 5SS: [ 185  542  959 2569]
SMsplice 3SS: [ 316  645 1017 2640]
top_k =  1000
Partition function (log Z): 5.999251031914825

Sorted 5' Splice Sites (High to Low Probability):
Position 2569: 0.9995849746759544
Position 959: 0.9956598648805621
Position 185: 0.7403122383939758
Position 542: 0.5996614031749842
Position 224: 0.09214489184477326
Position 1862: 0.054208552573820214
Position 226: 0.05267959882960669
Position 2187: 0.020635730635510132
Position 1651: 0.01811160678588274
Position 1172: 0.0114815141253297
Position 1351: 0.011145911136780349
Position 235: 0.007923653151684619
Position 92: 0.00737949025281696
Position 2220: 0.005001733177830972
Position 1701: 0.0034094882995244916
Position 869: 0.0027670876456848516
Position 1569: 0.0026041084212974574
Position 1193: 0.0022143820004537503
Position 44: 0.0019744888237233386
Position 1837: 0.0018277757223946183
Position 2974: 0.001799506142078273
Position 1705: 0.0016212841279867726
Position 1897: 0.0014462461430293355
Position 2067: 0.0013482235000120907
Position 2824: 0.0011139572056198608
Position 428: 0.0010269654592640054
Position 1329: 0.0008763787550970493
Position 75: 0.000819053547588852
Position 2680: 0.0007556918197304107
Position 289: 0.0007503767544540155
Position 2029: 0.0006844207631031734
Position 195: 0.0003603878714929606
Position 2804: 0.00032001178248979993
Position 1792: 0.0003152345466365409
Position 1679: 0.00024304279169922645
Position 1267: 0.00019466471880465118
Position 546: 0.00017085048973371127
Position 1745: 0.00015570879639021176
Position 2555: 0.00013737860660760213
Position 1376: 0.00012253310917138404
Position 512: 0.00011920287054007307
Position 689: 0.00011681880816852043
Position 272: 0.00011448676563671284
Position 984: 0.00011325689687110099
Position 1327: 8.738881467802145e-05
Position 1400: 8.401603717545377e-05
Position 78: 7.376649576064674e-05
Position 682: 7.097705011821873e-05
Position 2650: 6.907320891292802e-05
Position 1051: 6.851058951131356e-05
Position 548: 6.371325088904469e-05
Position 98: 5.632826185037062e-05
Position 963: 5.2380390421789275e-05
Position 239: 5.205061906267832e-05
Position 600: 4.237337744361174e-05
Position 2880: 2.5460570202807842e-05
