Gene = Capr
index = 1053
Annotated 5SS: [ 694 1835 2057]
Annotated 3SS: [1651 1889 2135]
SMsplice 5SS: [ 694 1835]
SMsplice 3SS: [1651 2135]
top_k =  1000
Partition function (log Z): -7.102435371307679

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9803082672942531
Position 1835: 0.976196499101
Position 2057: 0.19110375059578455
Position 1191: 0.03217150148060933
Position 2054: 0.022387357536771107
Position 2306: 0.02222931528924617
Position 1480: 0.015039854895938395
Position 2179: 0.014356419181108578
Position 1211: 0.009740683742015244
Position 1577: 0.007820469615393484
Position 1363: 0.0064728250331759175
Position 445: 0.005320478989516898
Position 1550: 0.004224048295480248
Position 3073: 0.003446893656939271
Position 2310: 0.0033335613285890337
Position 2402: 0.0025363676802222634
Position 1280: 0.002214102122986894
Position 1413: 0.0021539198738946596
Position 2021: 0.002124061548098419
Position 2094: 0.0019816075421742758
Position 2857: 0.0017245846255765146
Position 4302: 0.0016023674320431386
Position 1980: 0.0015961232977023405
Position 1136: 0.0013463217610930154
Position 2322: 0.0012405325813438664
Position 951: 0.0010296488482218393
Position 2240: 0.0009685226940779588
Position 4397: 0.000853048199938843
Position 4748: 0.0007239373806697787
Position 2247: 0.0006928087079179362
Position 3545: 0.0006924904511397018
Position 700: 0.0006101548631739571
Position 1368: 0.00046381465507637634
Position 985: 0.00045017103797475254
Position 710: 0.00043897018999042417
Position 1461: 0.00032940857429253605
Position 3884: 0.00031754963072850754
Position 944: 0.00020527649755301076
Position 1334: 0.0001946700394126754
Position 2949: 0.0001896668712794975
Position 440: 0.0001665242560868288
Position 1077: 0.0001609766091055848
Position 2623: 0.00014649429092706168
Position 3502: 0.00013158307774512675
Position 400: 0.00012302122638452957
Position 1764: 0.00011666701847010636
Position 4147: 0.0001007531583387092
Position 3512: 8.795139706309972e-05
Position 698: 8.7781948501292e-05
Position 1616: 8.568082669728954e-05
Position 3983: 8.236417711863378e-05
Position 1843: 8.223053971873374e-05
Position 1273: 7.633211063988273e-05
Position 652: 7.321032848843574e-05
Position 2205: 5.851271268166146e-05
Position 1209: 5.250817693998176e-05
Position 1446: 4.510590199194945e-05
Position 3106: 4.192553900374827e-05
Position 97: 3.9412651197013184e-05
Position 2644: 3.9046718882006324e-05
Position 1307: 3.7106181049981065e-05
Position 907: 3.697324523201042e-05
Position 1224: 2.5926573844545137e-05
Position 2773: 2.549736935541871e-05
Position 1935: 2.511095538751398e-05
Position 4854: 2.3064954294736974e-05
Position 237: 2.2878275664767163e-05
Position 2909: 2.2566551289642595e-05
Position 1019: 2.161112297507153e-05
Position 2760: 2.134413268354103e-05
Position 2980: 2.0391267800380126e-05
Position 2632: 1.9917594710101737e-05
Position 2353: 1.8062703355276386e-05
Position 104: 1.6444820274907416e-05
Position 1963: 1.280590643674803e-05
Position 1346: 1.1022897409231801e-05
Position 600: 8.563585804980194e-06
Position 1357: 7.647471282201615e-06
Position 1953: 7.35942094897502e-06
Position 171: 6.9945900908717445e-06
Position 1265: 6.917301717541019e-06
Position 274: 6.830106749194639e-06
Position 1097: 6.639069315004943e-06
Position 627: 5.568235952366636e-06
Position 769: 5.513212192996995e-06
Position 921: 5.243986037989005e-06
Position 779: 3.6389554096746187e-06
Position 234: 3.5971024411151432e-06
Position 1250: 3.28645782185094e-06
Position 1069: 2.817592760898402e-06
Position 616: 2.6010678561863996e-06
Position 364: 2.3407686039968136e-06
Position 340: 2.0455588136420806e-06
Position 878: 1.6860420227959408e-06
Position 771: 4.4203614278611777e-07
Position 1867: 2.271239235223239e-07
Position 598: 1.1277750694395942e-07
Position 2274: 9.871682939181105e-08
Position 1054: 5.484583849548818e-08
Position 277: 5.36476251005055e-08
Position 463: 5.198655137736866e-08
Position 2260: 4.9027355270625746e-08
Position 481: 4.061355691864096e-08
Position 784: 3.619111959860105e-08
Position 1756: 3.21061373957594e-08
Position 1044: 1.6606457739759133e-08
Position 613: 1.603390732910792e-08
Position 1792: 1.4362678311804676e-08
Position 1056: 1.294002108296379e-08
Position 2135: 6.178574153003135e-09
Position 861: 2.3805677277507117e-09
Position 827: 2.2929177546211984e-09
Position 1092: 5.062078129959463e-10
Position 79: 7.511803971017543e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1651: 0.930015852560364
Position 2135: 0.7547544830875695
Position 1889: 0.24971722766712237
Position 4646: 0.05827140046288429
Position 1001: 0.03083380240190065
Position 4366: 0.029363951723319105
Position 1015: 0.02630258625824392
Position 1681: 0.021248503439764452
Position 843: 0.020898162550638758
Position 2295: 0.017919208616119408
Position 4686: 0.016358700351693907
Position 3012: 0.016347399572442644
Position 4610: 0.014938508654554797
