Gene = LKRSDH
index = 1247
Annotated 5SS: [ 185  450 1368 1812 2451 3785 4021]
Annotated 3SS: [ 305 1190 1432 1875 2628 3843 4082]
SMsplice 5SS: [ 185  450  828 1368 1812 2451 3785 4021]
SMsplice 3SS: [ 305  513 1190 1432 1875 2628 3843 4082]
top_k =  1000
Partition function (log Z): 36.7424775426352

Sorted 5' Splice Sites (High to Low Probability):
Position 4021: 0.9998985840827578
Position 2451: 0.9963655999128026
Position 3785: 0.9961123795762137
Position 1812: 0.9957701453234729
Position 450: 0.9944418181295406
Position 185: 0.9582377146390676
Position 1368: 0.8069937970148404
Position 4455: 0.5242543285112596
Position 828: 0.3479833784273337
Position 605: 0.09640032652654094
Position 629: 0.07608548000885233
Position 591: 0.049246387614105123
Position 2749: 0.048036345381496544
Position 906: 0.047822846714561926
Position 242: 0.04161065982298972
Position 618: 0.039889106867694056
Position 865: 0.030019918177804555
Position 3193: 0.02814735486616547
Position 2788: 0.02468398097422296
Position 3106: 0.017317148140477877
Position 3209: 0.013315207077065705
Position 980: 0.013264181525336849
Position 820: 0.012793540270175895
Position 2775: 0.012710604574171863
Position 2950: 0.01233678620166973
Position 3160: 0.01092446859466231
Position 1263: 0.010908757127873682
Position 2773: 0.01006158432794663
Position 4303: 0.008624139723660733
Position 568: 0.008230979173778385
Position 1089: 0.00822835311345321
Position 3341: 0.007444656095374456
Position 1523: 0.007262422972156697
Position 599: 0.0046548402533197345
Position 613: 0.0040615391258619045
Position 949: 0.003826206348669835
Position 4164: 0.003718686386879464
Position 572: 0.0031602166216465155
Position 4379: 0.00285988751263618
Position 2827: 0.0025621740876757564
Position 3086: 0.002419868480814045
Position 1387: 0.002340021261599148
Position 2871: 0.0022551166356727147
Position 2729: 0.0022533009745209476
Position 1103: 0.002074265141700852
Position 3122: 0.0019768007862803185
Position 1242: 0.001475212219462307
Position 2736: 0.0014621768023258975
Position 3789: 0.0014118537828254334
Position 2134: 0.0013605759901676607
Position 2447: 0.0013236478288212639
Position 2755: 0.0010955822988489483
Position 1930: 0.0010709575156152317
Position 4459: 0.0010288288941603268
Position 408: 0.00094271326117718
Position 1902: 0.0007037531381315495
Position 2839: 0.000686337374661313
Position 4432: 0.0006767770068284175
Position 2246: 0.0006679739931358804
Position 3485: 0.0006659089760443807
Position 2953: 0.0006349705700919218
Position 925: 0.0005903906440391716
Position 3457: 0.0005327609192979324
Position 4648: 0.0004912735084370939
Position 2793: 0.00048810739770452263
Position 3724: 0.0004551234793224515
Position 2902: 0.0004543746950995917
Position 430: 0.0004099866786367494
Position 786: 0.0004053634960427783
Position 4202: 0.0003988404931997778
Position 1020: 0.00038617804116068964
Position 840: 0.0003857254619342527
Position 1059: 0.0003805759563636548
Position 1054: 0.000365298253229743
Position 4277: 0.00036019665525406197
Position 1796: 0.00032389137223936496
Position 735: 0.0003192876670870265
Position 2918: 0.0003002336256594504
Position 2012: 0.0002632183951285718
Position 2989: 0.00025903531920854487
Position 3059: 0.0002512300332190152
Position 2956: 0.00024962454833438906
Position 2517: 0.00021600400540468112
Position 1821: 0.0002158702110927783
Position 4558: 0.00021113274126597213
Position 68: 0.00018801758234749362
Position 414: 0.00017518020538745814
Position 3401: 0.00015424344417941895
Position 597: 0.0001388697670457759
Position 1768: 0.00012383624903759477
Position 1254: 0.00012380655609552966
