Gene = ect
index = 1691
Annotated 5SS: [  435  5630  6019  6395  6941 10265 11176]
Annotated 3SS: [ 5393  5841  6127  6841 10029 10559 11244]
SMsplice 5SS: [  180  5630  6019  6395  6941 10265 11176]
SMsplice 3SS: [ 5393  5865  6127  6841 10029 10559 11244]
top_k =  1000
Partition function (log Z): 13.101638179587912

Sorted 5' Splice Sites (High to Low Probability):
Position 6019: 0.9991495838380914
Position 5630: 0.9958440468843254
Position 11176: 0.9947931335058038
Position 10265: 0.965860559161063
Position 6941: 0.9262989162602314
Position 6395: 0.5573923602131226
Position 180: 0.4839433403737032
Position 435: 0.2618129187432806
Position 227: 0.11454495492706533
Position 193: 0.07124280733825052
Position 6439: 0.04197429515980665
Position 1114: 0.03894854789110662
Position 6701: 0.02838980781209513
Position 1029: 0.028288683310039586
Position 6244: 0.018364117413512664
Position 9267: 0.015463191835887553
Position 15: 0.013608785231300541
Position 2643: 0.011709391169682129
Position 9789: 0.010569437364303868
Position 897: 0.010419044094354608
Position 9821: 0.009982496396105392
Position 355: 0.009596458794246691
Position 10245: 0.00921819665499621
Position 388: 0.008228217354046417
Position 9768: 0.007617697419765446
Position 6430: 0.007502807409993996
Position 6254: 0.007303312208002816
Position 10482: 0.0060693821965724865
Position 5202: 0.005064022747685597
Position 6437: 0.004699254950964156
Position 6455: 0.004352282043560662
Position 9240: 0.0040553251527360515
Position 9125: 0.003862847440710132
Position 8934: 0.003832388392764237
Position 9772: 0.003569318113516816
Position 8710: 0.0034628880086030587
Position 8679: 0.0031381008235900074
Position 2669: 0.003043705389975382
Position 491: 0.002872524747741283
Position 415: 0.0027563089960405463
Position 9516: 0.0027265997941477885
Position 9693: 0.002154295430177885
Position 5764: 0.0021277103995908497
Position 11323: 0.0020848197185863383
Position 9153: 0.0020487344593623216
Position 2162: 0.0018732788082133657
Position 8620: 0.0015601751209297857
Position 1091: 0.0015146221527478482
Position 5634: 0.0015075042565100495
Position 6662: 0.001422004672754515
Position 4037: 0.0013586903442837817
Position 9188: 0.0013075389746691635
Position 697: 0.001283617886889787
Position 1365: 0.001269557097898182
Position 366: 0.001208364715398221
Position 11409: 0.0011892839338159581
Position 6333: 0.0011728812428564999
Position 6406: 0.0010687911333760185
Position 1563: 0.0010424721476497414
Position 11158: 0.001006361814318363
Position 9425: 0.001003280864467126
Position 4353: 0.0010001372662893904
Position 564: 0.0009918085213192543
Position 1483: 0.0008351598950494309
Position 2673: 0.0007444329313600143
Position 9831: 0.0006586560486518793
Position 9776: 0.0006070931529259234
Position 846: 0.0005946850100880158
Position 6220: 0.000561852966317146
Position 6842: 0.0005362442608960079
Position 813: 0.0004925426063540074
Position 10195: 0.00044713733927932833
Position 239: 0.0004227879682153207
Position 32: 0.00042152841108162014
Position 10252: 0.0004195203801343137
Position 6706: 0.0004091155436506426
Position 8972: 0.0003941522239725239
Position 9625: 0.00039251227797924414
Position 2501: 0.0003637388923161443
Position 6607: 0.0003312993243375263
Position 6049: 0.00032936972439846237
Position 1568: 0.0003151785720873094
Position 37: 0.00030732572753200264
Position 468: 0.00030576400713225045
Position 6266: 0.0003040084699447651
Position 9104: 0.00028826483920892755
Position 11290: 0.00024876732914712123
Position 1094: 0.00021305818900015693
Position 8163: 0.0002128172376819755
Position 2920: 0.00020516721692153802
Position 398: 0.0002050144423849729
Position 6337: 0.00020446481484795797
Position 3650: 0.00020070162362100357
Position 3602: 0.00019985798604609054
Position 606: 0.0001907758856753102
Position 5539: 0.00016584815475096648
Position 6446: 0.00015943529140051204
Position 1777: 0.00015330676654386313
Position 3228: 0.0001510308582661355
Position 6464: 0.00014940569516831134
Position 6458: 0.00014802326739986722
Position 10269: 0.00014639270552481846
Position 5424: 0.0001434381173465148
Position 1341: 0.00013810598549097763
Position 319: 0.00013696820368917277
Position 6078: 0.00013564307026840797
Position 619: 0.0001308434520229749
Position 3659: 0.0001300888934205054
Position 1039: 0.00012631095614426335
Position 621: 0.00012409664698765423
Position 5801: 0.00011972929491808044
Position 6443: 0.00011409735409783287
Position 6044: 0.00011312123429208546
Position 11251: 0.00010747160933399106
Position 205: 0.0001019194068946996
Position 3380: 0.00010191156495364736
Position 10382: 9.34537937079512e-05
Position 4165: 8.938205218633386e-05
Position 47: 8.755829008644372e-05
Position 2034: 8.153761226261303e-05
Position 2039: 7.977210310008989e-05
Position 6304: 7.14090594560325e-05
Position 926: 6.881637931329799e-05
Position 944: 6.587582957489888e-05
Position 8292: 6.569821891917765e-05
Position 6655: 6.060596881960711e-05
