Gene = Tet
index = 1551
Annotated 5SS: [  626  9218  9710 15116 27600 82867 86657 86926 87153 87727]
Annotated 3SS: [ 6407  9400 15097 27461 82479 84123 86720 86988 87212 87880]
SMsplice 5SS: [  626  9710 27600 71660 82867 84314 86657 86926 87153 87727]
SMsplice 3SS: [ 9568 27461 71328 82476 84123 85836 86720 86988 87212 87928]
top_k =  1000
Partition function (log Z): -51.60165088356876

Sorted 5' Splice Sites (High to Low Probability):
Position 27600: 0.9999999999991724
Position 9710: 0.9879161162879411
Position 626: 0.8907998843943925
Position 9218: 0.670435948845508
Position 57630: 0.6107397658043068
Position 7164: 0.37069029684948585
Position 104: 0.09078408838732484
Position 6857: 0.06621067304318155
Position 110: 0.04425930485524765
Position 6869: 0.04114777813684693
Position 5978: 0.030302000882486253
Position 6115: 0.02961456399185824
Position 22505: 0.028480947866467755
Position 8067: 0.027388036065049064
Position 9254: 0.027157764756395333
Position 26381: 0.026495737806805426
Position 23405: 0.017503888276509415
Position 6544: 0.015212766461125514
Position 24454: 0.014772609230520688
Position 10165: 0.014479306505457987
Position 24319: 0.013983757850420924
Position 6719: 0.01394623092717099
Position 5961: 0.011869346297761875
Position 22678: 0.010099897328534628
Position 7127: 0.009735234945619814
Position 20223: 0.008426784868545456
Position 5957: 0.00651272849386451
Position 15354: 0.006479769041825405
Position 175: 0.005623902855987611
Position 20519: 0.0050657663007166115
Position 855: 0.004495609315403934
Position 22528: 0.003883874375973286
Position 457: 0.003523270090834566
Position 15282: 0.003386917003315558
Position 15116: 0.0032138194510768006
Position 19704: 0.0029730070913316885
Position 12730: 0.002971612466190367
Position 25576: 0.0027045178168491344
Position 19904: 0.0025908437388082496
Position 4682: 0.0022537822354168164
Position 16526: 0.002237628801465144
Position 3354: 0.002163535007590991
Position 13327: 0.002158140612155161
Position 2111: 0.0020993606214809645
Position 5358: 0.0019353270715945707
Position 633: 0.0019163925043741115
Position 7341: 0.0017457490575701294
Position 630: 0.0016525495579044359
Position 12042: 0.0014103509846576893
Position 98: 0.0014013720459065103
Position 9889: 0.001319264507399011
Position 1501: 0.0013127164728863354
Position 10812: 0.001133809593967057
Position 7043: 0.0010602062674039112
Position 173: 0.0010547735155608466
Position 6: 0.0010118536232847262
Position 8054: 0.0009535672206151873
Position 9880: 0.0009027390352531738
Position 6615: 0.0007510669204982541
Position 179: 0.000742643900327038
Position 13416: 0.0007361224902629155
Position 941: 0.0007129299758960676
Position 3776: 0.0006898088658777122
Position 9762: 0.0006666107126062664
Position 21249: 0.0006551204594730647
Position 20727: 0.000642457224529823
Position 663: 0.0005905574046521796
Position 7219: 0.0005743367435545554
Position 13641: 0.000564897460220072
Position 262: 0.00045958183805586876
Position 9222: 0.0003998888531302471
Position 2104: 0.00037928353484635384
Position 3782: 0.00032572300854058885
Position 6703: 0.0003051935787894313
Position 10583: 0.00028096867141885133
Position 1097: 0.00027263829037840477
Position 3373: 0.00025556190862221107
Position 108: 0.00019999106259813176
Position 6829: 0.00019159364545416805
Position 3639: 0.000186888900216252
Position 12362: 0.00018059375578003965
Position 5524: 0.0001661487693353996
Position 3321: 0.0001412658871428593
Position 1089: 0.00013830748279464384
Position 246: 0.00012163195836529316
Position 5823: 0.0001036890444987662
Position 5316: 0.00010224985418077952
Position 14120: 0.0001021382392833026
Position 1262: 0.00010204561395584751
Position 521: 9.953960839535025e-05
Position 34: 8.552476543032159e-05
Position 357: 8.059755583719436e-05
Position 3648: 8.015204612101425e-05
Position 351: 7.991269187644519e-05
Position 569: 7.775839623604748e-05
Position 255: 7.206592387362204e-05
Position 5268: 7.200286704438444e-05
Position 4634: 6.718932787852371e-05
Position 4074: 6.240304884127872e-05
Position 3786: 6.122774560222906e-05
Position 2132: 5.56946204170296e-05
Position 2039: 5.231463146889954e-05
Position 5475: 5.0154453066997433e-05
Position 3426: 4.8217750964858524e-05
Position 12479: 4.034975587361378e-05
Position 3143: 3.372703050340749e-05
Position 3521: 3.314309687353306e-05
Position 13113: 2.970897523742773e-05
Position 1486: 2.6706312878567735e-05
Position 4320: 2.1182731814562184e-05
Position 218: 1.7342162692774242e-05
Position 79: 1.6350705166440175e-05
Position 599: 1.143229611102099e-05
Position 3368: 8.019582863891103e-06
Position 181: 7.85173708943683e-06
Position 488: 4.774953261207311e-06
Position 212: 4.674666521375508e-06
Position 1496: 4.620705167393188e-06
Position 2768: 4.012626228051337e-06
Position 1311: 3.8421348202916975e-06
Position 10: 3.7098482904292865e-06
Position 951: 3.3695528729752416e-06
Position 23: 2.6141756984703392e-06
Position 4835: 2.5436026093968266e-06
Position 189: 2.5421418861202663e-06
Position 41: 2.3692395367446876e-06
Position 9894: 2.334762037382611e-06
Position 451: 2.2980601605580185e-06
Position 510: 1.6295177784466398e-06
Position 742: 1.3980556595840455e-06
Position 720: 1.316814049706003e-06
Position 396: 1.2613553991822508e-06
Position 330: 1.1915884366868244e-06
Position 387: 1.0516191113003742e-06
Position 483: 8.156612809881191e-07
Position 18: 7.740545402709825e-07
Position 15: 5.702845142060037e-07
Position 375: 4.272515864569996e-07
Position 688: 3.392645145745352e-07
Position 536: 2.5780270223613595e-07
Position 443: 2.3288207377923302e-07
Position 461: 2.24190786311399e-07
Position 21: 1.3944661495086526e-07
Position 467: 1.1604899935220127e-07
Position 739: 1.0629783608756943e-07
Position 766: 5.840540427756794e-08
Position 1335: 4.546788563357052e-08
Position 477: 3.631968719373409e-08
Position 429: 2.7941331894887458e-08
Position 1357: 1.9566640976250705e-08
Position 438: 1.463915054499756e-09
Position 864: 5.45355366822505e-10
Position 1151: 4.790723187952166e-10
Position 33675: 3.0384279402451924e-10
Position 28845: 7.718564400290211e-11
Position 28653: 3.816779357134816e-11
Position 31683: 9.613042408964486e-12
Position 32277: 7.55470875856729e-12
Position 33297: 6.600667551215543e-12
Position 32013: 3.962064756525983e-12
Position 30681: 2.2550391882580577e-12
Position 32473: 1.5711165903795944e-12
Position 1118: 1.045701149998915e-12
Position 27972: 8.145993994321208e-13
Position 30589: 5.758015505819467e-13
Position 29930: 5.097982823265899e-13
Position 27990: 2.306426471489834e-13
Position 31870: 1.5499875915163944e-13
Position 27937: 1.5042442260774304e-13
Position 28922: 1.2252515200313298e-13
Position 31034: 3.8291664428777144e-14
Position 28784: 3.740979171892891e-14
Position 27565: 2.4219054484192303e-14
Position 27801: 4.87400602184932e-16
Position 28087: 2.0897776182120055e-16
Position 30478: 1.402330131665015e-16
Position 27604: 7.58451682950458e-17
Position 27552: 3.614535520699631e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 27461: 0.9999999999999822
Position 57450: 0.9999903829875576
Position 9568: 0.9270936583516469
Position 6407: 0.5474595688857838
Position 7466: 0.43433138233425334
Position 57784: 0.4303808967454251
Position 57811: 0.18035886905888238
Position 22459: 0.0599686078474852
Position 9511: 0.051588902987820075
Position 8212: 0.036456536731722396
Position 8139: 0.031695381964331436
Position 24192: 0.028756367080941602
Position 26210: 0.026495737806806762
Position 8393: 0.02553966385220538
Position 5619: 0.022275449561968693
Position 6943: 0.021952862424193278
Position 7264: 0.02104373734795423
Position 5575: 0.020547774271381228
Position 7219: 0.020383550428162124
Position 5591: 0.018898113007679445
Position 230: 0.018216977282263982
Position 369: 0.015791465832381564
Position 8896: 0.012983062590534597
Position 15097: 0.012182033851625118
Position 8812: 0.011737470259481101
Position 218: 0.010970805907069886
Position 10001: 0.010171058676953823
Position 7657: 0.010074527997804606
Position 8321: 0.009156813043501775
Position 7251: 0.009107540417935323
Position 6604: 0.008942489620327659
Position 8257: 0.007954964100251118
Position 6932: 0.007633508171468584
Position 20141: 0.007133084778480568
Position 4967: 0.007023182796884839
Position 9400: 0.0069834473271447066
Position 19839: 0.005423646130337752
Position 7325: 0.005323333613137645
Position 8700: 0.005140111867124664
Position 6965: 0.004178852688819981
Position 788: 0.003945034175154236
Position 20425: 0.0035266639992519934
Position 13189: 0.0030821418630211095
Position 19497: 0.002973007091331695
Position 7280: 0.002761396398214016
Position 25484: 0.002704517816849584
Position 7660: 0.002651840272661911
Position 6420: 0.002513823473332234
Position 7011: 0.0024249992713648743
Position 12566: 0.0023260824251929574
Position 16280: 0.0022376288014651496
Position 7579: 0.0022313479764317634
Position 4348: 0.0021467394177320377
Position 4432: 0.001902049877520131
Position 5419: 0.001820691273827816
Position 9577: 0.0017883982955848021
Position 4888: 0.0016689691084490182
Position 9762: 0.0016096908227419603
Position 9790: 0.0015584759537602092
Position 10059: 0.0015236379708927887
Position 20576: 0.0012975776840028872
Position 6853: 0.0010071752093254829
Position 308: 0.0010031121715670934
