Gene = mtsh
index = 1805
Annotated 5SS: [ 530  833 2072 2275]
Annotated 3SS: [ 597  948 2127 2553]
SMsplice 5SS: [530 833]
SMsplice 3SS: [ 597 2553]
top_k =  1000
Partition function (log Z): -1.5963821186519502

Sorted 5' Splice Sites (High to Low Probability):
Position 833: 0.9968634089823722
Position 530: 0.9543368269502003
Position 1037: 0.2936090484289532
Position 2275: 0.2511048966308759
Position 2385: 0.05954220639193862
Position 2257: 0.055517330243424416
Position 1620: 0.03614925614178423
Position 2072: 0.03293618409201739
Position 2170: 0.03282103444317654
Position 466: 0.03059537105564133
Position 2709: 0.020606646994482267
Position 119: 0.014626949186472043
Position 2419: 0.012168025490571083
Position 1092: 0.010676550586172995
Position 2391: 0.010078815664311841
Position 117: 0.009898080949174309
Position 86: 0.00973451558103804
Position 1940: 0.007809593820582421
Position 98: 0.007606530039104128
Position 2718: 0.007237842230511024
Position 2281: 0.006405761721793148
Position 2701: 0.004780252605404366
Position 80: 0.004376696604988598
Position 1996: 0.004029172748833956
Position 1755: 0.00281883711958069
Position 337: 0.0022237001687936383
Position 1271: 0.0021100830351308258
Position 1412: 0.0016006496625214988
Position 294: 0.0014351444943229027
Position 33: 0.0012131248511931196
Position 1599: 0.0009947096713183142
Position 1303: 0.0009838070982827695
Position 1159: 0.0008166431210685844
Position 1400: 0.0007275773097921269
Position 889: 0.0005317057259768222
Position 1424: 0.000516139655040126
Position 422: 0.0004489301697945009
Position 2085: 0.00044371334561746947
Position 1558: 0.0004346632083647454
Position 777: 0.0003446707602322042
Position 1199: 0.0003363474800265067
Position 2371: 0.0003301320948438921
Position 383: 0.00029877261001682334
Position 1056: 0.0002720306097825343
Position 2358: 0.00026603900218708545
Position 1680: 0.00026035837305738444
Position 1742: 0.00019225132507053193
Position 1301: 0.0001755076013104836
Position 1945: 0.0001675473308165197
Position 89: 0.0001613555186719499
Position 84: 0.0001611225051755954
Position 1131: 0.0001585713085337443
Position 2002: 0.0001408658886530774
Position 2190: 0.00013667776831528475
Position 510: 0.00011969114366176828
Position 60: 0.00010915772160843318
Position 2127: 9.973418549302418e-05
Position 2056: 9.300271160538161e-05
Position 1982: 9.016009093583009e-05
Position 904: 7.894224370079765e-05
Position 372: 6.914135472253122e-05
Position 171: 6.380667152075611e-05
Position 1844: 6.201403982924318e-05
Position 1283: 5.265501570890778e-05
Position 343: 4.589874838375999e-05
Position 355: 3.795824056197195e-05
Position 893: 2.881979218318711e-05
Position 1777: 2.8818633668908765e-05
Position 1188: 2.758739117145369e-05
Position 2776: 2.7188211018016728e-05
Position 262: 2.2818987263190603e-05
Position 1076: 1.6371067833831105e-05
Position 57: 1.4252070549817114e-05
Position 457: 1.1571324322188944e-05
Position 174: 1.0354242388606692e-05
Position 629: 9.71389281627087e-06
Position 674: 9.211395783067805e-06
Position 552: 8.72277751476742e-06
Position 394: 7.092729076857824e-06
Position 2090: 6.566147107547258e-06
Position 539: 5.505595830427987e-06
Position 1518: 5.463123810649854e-06
Position 765: 4.343980374982077e-06
Position 1238: 4.181131023798931e-06
Position 253: 3.4083307987310565e-06
Position 425: 3.2327067606669435e-06
Position 2007: 2.9091779215756714e-06
Position 188: 2.7523027595013663e-06
Position 8: 2.7085960923568503e-06
Position 534: 2.6307119081358976e-06
Position 1256: 2.107773287017714e-06
Position 891: 2.0895057668746704e-06
Position 1107: 1.7175094422907794e-06
Position 328: 1.5246838860317366e-06
Position 470: 1.2381517031526966e-06
Position 718: 1.2332306818658152e-06
Position 203: 1.14874810207214e-06
Position 574: 7.981475256902073e-07
Position 273: 7.727516370846282e-07
Position 654: 7.064404863660649e-07
Position 1135: 6.350089188193621e-07
Position 757: 6.276506263812316e-07
Position 1348: 6.024091826428426e-07
Position 1002: 1.408626486137651e-07
Position 640: 6.67083910906763e-08
Position 691: 4.163958271140288e-08
Position 912: 2.997438512296143e-08
Position 713: 7.153791600226876e-09
Position 1590: 1.1223689365917726e-09
Position 1010: 9.188382462279874e-10
Position 942: 1.8404219503766631e-10
Position 950: 1.5443693751240912e-10
Position 975: 4.5058876721866124e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.9189502403749373
Position 2553: 0.5935968389327774
Position 948: 0.5475327791172147
Position 1381: 0.11304812301446454
Position 2514: 0.09324625846435342
Position 2223: 0.09115278876824232
Position 2477: 0.0496075875997749
Position 1921: 0.04539597140497714
Position 889: 0.04252262627288947
Position 2127: 0.04103176365737875
Position 209: 0.04070342699670221
Position 674: 0.03408230354114643
Position 2357: 0.03178591017674833
Position 2764: 0.030607793951768148
Position 626: 0.02736177087945554
Position 1965: 0.02639493373017005
Position 2145: 0.023657362729788776
Position 919: 0.023319480470004122
Position 1745: 0.014531049939617086
Position 962: 0.013614112855255935
Position 2167: 0.0134489955989503
Position 902: 0.013103058103119923
Position 1092: 0.009159013386729555
Position 2384: 0.008781736451101488
Position 188: 0.005066854445715507
Position 1715: 0.0043675098407799364
Position 2154: 0.003535247252718093
Position 1867: 0.003498174334549293
Position 510: 0.003329547274204695
Position 2810: 0.00275787585114835
Position 406: 0.0020339209178627314
Position 2646: 0.0016605518261903908
Position 1795: 0.0016592559217970479
Position 1147: 0.0016555453946213163
Position 348: 0.0015959419156363467
Position 1222: 0.0014556089132619573
Position 2952: 0.0013533760489630399
Position 1518: 0.00124825803706744
Position 1330: 0.0009789891770484109
Position 203: 0.0009678256823781174
Position 1526: 0.0009477400882441991
Position 1144: 0.000815960362007792
Position 1993: 0.0007264700463501391
Position 2518: 0.0007216013354084881
Position 1405: 0.0007058234650442425
Position 734: 0.0006828181950804705
Position 1631: 0.0006577077694806859
Position 2076: 0.0006416462709717307
Position 457: 0.000555630496728449
Position 2099: 0.0005381105316509578
Position 995: 0.00045954609673925747
Position 273: 0.00040267133762103335
Position 1074: 0.0003897019856943974
Position 1503: 0.00033725265636405633
Position 1530: 0.0002991986605416533
Position 1021: 0.00029658307991129574
Position 743: 0.00024893804880818696
Position 223: 0.0002466738878883856
Position 1100: 0.00022468371570223426
Position 1640: 0.0001889767607361721
Position 481: 0.00018167187641101839
Position 1096: 0.00014103559627724746
Position 1337: 0.00010713466019843766
Position 529: 9.057516107151003e-05
Position 2867: 8.085470667024234e-05
Position 425: 7.743096547652647e-05
Position 904: 7.641284658688354e-05
Position 691: 7.224333316215739e-05
Position 2050: 7.05543282340041e-05
Position 2274: 6.808166740238832e-05
Position 975: 6.677918577821703e-05
Position 253: 5.78017195127245e-05
Position 710: 5.1094681952811545e-05
Position 363: 4.582260128312478e-05
Position 300: 4.00293761435219e-05
