Gene = brun
index = 1634
Annotated 5SS: [ 593 1421 2323 2626 3237 3778 4034 4285 4553]
Annotated 3SS: [ 655 1474 2381 2679 3292 3839 4092 4344 4617]
SMsplice 5SS: [ 593 1421 2323 2626 3237 3778 4034 4285 4553]
SMsplice 3SS: [ 655 1474 2381 2679 3292 3839 4092 4344 4617]
top_k =  1000
Partition function (log Z): 26.062146407894137

Sorted 5' Splice Sites (High to Low Probability):
Position 3237: 0.9997092160487533
Position 2323: 0.9982622392663458
Position 1421: 0.9869472260129741
Position 3778: 0.9802526642234258
Position 2626: 0.9696363492618626
Position 593: 0.9598272832613157
Position 4553: 0.9322049879812646
Position 4285: 0.8516652500599331
Position 4034: 0.7665835887267444
Position 4012: 0.20472028925317676
Position 3417: 0.04471525266275506
Position 2837: 0.03981272160845516
Position 4289: 0.01765950999721911
Position 4280: 0.017591716478792405
Position 1297: 0.015788923048208475
Position 595: 0.01571817849681525
Position 4930: 0.014928083803755612
Position 2970: 0.014452167494319646
Position 562: 0.013570343656703631
Position 2973: 0.011234708040352464
Position 3776: 0.009769959283472025
Position 1954: 0.008248710575923508
Position 586: 0.007150086475066216
Position 2143: 0.005661698564744643
Position 4868: 0.005550778927801779
Position 2911: 0.005515767665672712
Position 4924: 0.005367771799581225
Position 1114: 0.005343664586300244
Position 4398: 0.005179232535478081
Position 4138: 0.004638108073761557
Position 238: 0.004360450652617562
Position 2490: 0.0038392897545015932
Position 1812: 0.0035447488881073935
Position 1591: 0.0033195074046818997
Position 4251: 0.0024086773712321337
Position 1293: 0.0016552445835670373
Position 517: 0.0015919762179560752
Position 832: 0.0013148740787210296
Position 4906: 0.0013127921381383954
Position 3650: 0.0011240453300058006
Position 2754: 0.0009874131881818364
Position 1633: 0.0009444681062958754
Position 2950: 0.0008456063928741462
Position 2944: 0.0007480429563721605
Position 2913: 0.0007467424788246676
Position 2532: 0.0007121396073977924
Position 198: 0.0006168237235808806
Position 4389: 0.0005447583935129364
Position 1301: 0.00045243569561589236
Position 2439: 0.00044634997166629394
Position 2814: 0.0004186928425074858
Position 3599: 0.00036309563008187976
Position 4318: 0.0003477281671308361
Position 4293: 0.0003392293993848819
Position 390: 0.00033758798872675637
Position 5027: 0.0003372399165372646
Position 2918: 0.00033257487995734086
Position 1083: 0.0003309857739757192
Position 2476: 0.0003196185652840198
Position 4170: 0.0003124552463966316
Position 5031: 0.00030734217618941863
Position 597: 0.0003037397118751517
Position 195: 0.00029751754510923685
Position 852: 0.00029542042815886195
Position 1969: 0.000289025650463702
Position 2926: 0.00027087862094941803
Position 291: 0.00026537338420224257
Position 2947: 0.0002601390482229454
Position 2548: 0.00025414847943679776
Position 3988: 0.0002377017145904174
Position 2115: 0.00023727993786755534
Position 5103: 0.00023046951562328714
Position 2787: 0.00022389943713285322
Position 4885: 0.00022332531929420725
Position 3052: 0.00021787498238478125
Position 4287: 0.0002138438139700938
Position 552: 0.00020857253183108126
Position 571: 0.00020695411931926042
Position 4934: 0.00020345898067223992
Position 5063: 0.00020000833212051447
Position 3782: 0.0001902297459713903
Position 2784: 0.00012784610784965047
Position 3991: 0.0001163655617579915
Position 2084: 9.527450914920429e-05
Position 913: 9.040303172985816e-05
Position 2638: 8.961566111578088e-05
Position 599: 8.799392364812067e-05
Position 4841: 7.81405655905414e-05
Position 935: 7.47183443119646e-05
Position 3006: 7.32063606501725e-05
Position 3482: 6.148616784302625e-05
Position 2097: 6.0933200026427734e-05
Position 4916: 5.938799349644251e-05
Position 812: 5.78375119248624e-05
Position 3740: 5.7323431615565405e-05
Position 3761: 5.3779195347419475e-05
Position 4874: 5.107886743573754e-05
Position 428: 4.787527304227929e-05
Position 2795: 4.5481487383444564e-05
Position 1902: 4.4683917503217586e-05
Position 569: 4.3404171689698963e-05
Position 4977: 4.0124652314160726e-05
Position 4892: 3.569238324599071e-05
Position 1564: 3.336293565837994e-05
Position 2789: 3.166826222789757e-05
Position 1195: 3.0060810725984193e-05
Position 4849: 2.9602851173589516e-05
Position 1315: 2.915453280564726e-05
Position 843: 2.8478850986159023e-05
Position 2421: 2.7628076154365353e-05
Position 2979: 2.756419509171901e-05
Position 502: 2.665972946267037e-05
Position 5008: 2.4070915437490896e-05
Position 3859: 2.3868314598452194e-05
Position 4877: 2.371790097884763e-05
Position 3705: 2.069711410289735e-05
Position 5325: 1.9888313674601074e-05
Position 3661: 1.8902489185259323e-05
Position 4181: 1.8456618899343586e-05
Position 3486: 1.7247429906953826e-05
Position 3591: 1.6257555257414755e-05
Position 2687: 1.6122550129370897e-05
Position 3972: 1.4919764864003028e-05
Position 398: 1.3375867656453983e-05
Position 3501: 1.3289952825550171e-05
Position 5078: 1.3151804836355142e-05
Position 2327: 1.2748347274618014e-05
Position 1425: 1.2266114811388435e-05
Position 2656: 1.2196558435625e-05
Position 3619: 1.1951608624722827e-05
Position 1262: 1.17377241613726e-05
Position 145: 8.5371036763307e-06
Position 137: 8.448929949735835e-06
Position 2172: 8.397780985212513e-06
Position 388: 8.309734752533317e-06
Position 3362: 6.906474145435787e-06
Position 1153: 6.8219310984433e-06
Position 3805: 6.790164931292424e-06
Position 1014: 6.754642509604348e-06
Position 1246: 6.1604523928553786e-06
Position 4330: 5.353628418085019e-06
Position 694: 5.1469497883407355e-06
Position 4266: 4.98215060725558e-06
Position 822: 4.93840153091856e-06
Position 2829: 4.778442686291685e-06
Position 3164: 4.586599247338102e-06
Position 4409: 4.230123991540537e-06
Position 2105: 4.029417598826135e-06
Position 2367: 3.7222004790519856e-06
Position 1544: 3.636805431183557e-06
Position 4233: 3.601791619965019e-06
Position 434: 3.4442578765941448e-06
Position 521: 3.219508243391518e-06
Position 5174: 2.9278535208642585e-06
Position 3446: 2.852959157343337e-06
Position 538: 2.676689319802645e-06
Position 2188: 2.6421112422955175e-06
Position 450: 2.244292175737312e-06
Position 1621: 2.23017268908484e-06
Position 2712: 2.1793978027156472e-06
Position 3261: 2.117298146775887e-06
Position 4244: 1.9505448092418038e-06
Position 3063: 1.9138066078110863e-06
Position 1894: 1.8836374569495836e-06
Position 1266: 1.7476255999537784e-06
Position 4268: 1.7257122764745986e-06
Position 3710: 1.5693826123244312e-06
Position 4074: 1.5317145473495762e-06
Position 3421: 1.4669737647673354e-06
Position 89: 1.4284956810632844e-06
Position 1623: 1.3229826215771084e-06
Position 1170: 1.259980632090965e-06
Position 153: 1.094628205847334e-06
Position 2271: 1.0419037505290172e-06
Position 4187: 1.0065756210718665e-06
Position 1016: 1.003644279980919e-06
Position 304: 9.40166035952709e-07
Position 1338: 9.291085382599236e-07
Position 807: 9.109430978835054e-07
Position 2311: 9.046908417698002e-07
Position 3823: 9.010237778806396e-07
Position 3549: 8.751654382862385e-07
Position 4464: 8.63769373077541e-07
Position 1506: 8.066259391363266e-07
Position 1511: 7.642770979700126e-07
Position 2396: 6.998488032596978e-07
Position 2718: 6.990780285228845e-07
Position 3712: 6.019773521381512e-07
