Gene = Cnb
index = 1082
Annotated 5SS: [ 221 1459 1679 2079]
Annotated 3SS: [ 281 1516 1740 2142]
SMsplice 5SS: [ 221 1459 1679 2079]
SMsplice 3SS: [ 281 1516 1740 2142]
top_k =  1000
Partition function (log Z): 2.9334749315823543

Sorted 5' Splice Sites (High to Low Probability):
Position 2079: 0.9984076301111664
Position 221: 0.9575228503713266
Position 1679: 0.8298870113796505
Position 1459: 0.7311813464387675
Position 1438: 0.09200277231623151
Position 1918: 0.09148377924208724
Position 1635: 0.06325837417319255
Position 620: 0.03185322537291157
Position 2523: 0.019381634735504708
Position 5: 0.014176108723773005
Position 218: 0.011338150415076796
Position 559: 0.009831887310030013
Position 581: 0.005686266085115014
Position 431: 0.0031957520663635965
Position 55: 0.0031648852366523675
Position 624: 0.0020648851612049867
Position 1218: 0.0012393233278548783
Position 2171: 0.0011685737312872473
Position 1892: 0.001020954274586525
Position 1090: 0.0006846666788389619
Position 902: 0.0006551114809429572
Position 1269: 0.0005694808165524662
Position 225: 0.0004895780696082995
Position 438: 0.00032791247944958553
Position 10: 0.0003199569008571439
Position 1156: 0.0002077720460542888
Position 2360: 0.00020410807328809702
Position 2571: 0.00019955717566070053
Position 2259: 0.00017852422674458982
Position 1428: 0.00012641734514903005
Position 2586: 9.899831580722186e-05
Position 943: 9.370624958093959e-05
Position 393: 8.584192694376008e-05
Position 601: 7.959532725208067e-05
Position 86: 7.43272361171615e-05
Position 865: 7.319285946493595e-05
Position 1252: 6.539156752051849e-05
Position 1030: 6.505696286607941e-05
Position 2244: 5.023896572848933e-05
Position 785: 3.619205767608926e-05
Position 2436: 3.5065365620622656e-05
Position 2484: 3.0756180013125406e-05
Position 1813: 2.67401575073706e-05
Position 79: 2.6088800190280036e-05
Position 2220: 2.3252771438720874e-05
Position 2428: 1.86884385153203e-05
Position 1993: 1.824075908927889e-05
Position 444: 1.7701387815366896e-05
Position 8: 1.3200348403089797e-05
Position 844: 6.344567358347478e-06
Position 256: 6.298358638618147e-06
Position 628: 5.546518861390236e-06
Position 2063: 5.2360078795990325e-06
Position 2357: 5.064014247522373e-06
Position 2595: 4.811029434062382e-06
Position 2542: 4.479981513819024e-06
Position 975: 4.093580357016759e-06
Position 1135: 2.975669547168828e-06
Position 1097: 2.212695358877295e-06
Position 710: 2.1226966312475676e-06
Position 236: 1.984364067682455e-06
Position 1729: 1.93929242983989e-06
Position 1836: 1.4398807454645346e-06
Position 1142: 9.344293517964156e-07
Position 198: 8.836395141001482e-07
Position 1059: 8.833295869217023e-07
Position 2001: 8.413477790874415e-07
Position 2185: 8.215692395480753e-07
Position 2514: 7.800610837241952e-07
Position 181: 6.361930024534133e-07
Position 1239: 5.507892244045463e-07
Position 1302: 5.019230880559614e-07
Position 2290: 3.127886586273056e-07
Position 850: 1.0507359237385291e-07
Position 2646: 4.796433657945647e-08
Position 135: 2.60179425235986e-08
Position 1078: 2.0403232915407404e-08
Position 281: 2.7536811633677883e-09
Position 111: 2.1622912454919595e-09
Position 149: 1.6541818280076514e-09
Position 299: 1.6478321404622849e-09
Position 117: 1.2005210525488922e-09
Position 156: 9.243173013304777e-10
Position 2109: 8.03179228437925e-10
Position 801: 1.2535539736366276e-10
Position 2124: 4.6319293904566655e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2142: 0.997537456596443
Position 1740: 0.9890276067494417
Position 281: 0.9063474346079343
Position 1516: 0.6696111834858857
Position 1974: 0.09103571986704494
Position 1523: 0.06569830031534689
Position 717: 0.01624326741922561
Position 980: 0.014718668452329197
Position 1573: 0.013275124009557696
Position 2586: 0.013141914945917885
Position 691: 0.012373803722332094
Position 292: 0.010676164671497663
Position 79: 0.009480331062512374
Position 1316: 0.00733902626716962
Position 498: 0.005905799674302304
Position 1800: 0.005171330098271855
Position 135: 0.00494451688654539
Position 2598: 0.004850517670151357
Position 1233: 0.00378607530402128
Position 265: 0.0033454535363447993
Position 1044: 0.002842794591936853
Position 746: 0.002225175423241987
Position 1980: 0.0019380751100073915
Position 1532: 0.0016388438314320038
Position 2244: 0.0016135178796265065
Position 149: 0.0014643181240271848
Position 1068: 0.0014497390790259978
Position 299: 0.0013826145804562997
Position 1600: 0.001078731382140469
Position 2607: 0.000999667464730869
Position 859: 0.0009924470907840958
Position 1373: 0.0009515656699552497
Position 1376: 0.0008730070138263972
Position 812: 0.0006380497549917803
Position 1268: 0.0005985216800749062
Position 1603: 0.0005689708651062883
Position 2649: 0.0005493211837457886
Position 111: 0.0005381954181216552
Position 1065: 0.000525263377398807
Position 91: 0.0004960839316193392
Position 2297: 0.00046513189987608324
