Gene = sau
index = 1865
Annotated 5SS: [ 940 3052 3234 3472]
Annotated 3SS: [2923 3114 3295 3535]
SMsplice 5SS: [ 940 3052 3472]
SMsplice 3SS: [2923 3114 3535]
top_k =  1000
Partition function (log Z): 2.5816413258461557

Sorted 5' Splice Sites (High to Low Probability):
Position 3052: 0.9966301516379451
Position 940: 0.9758617663916461
Position 3472: 0.9693635941944981
Position 2670: 0.4125062620249235
Position 3234: 0.40891715209775
Position 37: 0.32080052495041833
Position 2193: 0.09590416789681191
Position 1715: 0.0909067069112175
Position 3909: 0.07586150872773934
Position 2468: 0.06582014318322946
Position 2415: 0.05192519724198408
Position 4142: 0.04112716459852406
Position 2781: 0.0380090728870642
Position 1149: 0.03487203480169238
Position 101: 0.01775368850197194
Position 2762: 0.016729120844254843
Position 426: 0.01551414935185365
Position 4206: 0.015499208469323688
Position 791: 0.013636831805945002
Position 2477: 0.011802758476662706
Position 2702: 0.01092909515378431
Position 1377: 0.008595675892016529
Position 2189: 0.007598812259048068
Position 1426: 0.0056847867078896035
Position 21: 0.005143926036349613
Position 1304: 0.0045271786226699084
Position 4266: 0.004022095403623125
Position 3689: 0.0038725242314064205
Position 944: 0.0037136307326309033
Position 3265: 0.0035561865174297876
Position 3754: 0.0034706172288889977
Position 3238: 0.0032906790544702355
Position 2037: 0.00297320447928936
Position 1701: 0.0026448704037024128
Position 3206: 0.002526253749598039
Position 1439: 0.0024680279890276634
Position 748: 0.0024189449533324973
Position 2406: 0.0019551013501966944
Position 107: 0.0016972522806879835
Position 2110: 0.0016902093419161337
Position 3559: 0.0015559410751250717
Position 2772: 0.001333511543259234
Position 2785: 0.0013112681646628667
Position 1719: 0.0013089915313966203
Position 3974: 0.0011295398836959208
Position 2223: 0.0011078745425506548
Position 2127: 0.001033400287890771
Position 1672: 0.0010265711878128443
Position 3463: 0.0009480105040789776
Position 1832: 0.0008621454704767771
Position 3761: 0.0008017975200111913
Position 3231: 0.0007356703469231363
Position 3056: 0.0007198842517375897
Position 192: 0.0006848641721004006
Position 280: 0.0006835650650166462
Position 3524: 0.0006501165278193835
Position 3476: 0.0006160226799708081
Position 3045: 0.0004618009048938447
Position 779: 0.00045948422941049
Position 2455: 0.00043256114638615573
Position 1125: 0.000428623348385047
Position 470: 0.0004056870132706974
Position 1358: 0.00033984715569138746
Position 430: 0.0003289695327498001
Position 210: 0.0003266944555300702
Position 1454: 0.00031269145945686104
Position 1475: 0.00029020082811104215
Position 1759: 0.0002796372785466142
Position 4669: 0.0002476592305600925
Position 166: 0.00021445618638241189
Position 3039: 0.00021044922409378043
Position 329: 0.00017394601454132611
Position 1698: 0.00017357864913794955
Position 3674: 0.00014634595978122846
Position 4168: 0.00014325890934449166
Position 3236: 9.44165309209647e-05
Position 2117: 8.278535293453911e-05
Position 2409: 8.099629237226775e-05
Position 3772: 7.235679976017937e-05
Position 910: 7.100557840584037e-05
Position 3377: 6.919611797366617e-05
Position 760: 5.683684318283489e-05
Position 1603: 3.9212671539899186e-05
Position 417: 3.797959872865617e-05
Position 218: 3.3728250332692604e-05
Position 3296: 3.103882298848531e-05
Position 3340: 2.6628129952650044e-05
Position 4675: 2.5545116072320883e-05
Position 419: 2.546302075857512e-05
Position 392: 2.2828152851076857e-05
Position 3763: 2.1425093170143298e-05
Position 1486: 1.4599684809415018e-05
Position 652: 1.3645899112407394e-05
Position 3036: 1.2811344861381945e-05
Position 205: 1.03692916583324e-05
Position 1182: 1.0103781628694741e-05
Position 3152: 9.848720588378802e-06
Position 182: 9.501400630016594e-06
Position 795: 7.674996438629103e-06
Position 1371: 7.0698723166162925e-06
Position 1128: 5.9619573746184344e-06
Position 432: 4.979880247486958e-06
Position 3629: 4.271064366702688e-06
Position 1339: 3.4843570198513038e-06
Position 3000: 2.750616908786637e-06
Position 3445: 2.6182660599518044e-06
Position 312: 2.4078193340679825e-06
Position 509: 2.3601681568417656e-06
Position 3724: 1.9603013688979104e-06
Position 474: 1.899720345849744e-06
Position 946: 1.8914343520439342e-06
Position 1165: 1.700802936215512e-06
Position 121: 1.4842288947444794e-06
Position 149: 1.4505348743163177e-06
Position 434: 7.798218825661419e-07
Position 1738: 5.923655836508625e-07
Position 3005: 2.8625500562451925e-07
Position 3274: 2.5240925745675063e-07
Position 1095: 2.491671626893136e-07
Position 989: 2.449803045929337e-07
Position 1190: 1.6185310727160032e-07
Position 3367: 7.251306746419277e-08
Position 4242: 4.614955422983964e-08
Position 4382: 4.294569370055749e-08
Position 3286: 9.969995784011492e-09
Position 1245: 5.877676456436983e-09
Position 1360: 5.566825986158772e-09
Position 3448: 5.273569413349506e-09
Position 341: 2.4821649110251045e-09
Position 566: 1.5668113081096544e-09
Position 346: 5.030484358022213e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3114: 0.9801829113507694
Position 3535: 0.8803952981153662
Position 2923: 0.8129143056647945
Position 3295: 0.4272188499312482
Position 1958: 0.2988234913776384
Position 130: 0.2941863622997682
Position 2570: 0.24585128007796456
Position 2865: 0.16876512345648836
Position 2538: 0.060810066349539706
Position 4257: 0.04879700059279522
Position 3974: 0.044080304402932466
Position 1245: 0.042249638337680896
Position 165: 0.039239548999979855
Position 4420: 0.039062463084573534
Position 1007: 0.03719104806841861
Position 3577: 0.03618293765625534
Position 2253: 0.034100732710266694
Position 3559: 0.03192497070512091
Position 1485: 0.024900483352978824
Position 1198: 0.02308348744666434
Position 1610: 0.021033146230782198
Position 1569: 0.017481915582493953
Position 3898: 0.01731769934095996
Position 4465: 0.015216590771563556
Position 1894: 0.012578400764386502
Position 846: 0.012189032041361254
Position 1857: 0.010765206840768834
Position 1236: 0.010206473951018312
Position 1525: 0.0070672556368226065
Position 550: 0.005836031607664552
Position 1223: 0.00543951416185812
Position 2904: 0.00503483551895621
Position 1743: 0.005004234064418137
Position 1406: 0.003321458112691074
Position 1714: 0.003098385590184499
Position 1548: 0.0029479982572867443
Position 1358: 0.002849331113978551
Position 262: 0.002826414123001045
Position 3542: 0.0026368918806801097
Position 1281: 0.0025857568308282138
Position 2223: 0.002516857659801143
Position 99: 0.002422287742333681
Position 139: 0.0023320461962544024
Position 3142: 0.0020988615223581403
Position 502: 0.0017749930275278668
Position 1803: 0.001716241034987484
Position 3139: 0.0017034944331078541
Position 3992: 0.0016252926652442312
Position 4142: 0.0015745827828420999
Position 2877: 0.0014625270431939635
Position 4382: 0.0014617362592594528
Position 312: 0.00128905493117372
Position 852: 0.0011856642960691689
Position 1095: 0.001160703707912084
Position 4166: 0.0010823719524471467
Position 2444: 0.0010090690392478626
Position 1475: 0.0008684531425484058
Position 3624: 0.0008316986928950937
Position 2803: 0.00082978634130517
Position 4709: 0.0007805971070325103
Position 1117: 0.0007614531845315628
Position 855: 0.0007471384031950927
Position 2161: 0.0006943311909917984
Position 2592: 0.0006726979577522846
Position 825: 0.0006304155546725692
Position 4225: 0.0005449881085587125
Position 3375: 0.0005421363378571597
Position 142: 0.0005051344493976269
Position 4719: 0.00034677624048642155
Position 2016: 0.000317800672589904
Position 2958: 0.00029727673289929243
Position 1165: 0.0002731527726841783
Position 280: 0.00025881757899902353
Position 1376: 0.0002577819823402882
Position 3852: 0.0002503529327190491
Position 4504: 0.00023852346875106935
Position 241: 0.00023172682399757115
Position 3818: 0.00020595766678419
Position 2890: 0.00019432524627763882
Position 3184: 0.00017858056072473516
Position 2984: 0.00016641977743021835
Position 1454: 0.00016614021121833113
Position 182: 0.00014313275876450012
Position 3265: 0.00013648158185101218
Position 3245: 0.000107815810537401
Position 1580: 0.00010354766154477579
Position 353: 8.755362484793111e-05
Position 1254: 8.438465568453772e-05
Position 2542: 6.154513633805557e-05
Position 79: 5.5768706655787256e-05
Position 1540: 4.8727457297106726e-05
