Gene = Smg5
index = 1507
Annotated 5SS: [ 455  881 2587 4030 4519]
Annotated 3SS: [ 729  943 2679 4359 4597]
SMsplice 5SS: [ 636  881 2587 4030 4519]
SMsplice 3SS: [ 729  943 2679 4359 4597]
top_k =  1000
Partition function (log Z): 10.322390123565633

Sorted 5' Splice Sites (High to Low Probability):
Position 2587: 0.9980785700037605
Position 4519: 0.9980680612192572
Position 4030: 0.9640528912917694
Position 881: 0.9177179545114936
Position 636: 0.3583990619851617
Position 264: 0.2627461964128651
Position 282: 0.2078770035829601
Position 3201: 0.08210091156627354
Position 1101: 0.0760734861245753
Position 864: 0.04182273595057282
Position 2173: 0.041262109123627516
Position 894: 0.03828312431166864
Position 2969: 0.03542551012514714
Position 2862: 0.0233380837680965
Position 649: 0.02169268264589812
Position 557: 0.019371808269109975
Position 679: 0.019155923878571207
Position 512: 0.012146259879419195
Position 4227: 0.01026280473602434
Position 1089: 0.010074780940803545
Position 999: 0.009901755123179168
Position 2163: 0.00924208960158772
Position 1585: 0.00901696056927471
Position 3165: 0.008420550725633457
Position 212: 0.007435790025459996
Position 457: 0.007151414007614721
Position 453: 0.0063088856970699835
Position 4050: 0.005936057599464525
Position 4783: 0.0057398998973744765
Position 1110: 0.005727336490270461
Position 660: 0.005636120403323435
Position 4924: 0.005176662962325721
Position 455: 0.005016703473188119
Position 3231: 0.004846473887135602
Position 1295: 0.004597735468501215
Position 670: 0.003977612219314014
Position 4864: 0.003754716080481962
Position 2802: 0.003359887246702332
Position 3990: 0.0033158786784646117
Position 5432: 0.0024636978892143982
Position 2087: 0.0022562820737073263
Position 640: 0.002176321454043045
Position 4073: 0.0021550680369045454
Position 5618: 0.0020958216187425423
Position 604: 0.0020875538561539145
Position 4274: 0.002073917669649911
Position 886: 0.0017466011992244292
Position 1256: 0.0017060612403205268
Position 2955: 0.0016721303534944208
Position 2302: 0.001650582346414098
Position 333: 0.0012593857212996656
Position 447: 0.0012544822302431543
Position 3364: 0.0011424066910254212
Position 4176: 0.0010471977828837367
Position 5232: 0.001042684615451189
Position 2121: 0.0010296980769081221
Position 3205: 0.0009071315002343526
Position 4701: 0.0008885659849186409
Position 3221: 0.0008695990681879711
Position 185: 0.000845340249498013
Position 5625: 0.0007196676269756486
Position 5291: 0.0006928405907765079
Position 5032: 0.0006506519514930078
Position 1526: 0.000599352554259037
Position 5142: 0.0005841286264731181
Position 1085: 0.0005834828860833061
Position 1968: 0.0005826443063605577
Position 2994: 0.000527929269302972
Position 5446: 0.000525774929446621
Position 161: 0.0004668138727067596
Position 4523: 0.000455097408289425
Position 3104: 0.0004534120312647954
Position 506: 0.00043847920223086045
Position 672: 0.00042780071060788806
Position 371: 0.0003431223972898538
Position 995: 0.00031828235955949126
Position 1723: 0.0002999481980927646
Position 5383: 0.00027481655259522516
Position 1933: 0.0002561969102395739
Position 2925: 0.0002465492497491214
Position 1637: 0.00022396640591748325
Position 169: 0.00021846155161958975
Position 2141: 0.00021462946231937192
Position 289: 0.00021398296154042046
Position 3216: 0.00019145144482508395
Position 3353: 0.0001759858306170589
Position 188: 0.0001720853734628717
Position 4054: 0.00016632386105225252
Position 1580: 0.00015794387218646223
Position 2789: 0.0001277130417963958
Position 2118: 0.00012762413044260933
Position 4480: 0.00012060386063504413
Position 5147: 0.00011184945156695868
Position 3876: 0.00011051733200925457
Position 2744: 0.00011021210985689723
Position 2787: 0.00010999232821576906
Position 4066: 0.00010927154543082514
Position 2129: 0.00010784023744917626
Position 1123: 0.00010748656698791405
Position 3841: 9.877438026919055e-05
Position 5456: 8.90542533086552e-05
Position 2763: 8.687337977182277e-05
Position 4159: 8.195786070902086e-05
Position 1149: 8.167026434661023e-05
Position 1407: 7.864050812902042e-05
Position 712: 7.794562673275407e-05
Position 1396: 7.184284355955513e-05
Position 4189: 7.082383577980091e-05
Position 4034: 6.94875701823758e-05
Position 1518: 6.855193290572163e-05
Position 3378: 6.705378979569024e-05
Position 3336: 6.619014065000934e-05
Position 4974: 6.581267371126444e-05
Position 3921: 6.127993347322388e-05
Position 4850: 5.995428943828417e-05
Position 510: 5.6379307117333894e-05
Position 4279: 5.4937756349640477e-05
Position 399: 4.9318191595526206e-05
Position 3514: 4.7658711515333634e-05
Position 3613: 4.517823158801634e-05
Position 642: 4.516922303276297e-05
Position 2742: 4.0858890698402045e-05
Position 586: 4.056961325975787e-05
Position 504: 3.9038623142753226e-05
Position 1172: 3.8604525065829986e-05
Position 1136: 3.74186446134906e-05
Position 4564: 3.041426835952137e-05
Position 719: 2.9985397750957755e-05
Position 3918: 2.9739372088953596e-05
Position 2739: 2.953410386355124e-05
Position 2108: 2.9116643364753887e-05
Position 461: 2.8441136249920804e-05
Position 1409: 2.5288407367444254e-05
Position 4004: 2.407788734211333e-05
Position 5595: 2.3637780497495834e-05
Position 1386: 2.265698231479919e-05
Position 990: 2.1052468289643466e-05
Position 4672: 2.0750053521407378e-05
Position 3978: 1.904563645518043e-05
Position 3517: 1.7776167118237086e-05
Position 3004: 1.6877672204331766e-05
Position 2910: 1.680478334825761e-05
Position 1047: 1.619119734126389e-05
Position 299: 1.4712455350101144e-05
Position 888: 1.4579765932684615e-05
Position 5237: 1.4146580568184037e-05
Position 5145: 1.3857781610698928e-05
Position 4566: 1.3767713460544254e-05
Position 523: 1.3050199685637456e-05
Position 516: 1.3023772842064026e-05
Position 2766: 1.27297571554865e-05
Position 3839: 1.127282171534398e-05
Position 3942: 9.517266281082247e-06
Position 92: 9.347910912793083e-06
Position 459: 8.817186983589528e-06
Position 2591: 8.293188107881748e-06
Position 3983: 8.089670812931273e-06
Position 4943: 7.811053521954159e-06
Position 4707: 7.594611158246161e-06
Position 5481: 7.369233110342364e-06
Position 4693: 6.836230607445544e-06
Position 1647: 5.990652362606732e-06
Position 907: 5.804472366315093e-06
Position 3936: 5.501092856667364e-06
Position 3939: 5.428116200508217e-06
Position 2730: 4.77019120537896e-06
Position 5453: 4.312571205292004e-06
Position 68: 4.249257003536727e-06
Position 5041: 4.188795801293066e-06
Position 5542: 3.9468282302063425e-06
Position 3664: 3.894014404849331e-06
Position 2734: 3.857412337855079e-06
Position 1447: 3.775505963355515e-06
Position 2630: 3.349578967935093e-06
Position 2843: 3.108336848310458e-06
Position 5755: 5.661274762641433e-07
Position 747: 3.6738681724233925e-07
Position 3108: 3.1586433635421147e-07
Position 1649: 1.6412464640918093e-07
Position 788: 5.828919463725546e-08
Position 3334: 4.171296650767053e-08
Position 4571: 3.824681922568772e-08
Position 900: 2.3719735442938183e-08
Position 729: 1.9946278599642084e-08
Position 5114: 1.8711768178703565e-08
Position 2423: 1.6454767768117534e-08
Position 1771: 1.4035867706386738e-08
Position 4401: 1.2550750022590508e-08
Position 898: 1.20481230355618e-08
Position 4433: 1.1737418302732165e-08
Position 4932: 1.0310285898408312e-08
Position 1010: 9.682619554117321e-09
Position 1115: 9.530460371711887e-09
Position 1055: 8.495690465205927e-09
Position 1840: 8.41801282828392e-09
Position 2342: 7.104673917677546e-09
Position 4569: 6.506526673066743e-09
Position 1321: 3.634079787550811e-09
Position 4574: 3.002417006089388e-09
Position 2310: 2.8290600319117663e-09
Position 2192: 2.5781881576373367e-09
Position 4459: 2.4363985822449672e-09
Position 1992: 2.1038779038217735e-09
Position 4696: 1.2525486536683555e-09
Position 5184: 2.6233976389793355e-10
Position 4417: 2.389234907568371e-10
Position 4601: 9.909859813288934e-11
Position 2028: 1.4780209113469532e-11
Position 1812: 9.620792468742596e-12
Position 817: 5.5620484856970605e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4359: 0.9880171708976848
Position 943: 0.9717250595414316
Position 729: 0.9262914073572058
Position 4597: 0.9255962349469545
Position 2679: 0.756984157288106
Position 2689: 0.2285069281009383
Position 3290: 0.06939743964352388
Position 1321: 0.05935380813765919
Position 2227: 0.05473218591172187
Position 4632: 0.05245188618664311
Position 2530: 0.04608040380539131
Position 3028: 0.033524967355314836
Position 5329: 0.011356200077703323
Position 3407: 0.011050689760239419
Position 5550: 0.010183116936982688
Position 2219: 0.010118892887775387
Position 3791: 0.010032450118482611
Position 3272: 0.008826501148503352
Position 1476: 0.008586034969972824
Position 5525: 0.008292818912726074
Position 351: 0.006249375437851173
Position 4101: 0.006167576251981455
