Gene = shd
index = 1871
Annotated 5SS: [ 473 5270 6055 6298 6595 6939]
Annotated 3SS: [4974 5459 6119 6354 6722 7014]
SMsplice 5SS: [ 473 4333 5270 6055 6298 6595 6939]
SMsplice 3SS: [4124 4388 5459 6119 6354 6722 7014]
top_k =  1000
Partition function (log Z): 19.549329373122106

Sorted 5' Splice Sites (High to Low Probability):
Position 6595: 0.9996219221931179
Position 6939: 0.9992722941579957
Position 6298: 0.9907834863632872
Position 473: 0.9746661584291375
Position 4333: 0.9366796922473783
Position 5270: 0.8821214065165034
Position 6055: 0.5656257296978816
Position 6059: 0.32209598004721607
Position 2549: 0.14194815375902672
Position 5260: 0.10369023638357248
Position 7181: 0.07274393711361213
Position 6070: 0.061626051903974126
Position 4055: 0.043347282302039845
Position 108: 0.04003015912777779
Position 3672: 0.02720707163745337
Position 7386: 0.02304661483704507
Position 7391: 0.015559918084171622
Position 3441: 0.013520698470355355
Position 4080: 0.01075892041081198
Position 1186: 0.010480996729904796
Position 3676: 0.009960752269443172
Position 105: 0.009055843234811947
Position 4337: 0.008855332355922344
Position 5988: 0.008518191696372903
Position 125: 0.007437892460487135
Position 3434: 0.007234001978471446
Position 5403: 0.006983216296661504
Position 3474: 0.0067658503967558455
Position 2312: 0.006118435424131586
Position 5753: 0.005544476997091407
Position 5235: 0.005512326311940006
Position 7132: 0.005173575379214623
Position 816: 0.0040371462137239085
Position 1211: 0.003939172370215194
Position 2248: 0.003918099666413626
Position 3051: 0.0037324617842522784
Position 2749: 0.0035594629143127212
Position 2719: 0.003158444850845073
Position 3683: 0.0030741056846838033
Position 5552: 0.003017863893246697
Position 6309: 0.0030165548591021313
Position 2681: 0.002994359045213049
Position 5560: 0.0028716469094782872
Position 1230: 0.0026508419219709316
Position 5393: 0.002301133370817931
Position 2815: 0.001984238332134159
Position 150: 0.0017915786842895346
Position 477: 0.0016423986435466986
Position 7222: 0.0014266386310660024
Position 4950: 0.0013611814029205773
Position 4649: 0.0013223559343109525
Position 312: 0.0012897459792599766
Position 5651: 0.0012578307615424235
Position 4599: 0.0011621851311212532
Position 2329: 0.0011579889979566028
Position 7403: 0.0009379549736967454
Position 3634: 0.0008887469318594308
Position 7160: 0.0008794497572225666
Position 4984: 0.0008142232522604258
Position 1825: 0.0006963549966894307
Position 3829: 0.0006152015601410913
Position 7233: 0.0006129814034148544
Position 6016: 0.0005452442705325834
Position 5642: 0.0005060189155146553
Position 82: 0.0004857990500828461
Position 6258: 0.00046361810128380156
Position 7117: 0.0004559080679764132
Position 4503: 0.00041750065883428824
Position 4670: 0.0004126864428456509
Position 2802: 0.0004096984285938983
Position 5640: 0.0004044981824665767
Position 7033: 0.0003518905238244377
Position 94: 0.000328595519445458
Position 2733: 0.00032546749664029835
Position 5407: 0.0002870883983934098
Position 205: 0.0002505973772145281
Position 5807: 0.00023013614204395996
Position 5294: 0.00022842744936178263
Position 6302: 0.0002135457314588171
Position 5285: 0.00021023689570425508
Position 4672: 0.00020261859813103082
Position 7097: 0.0001813974220731648
Position 2703: 0.00017126180289817432
Position 2848: 0.00016845753147172297
Position 470: 0.0001487376298831266
Position 808: 0.00014688784946195136
Position 2928: 0.00014488861135585252
Position 6943: 0.00014289644807821922
Position 5608: 0.0001340367241784672
Position 754: 0.00012936545335282584
Position 5603: 0.00012525472511032483
Position 4760: 0.00011940574377409694
Position 324: 0.00011868318183311455
Position 937: 0.00010821929322928021
Position 5416: 0.00010678641576927374
Position 5869: 8.852886062875028e-05
Position 1807: 8.224298137498959e-05
Position 224: 8.102029595865063e-05
Position 141: 7.118108608358699e-05
Position 5982: 6.920952510556138e-05
Position 1756: 6.326513523496716e-05
