Gene = DIP-theta
index = 1124
Annotated 5SS: [  166  6951 13105 16706 18043 18274 21827 22905 23907 25633 26191 26524]
Annotated 3SS: [ 6379 13029 16607 17896 18211 21667 22775 23771 25482 26103 26247 31442]
SMsplice 5SS: [  170  6951 16706 17193 17834 18043 18274 21827 22905 23907 25633 26191
 26524]
SMsplice 3SS: [ 6379 16607 17103 17247 17896 18211 21172 22775 22960 25482 26103 26247
 31442]
top_k =  1000
Partition function (log Z): 9.682484218112883

Sorted 5' Splice Sites (High to Low Probability):
Position 23907: 0.9836420138178099
Position 16706: 0.974526346687996
Position 22905: 0.9454598992706179
Position 21827: 0.9429634739752327
Position 26191: 0.9380622424813515
Position 17834: 0.9340660690867939
Position 6951: 0.8754063518190942
Position 18274: 0.8380686823316577
Position 18043: 0.8261243382668982
Position 26524: 0.7877883303879417
Position 25633: 0.7616062233628517
Position 17193: 0.6530956829070264
Position 170: 0.5449817905519825
Position 19460: 0.4860272995173342
Position 16503: 0.48455967802535166
Position 17354: 0.4451602306561023
Position 18717: 0.4112180512751765
Position 166: 0.3582943023227785
Position 13105: 0.1720155895852905
Position 6223: 0.1541152428963458
Position 23355: 0.149095581926515
Position 23453: 0.14153584070491956
Position 17505: 0.1191492964606861
Position 17397: 0.09780298718233038
Position 21019: 0.0970197804560802
Position 20034: 0.0843603078331189
Position 18557: 0.07715202540754804
Position 527: 0.07206467939874718
Position 19096: 0.06947269347743017
Position 15169: 0.06625623758579886
Position 4018: 0.06204397427461067
Position 19386: 0.05722140518614461
Position 18106: 0.04103154679968902
Position 26196: 0.038684441555380665
Position 6219: 0.032958446533893175
Position 22683: 0.03264476871655289
Position 31341: 0.024303887378028258
Position 25891: 0.02352285350808792
Position 27563: 0.020201716415092042
Position 17579: 0.019606232605603815
Position 25948: 0.018647800721396546
Position 19380: 0.015184244315598125
Position 23419: 0.014865495934094601
Position 18548: 0.014674904506717724
Position 25856: 0.012785385946041559
Position 26940: 0.011206528646774344
Position 17024: 0.01119808633023234
Position 18299: 0.011180177650779577
Position 25321: 0.010646579113235544
Position 893: 0.010594367756222535
Position 19642: 0.009375296851669572
Position 472: 0.009042981899169576
Position 22732: 0.008896211930084828
Position 252: 0.008131910682776725
Position 18048: 0.007908949239428672
Position 1489: 0.007887130346594632
Position 31673: 0.007868585070295867
Position 26905: 0.006794509155418397
Position 16652: 0.00633387775121665
Position 781: 0.006178087416902476
Position 26634: 0.005879963713472921
Position 25973: 0.005570176285104113
Position 7417: 0.005397674641466403
Position 19415: 0.005143023653740671
Position 3666: 0.004922604043407372
Position 17616: 0.004866349666950364
Position 27826: 0.004302676885749808
Position 21023: 0.004135972031871075
Position 19435: 0.004129839383132966
Position 2364: 0.003945928182590679
Position 18294: 0.0038862578382671195
Position 311: 0.0038822355558846442
Position 25938: 0.003738190001821299
Position 25982: 0.003643381503126733
Position 7543: 0.003550781572439646
Position 25823: 0.0034338327591922776
Position 27170: 0.0033970068864076913
Position 2050: 0.0032043491963179376
Position 16014: 0.0031425686395184786
Position 7491: 0.00313760422730256
Position 29464: 0.0029722267866964464
Position 17060: 0.0029685581624346946
Position 28937: 0.0028806115610139223
Position 22309: 0.002774554995965692
Position 16178: 0.002690646761940659
Position 25874: 0.00258873847281331
Position 10618: 0.0025684959181358283
Position 18020: 0.002413202001759681
Position 18964: 0.0023566342934677686
Position 15858: 0.0022047494685936133
Position 18015: 0.0019942328951424878
Position 3639: 0.0019634585304499374
Position 21984: 0.0019384518246153724
Position 17737: 0.0019155025373279028
Position 7426: 0.0018261399409032581
Position 18103: 0.0018161780417943582
Position 19546: 0.0017986016244245166
Position 16675: 0.001687817899740292
Position 2537: 0.001627259839857339
Position 17487: 0.0016061917613518983
Position 18212: 0.0015925551343272868
Position 27885: 0.0015718156963007608
Position 524: 0.0014932182300698836
Position 21709: 0.0013877064040964265
Position 31700: 0.0013517732649856418
Position 19267: 0.0012941748307192334
Position 17595: 0.0012454449191477868
Position 18892: 0.0012111643139777822
Position 22573: 0.0011832008921653875
Position 862: 0.0011245947083742172
Position 26180: 0.0010865965632109174
Position 11571: 0.0010818992387968383
Position 3063: 0.001078571819532408
Position 797: 0.0010772419553322623
