Gene = Unr
index = 1585
Annotated 5SS: [4189 4874 5343 6136 6360 6591 7598 7832]
Annotated 3SS: [4325 4947 5408 6205 6420 6649 7653 7895]
SMsplice 5SS: [  49 4874 5343 5617 6136 6360 6591 7598 7832]
SMsplice 3SS: [4325 4947 5408 5691 6205 6420 6649 7653 7895]
top_k =  1000
Partition function (log Z): 27.737662169111566

Sorted 5' Splice Sites (High to Low Probability):
Position 7832: 0.9988598369465453
Position 6360: 0.9985748811008435
Position 7598: 0.9981724779059612
Position 6591: 0.9981528454461335
Position 5343: 0.9976758512483153
Position 6136: 0.9968772749580578
Position 4874: 0.9862131213451992
Position 49: 0.9595443333523415
Position 5617: 0.8932707631888499
Position 4189: 0.5502149226566879
Position 5779: 0.0810709379509874
Position 8756: 0.07816770257308016
Position 8772: 0.07687738973378293
Position 3112: 0.06723700090196907
Position 3122: 0.05679473133952364
Position 7467: 0.05186401205101727
Position 4681: 0.05181996927307221
Position 8020: 0.042422832288465585
Position 8344: 0.04179747404303474
Position 5219: 0.018128456065542357
Position 7992: 0.01763049872564139
Position 4697: 0.016484762978585445
Position 9487: 0.01002143949925827
Position 5809: 0.009960406100782162
Position 350: 0.008995917205736031
Position 6959: 0.008041484713230344
Position 8801: 0.00790483836797681
Position 5906: 0.007229720973610847
Position 1610: 0.006743474311055061
Position 6481: 0.006086975056800419
Position 1842: 0.0058183113096765245
Position 8106: 0.005699773930027029
Position 1876: 0.004879824803684881
Position 6954: 0.004816666765000303
Position 1593: 0.00421180860814594
Position 9225: 0.004140805926312602
Position 2283: 0.004056778528560838
Position 8292: 0.0037521160721651027
Position 8740: 0.003217194493011595
Position 7427: 0.0031450988737556887
Position 6233: 0.003011925190256794
Position 7091: 0.002782617846028504
Position 7110: 0.0027215817987225293
Position 9345: 0.0026762050359555953
Position 5787: 0.0025059549292873622
Position 352: 0.0021312045524264846
Position 1844: 0.002016591406091804
Position 338: 0.001725426692641967
Position 5764: 0.0016048802002941046
Position 8596: 0.0015849440706340926
Position 612: 0.0014999694402348664
Position 8501: 0.0014044062563573585
Position 6570: 0.0012150591714402655
Position 5285: 0.0012097549025878764
Position 9288: 0.0011252592810064522
Position 7031: 0.0010721665237481974
Position 5018: 0.0009790234347709181
Position 5314: 0.0009388915502504852
Position 4013: 0.0009163621649722124
Position 257: 0.0008676550140050336
Position 2544: 0.0008321456695895835
Position 9501: 0.0008215131988021249
Position 8322: 0.0007708243242586584
Position 6144: 0.0007594830751903335
Position 7072: 0.0007490256974156878
Position 4867: 0.0006776513504479143
Position 464: 0.0006615689704352586
Position 5125: 0.00060494848251725
Position 6483: 0.0005551952455706572
Position 5766: 0.000543292807520731
Position 5458: 0.0005326055063593346
Position 569: 0.0005143918474086448
Position 5468: 0.0004982380293620081
Position 7096: 0.00048298095819773523
Position 6899: 0.0004419846674120516
Position 8822: 0.00043038816237398424
Position 7127: 0.0004221320898442063
Position 5463: 0.0004155273656528015
Position 7842: 0.0003966688960975309
Position 471: 0.0003931566005094644
Position 4953: 0.000387898953009697
Position 5878: 0.00034636092806577753
Position 175: 0.0003448693178883158
Position 6364: 0.00032780656568149783
Position 5194: 0.0003242627719144242
Position 5473: 0.00030762078676865054
Position 7161: 0.000270011741727162
Position 4870: 0.00024115012257847375
Position 1239: 0.00023403563769218061
Position 8354: 0.00021792427946497935
Position 567: 0.00021022399890117819
Position 5411: 0.00020863362403816381
Position 7272: 0.0002075963323315118
Position 6692: 0.00020419092235818035
Position 4973: 0.00020347916491802242
Position 6124: 0.00018851363394161601
Position 6961: 0.00017553085388202796
Position 8868: 0.00016408001968673959
Position 8348: 0.0001639403264969946
Position 8212: 0.0001613615162036017
Position 8028: 0.00016111384525063018
Position 8454: 0.00015669537753681257
Position 6683: 0.0001447879427176535
Position 5493: 0.00013531147583440909
Position 7083: 0.00012609327433563434
Position 6745: 0.0001252536902029184
Position 7223: 0.00012485546746721085
Position 6966: 0.00010965443208370216
Position 5158: 0.00010281946900775594
Position 4878: 0.00010031548955496614
Position 2686: 0.00010001903616856358
Position 6085: 9.811599418870692e-05
Position 8320: 9.767537841156695e-05
Position 458: 9.612938534136917e-05
Position 8242: 9.545975051022777e-05
Position 2770: 8.90569649863851e-05
Position 2507: 8.695505626247787e-05
Position 5582: 8.44411785682783e-05
Position 245: 8.162267418161774e-05
Position 7493: 7.888853381640961e-05
Position 6471: 7.698178407291213e-05
Position 6881: 7.289836319878008e-05
Position 8511: 7.235862125340499e-05
Position 53: 7.134990869617585e-05
Position 6092: 6.851930022541624e-05
Position 7220: 5.4672531394506774e-05
Position 6524: 5.206682470963662e-05
Position 7140: 4.716176387703474e-05
Position 436: 4.4847467338169234e-05
Position 251: 4.297768109880843e-05
Position 5872: 4.260572867075e-05
Position 5621: 4.207033111387907e-05
Position 253: 4.155171817138878e-05
Position 7471: 4.09253916197613e-05
Position 2271: 4.077385572818726e-05
Position 249: 3.9625462490560844e-05
Position 7157: 3.9566574732763314e-05
Position 5476: 3.7875670478201604e-05
Position 247: 3.7371399856492886e-05
Position 8570: 3.622437029259294e-05
Position 6730: 3.495919576017671e-05
Position 460: 3.4142624798946846e-05
Position 444: 3.138571781805159e-05
Position 6793: 3.126364271790578e-05
Position 2217: 2.6324719742756213e-05
Position 6595: 2.1956777997839107e-05
Position 5566: 2.1886418066796127e-05
Position 269: 2.0626108687832103e-05
Position 5737: 1.8773730444596618e-05
Position 407: 1.7929724281422622e-05
Position 6657: 1.7761285351349352e-05
Position 668: 1.7748162019197036e-05
Position 5752: 1.753167158721376e-05
Position 5846: 1.474777097312587e-05
Position 486: 1.1742745988528808e-05
Position 6669: 1.1733080168265282e-05
Position 1585: 1.1695112877373327e-05
Position 5627: 1.1603406303699815e-05
Position 6101: 1.1597862503359077e-05
Position 440: 1.1120540203520037e-05
Position 370: 1.0482356155149705e-05
Position 153: 1.0440035727177552e-05
Position 173: 9.782889272829789e-06
Position 6158: 8.818635760373933e-06
Position 8281: 8.290720419586515e-06
Position 8272: 7.624314722281636e-06
Position 296: 7.5414491640758225e-06
Position 484: 7.165726249112067e-06
Position 46: 7.110921015455799e-06
Position 7583: 6.8426442107289155e-06
Position 354: 6.7172473496810394e-06
