Gene = l(3)02640
index = 1752
Annotated 5SS: [ 400 1128 2652]
Annotated 3SS: [1054 2381 2713]
SMsplice 5SS: [ 400 1128 2652]
SMsplice 3SS: [1054 2381 2713]
top_k =  1000
Partition function (log Z): 1.0731259483822173

Sorted 5' Splice Sites (High to Low Probability):
Position 2652: 0.9841001096607762
Position 400: 0.9404923821136459
Position 1128: 0.6726055553597832
Position 2246: 0.30223972613189926
Position 674: 0.2654129001274558
Position 138: 0.20944481112723534
Position 2327: 0.12004307320351738
Position 2274: 0.04919565390047031
Position 2264: 0.04829806433663416
Position 2174: 0.017242220695506596
Position 2283: 0.015986397845151996
Position 716: 0.01338454223391464
Position 1885: 0.011986589989931731
Position 2315: 0.00922819942491978
Position 2645: 0.007407831487479412
Position 2250: 0.007139429166152858
Position 2866: 0.006636161072059932
Position 2656: 0.006118372041048376
Position 1849: 0.005986311141547505
Position 1236: 0.005712826896599499
Position 1647: 0.005130914022161194
Position 1853: 0.0034929857454741907
Position 3133: 0.0030837470761677357
Position 989: 0.0030751512941698763
Position 404: 0.002489431124988885
Position 3514: 0.0020692827012643374
Position 1144: 0.0017288774436117925
Position 1138: 0.0016826415251558068
Position 1857: 0.001622524918637385
Position 807: 0.001097282928438189
Position 740: 0.001051879335926321
Position 965: 0.000830780530396009
Position 3583: 0.0007726992978575941
Position 3777: 0.0006758357733268387
Position 1132: 0.0006510970441870669
Position 94: 0.0006369766227314859
Position 901: 0.0005611616527256797
Position 370: 0.0005152959997959624
Position 3799: 0.0004194965392161409
Position 2899: 0.0003958624469873257
Position 107: 0.0003794765562224377
Position 2021: 0.0003763248641308064
Position 795: 0.000343380597641558
Position 627: 0.00031012455482983247
Position 2162: 0.0002843633844238348
Position 142: 0.00026049965046782595
Position 1551: 0.0002559648901080945
Position 1670: 0.0002555623135488228
Position 1706: 0.00022262819011505924
Position 126: 0.000204705377798605
Position 2677: 0.00020135139892117388
Position 1468: 0.00018100733895958928
Position 1765: 0.0001648652348542004
Position 312: 0.00016349247745382206
Position 1902: 0.00015411199433591137
Position 1353: 0.00014698627485365803
Position 434: 0.00013347113894364193
Position 2770: 0.0001188408095291655
Position 2106: 0.00010941463967138889
Position 3637: 9.492921001818742e-05
Position 3598: 9.179368024774455e-05
Position 3590: 9.055473189832455e-05
Position 701: 8.658820444449252e-05
Position 1218: 8.56949313662536e-05
Position 2977: 8.42285157343219e-05
Position 2138: 8.409325231242851e-05
Position 1362: 7.50199273926045e-05
Position 1338: 7.384937440839055e-05
Position 1479: 6.766589422542195e-05
Position 225: 6.575591018673227e-05
Position 3563: 6.333142793686976e-05
Position 2133: 6.247308713060257e-05
Position 152: 5.753444792031627e-05
Position 578: 5.393117944557181e-05
Position 3401: 5.15287523000064e-05
Position 914: 4.7239251122574835e-05
Position 916: 4.649365872936797e-05
Position 3173: 4.027905354751122e-05
Position 128: 3.9777949712218524e-05
Position 3499: 3.9362000395639596e-05
Position 2484: 3.740255697482355e-05
Position 3065: 3.726035268350767e-05
Position 31: 3.7083722433441544e-05
Position 1211: 3.0366614598815468e-05
Position 2658: 2.9673874413915405e-05
Position 1341: 2.7156682042292336e-05
Position 3485: 2.708591333952002e-05
Position 3547: 1.85119777086702e-05
Position 1689: 1.841730233780833e-05
Position 4451: 1.766126257789408e-05
Position 469: 1.7464985307455133e-05
Position 187: 1.61916049873209e-05
Position 3893: 1.5953224435127134e-05
Position 597: 1.5740092861864708e-05
Position 558: 1.270544595776341e-05
Position 561: 1.2492026502813058e-05
Position 3347: 1.2170172263168364e-05
Position 408: 1.1171293994360314e-05
Position 520: 9.399092910840611e-06
Position 1497: 7.424992497230573e-06
Position 28: 7.3658581636801954e-06
Position 1781: 7.0167671264009006e-06
Position 771: 6.0883522301954695e-06
Position 1608: 4.871072125473882e-06
Position 406: 4.672901492578346e-06
Position 1724: 4.465020233616958e-06
Position 172: 3.867191910941413e-06
Position 379: 3.589579951303568e-06
Position 801: 3.0514724230386767e-06
Position 862: 2.9431542042864885e-06
Position 575: 2.472457875054873e-06
Position 219: 2.2624882714221628e-06
Position 240: 2.146638419929673e-06
Position 773: 1.936500138862909e-06
Position 34: 1.8320829181662117e-06
Position 563: 1.7419051935417495e-06
Position 572: 1.69594083698949e-06
Position 67: 1.420616578224816e-06
Position 499: 1.3386124845896941e-06
Position 603: 1.2486852298924507e-06
Position 354: 9.427959729014885e-07
Position 860: 8.877370252323355e-07
Position 315: 7.830959239585409e-07
Position 546: 6.415606889113091e-07
Position 892: 4.859262911163626e-07
Position 781: 4.813111360513916e-07
Position 1494: 3.6067909999719377e-07
Position 2888: 1.0461082713030702e-07
Position 3521: 5.416707893448398e-08
Position 3434: 5.2614965145024426e-08
Position 2501: 3.1769904163683236e-08
Position 3018: 2.7147821707168086e-08
Position 3003: 2.4670026954649043e-08
Position 3085: 2.136829739141664e-08
Position 3341: 1.793384977128921e-08
Position 3152: 1.7413997119934163e-08
Position 2957: 1.0489901611435024e-08
Position 2885: 5.6231098087925126e-09
Position 2772: 4.424597742218952e-09
Position 2498: 4.272685122414999e-09
Position 3518: 1.1433926877266985e-09
Position 1248: 1.3916430377973627e-10
Position 2754: 7.842311569287633e-11
Position 2783: 9.992831551378114e-12
Position 2697: 9.27330673290861e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9798963969721044
Position 1054: 0.960560308281826
Position 2381: 0.9435524585576291
Position 199: 0.19867467535564812
Position 572: 0.19654932236284256
Position 1776: 0.13991848668975607
Position 1243: 0.045128744595145015
Position 2431: 0.045012900408726714
Position 2173: 0.039328573383977064
Position 2138: 0.02314182947505948
Position 642: 0.02122995579659398
Position 1196: 0.021085644910570783
Position 2737: 0.017419387442521788
Position 621: 0.012285416614840028
Position 541: 0.011434911229656567
Position 2219: 0.010944375007427645
Position 1805: 0.009972057168989674
Position 1706: 0.008533371992979892
Position 2073: 0.004901247328295695
Position 3686: 0.004837545373206187
Position 1307: 0.004026972987387409
Position 1069: 0.0031835602290561965
Position 3567: 0.0024235000179722945
Position 3741: 0.002362867351639577
Position 1004: 0.0023335221782099028
Position 1310: 0.002252376635915192
Position 838: 0.0019976335052739637
Position 1516: 0.0019292040590835268
Position 278: 0.0018358896527821275
Position 341: 0.0018348693302511609
Position 330: 0.0018149347558173133
Position 4038: 0.0018129984064430224
Position 3157: 0.0012756767790680682
Position 1468: 0.0011169993980009916
Position 1952: 0.0008308312144843386
Position 300: 0.0008123074456920561
Position 1670: 0.0008009356804511568
Position 1248: 0.000764657436312305
Position 2443: 0.0005975853063476737
Position 2315: 0.0005715014043063833
Position 237: 0.0005610887321980878
Position 2515: 0.0005465770673959868
Position 627: 0.0004782734100601758
Position 4140: 0.00045387459129487753
Position 2047: 0.0003888520689932321
Position 3658: 0.00030959837538725786
