Gene = bora
index = 1632
Annotated 5SS: [373]
Annotated 3SS: [430]
SMsplice 5SS: [373]
SMsplice 3SS: [430]
top_k =  1000
Partition function (log Z): -5.552076921417819

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9997267183981203
Position 1798: 0.009634824261623922
Position 1185: 0.0061031613853584936
Position 729: 0.00417274606319227
Position 948: 0.0031402199557967426
Position 1455: 0.0022041612388045586
Position 110: 0.0014540233911966897
Position 980: 0.0010822570071232192
Position 633: 0.0008998876986162994
Position 498: 0.0006067400002087911
Position 621: 0.0005750412244404194
Position 628: 0.0005201538006551018
Position 1314: 0.00044564266273555686
Position 1084: 0.000420596566956159
Position 841: 0.00038788028814313273
Position 1927: 0.00038734431135175587
Position 1018: 0.0002956324212307835
Position 704: 0.0002893854363979721
Position 787: 0.00022993132529161843
Position 1347: 0.00017574764098091293
Position 595: 0.00015810225848128864
Position 836: 0.00015174761972644468
Position 314: 0.00014518631801049844
Position 611: 0.0001302964753761876
Position 1585: 0.00010578618801472793
Position 1623: 8.4481353542925e-05
Position 584: 7.783254525031381e-05
Position 522: 6.947050377742316e-05
Position 1955: 5.783392428535534e-05
Position 1967: 4.8108704722845164e-05
Position 1588: 4.1685605175471426e-05
Position 995: 4.153150872202786e-05
Position 1915: 3.185089797784121e-05
Position 180: 2.8402437151813524e-05
Position 941: 2.8292308357854092e-05
Position 958: 2.4800437386150976e-05
Position 1329: 2.3296063756497103e-05
Position 152: 2.238179498453351e-05
Position 1173: 1.9456888564713675e-05
Position 865: 1.9053747630526612e-05
Position 844: 1.7635285193405085e-05
Position 1921: 1.649866973147045e-05
Position 1672: 1.5428397991432534e-05
Position 281: 1.1706349840618176e-05
Position 791: 1.0717598713710702e-05
Position 97: 9.943917490032966e-06
Position 542: 9.46481644455652e-06
Position 476: 8.54492347006711e-06
Position 1162: 8.516340995766316e-06
Position 1241: 7.062406213980303e-06
Position 1788: 6.893808253572833e-06
Position 63: 1.79437471936333e-06
Position 906: 1.6111040814445633e-06
Position 82: 1.5821135657700083e-06
Position 348: 1.132413859163091e-06
Position 208: 4.168937586055863e-07
Position 51: 2.8438240931881607e-07
Position 217: 2.445393076168694e-07
Position 271: 2.0733362804433913e-07
Position 166: 1.564192942410043e-07
Position 1148: 1.0389959756122148e-07
Position 33: 8.2336412618049e-08
Position 1733: 5.0991138730193e-08
Position 847: 3.976138353703444e-08
Position 482: 3.916070441995892e-08
Position 900: 2.3133390940992517e-08
Position 821: 2.186932709782037e-08
Position 377: 2.0645935687159592e-08
Position 283: 2.017518658368947e-08
Position 384: 4.847638074488265e-09
Position 1217: 4.764679612554588e-09
Position 467: 1.7985134647727522e-09
Position 1220: 5.100160519473475e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.942226605087038
Position 476: 0.0197876381601659
Position 676: 0.01259996584591901
Position 1853: 0.010962152753595543
Position 1824: 0.006366559397193788
Position 1788: 0.006102748052200612
Position 1715: 0.00527668981893646
Position 800: 0.003896834235493223
Position 1045: 0.0035490188689029953
Position 1541: 0.0033422889423293375
Position 991: 0.002860289291603098
Position 656: 0.0026216554045719975
Position 920: 0.0021302699775056894
Position 569: 0.0019222747931413183
Position 1549: 0.001646745437473224
Position 1940: 0.0012465155134276187
Position 2011: 0.0011861270893960996
Position 865: 0.0011550325772708137
Position 166: 0.0010149919794657687
Position 704: 0.000592341200765217
Position 2016: 0.0005106692660386706
Position 1300: 0.00042835202274333327
Position 1794: 0.0002966009633046804
Position 198: 0.00021814347762053258
Position 1471: 0.00021432684788151907
Position 1251: 0.00020838351041048157
Position 1346: 0.00017421847742613895
Position 201: 0.00015087146819470573
Position 608: 0.00014365125526683549
Position 1529: 0.00013493306677885624
Position 566: 0.00012156490714231961
Position 1255: 0.00011053833301685086
Position 829: 9.83501947059606e-05
Position 186: 7.672573844012664e-05
Position 2031: 7.599460097414032e-05
Position 1507: 5.910797547724012e-05
Position 482: 5.342828564221714e-05
Position 1955: 5.307540500859924e-05
Position 1637: 4.851786852631732e-05
Position 542: 4.827793796788202e-05
Position 628: 4.213495469009616e-05
Position 1184: 4.091418987139907e-05
Position 712: 4.0585627961759684e-05
Position 774: 3.786462359250887e-05
Position 1485: 3.753918212598718e-05
Position 1241: 3.227785173613114e-05
Position 768: 2.6709408443021966e-05
Position 261: 2.0628603548409258e-05
Position 1604: 2.0306869632173827e-05
Position 1568: 1.9498318292349097e-05
Position 1021: 1.928827831740903e-05
Position 1208: 1.8377891661025465e-05
Position 1102: 1.56251008047938e-05
Position 1224: 1.334175026933895e-05
Position 1611: 1.3197751988654464e-05
Position 1188: 1.2590007295510228e-05
Position 372: 9.831158906887833e-06
Position 1100: 9.346855707962521e-06
Position 1121: 7.987071280930152e-06
Position 303: 6.7192678178541555e-06
Position 965: 6.278315476725958e-06
Position 595: 5.244791438668768e-06
Position 332: 5.1808781226981846e-06
Position 578: 4.198941240171162e-06
Position 1693: 4.181646451648295e-06
Position 268: 4.036661119305472e-06
Position 1362: 3.093723454091108e-06
Position 611: 1.1664127046562262e-06
Position 245: 9.73454443448087e-07
Position 133: 1.1978463372019146e-07
Position 313: 9.191280951917873e-08
Position 94: 7.36956844080639e-08
Position 125: 2.702210958918167e-08
Position 335: 1.2359467285160853e-08
Position 1018: 9.153091297637768e-09
Position 584: 4.9552718104961595e-09
Position 680: 4.524368527404152e-09
Position 82: 3.059838346655339e-09
Position 109: 2.808010896280353e-09
Position 527: 1.920943788554429e-09
Position 1127: 6.290928597312351e-10
Position 832: 5.432403902398876e-10
Position 958: 8.338786121142748e-11
Position 497: 5.44587132366549e-11
Position 377: 8.734859170287633e-12
