Gene = GV1
index = 1177
Annotated 5SS: [  132  2097 10832 11511]
Annotated 3SS: [ 2040 10625 11218 11805]
SMsplice 5SS: [  132 10832 11511]
SMsplice 3SS: [10625 11218 11805]
top_k =  1000
Partition function (log Z): -6.5309041013160485

Sorted 5' Splice Sites (High to Low Probability):
Position 10832: 0.9273319629943032
Position 132: 0.5861115983592221
Position 11511: 0.5684632318019877
Position 11384: 0.2848052323651756
Position 2097: 0.2085354667696372
Position 55: 0.13416633861872146
Position 2671: 0.12329552200010113
Position 1619: 0.11963308301582921
Position 1359: 0.09617060770804772
Position 176: 0.09553197538820572
Position 1593: 0.0366900689026089
Position 901: 0.03596062278431256
Position 218: 0.030081047731110408
Position 11489: 0.028772022434697803
Position 5373: 0.021421993170213937
Position 2199: 0.018833971001601533
Position 1924: 0.015603103701904871
Position 11408: 0.01541678294507431
Position 88: 0.015146528960612195
Position 11679: 0.012576795153536623
Position 797: 0.012155985933212378
Position 9705: 0.008312971708252462
Position 1779: 0.008127888095548774
Position 2369: 0.007478344224015589
Position 1886: 0.005366929680129918
Position 65: 0.004576791706116117
Position 11597: 0.0043826652897743625
Position 11465: 0.0032184371080577383
Position 10809: 0.002516005880777406
Position 11649: 0.0025110418592975883
Position 11397: 0.0021334442915935583
Position 1987: 0.0019757731057063912
Position 1559: 0.0015782592548537122
Position 2186: 0.0014521879753361363
Position 1918: 0.0012785054610595851
Position 11423: 0.0012365243567226125
Position 2435: 0.0012087672857997017
Position 362: 0.0010914172254639551
Position 801: 0.0010618723010249066
Position 691: 0.0008774792605032758
Position 1366: 0.0008177560671421128
Position 1022: 0.0006061479935017761
Position 7272: 0.0005835181176995546
Position 1632: 0.0005273767841069729
Position 1609: 0.00047981563285401016
Position 180: 0.00044856817932785274
Position 11886: 0.0004433052058369026
Position 7423: 0.0004219618350894799
Position 199: 0.00041142734058269824
Position 1927: 0.00038926110746405275
Position 183: 0.000388228810190237
Position 997: 0.00035287363911697616
Position 1904: 0.0003404519883488106
Position 6797: 0.0003031677961403503
Position 11355: 0.0002915350069126626
Position 11900: 0.00025582597918206507
Position 1127: 0.00020758689605979768
Position 25: 0.0001785544340239495
Position 920: 0.0001530125281889161
Position 885: 0.00014612778745014954
Position 1098: 0.0001277492857472113
Position 840: 0.00012521610605864528
Position 188: 0.00010981236397081299
Position 1335: 0.00010133058727562069
Position 951: 9.495622906921919e-05
Position 360: 6.722721538184391e-05
Position 617: 5.835930275011951e-05
Position 1379: 5.450057146375334e-05
Position 136: 5.233706746641453e-05
Position 1279: 4.6724794878858856e-05
Position 143: 4.474501008325692e-05
Position 2142: 4.290288404863085e-05
Position 516: 4.0277324062312935e-05
Position 1462: 3.4837807387871504e-05
Position 141: 1.9709510430755128e-05
Position 738: 1.8382290988862717e-05
Position 3: 1.6780191603563085e-05
Position 815: 1.621594166633728e-05
Position 1599: 1.16680005351788e-05
Position 8030: 1.1162362811394959e-05
Position 905: 1.051649585343245e-05
Position 1409: 1.0321879657915731e-05
Position 722: 7.387260622822223e-06
Position 664: 5.985642323063378e-06
Position 12: 4.410089394343767e-06
Position 1426: 4.1923245569142e-06
Position 14: 4.0194992614005695e-06
Position 30: 3.901139511627573e-06
Position 594: 3.6878660622887546e-06
Position 858: 2.7760534449087695e-06
Position 2207: 2.730339726502163e-06
Position 178: 1.8853374900447179e-06
Position 1066: 7.615157569719387e-07
Position 305: 2.6230552703068684e-07
Position 5: 2.4054518038135367e-07
Position 458: 2.712569207840634e-08
Position 260: 2.368562096704543e-08
Position 5350: 3.9666014056545615e-09
Position 418: 3.897718298331302e-09
Position 743: 2.247821345587051e-09
Position 351: 7.643061967934431e-10
Position 2873: 6.615237174602891e-10
Position 758: 8.429595979566314e-11
Position 2715: 3.2769617307804508e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11218: 0.9306418317601902
Position 10625: 0.9150435233855989
Position 11805: 0.743618741232471
Position 11669: 0.2102550778319586
Position 2040: 0.18822619966288653
Position 110: 0.12736079780380788
Position 1452: 0.08225610210853629
Position 2630: 0.04511077360928755
Position 11811: 0.027424643649305573
Position 970: 0.022392460820993422
Position 1512: 0.01979708261314501
Position 5212: 0.015085536453802947
Position 2257: 0.01450655853582286
Position 743: 0.013586105993405567
Position 10682: 0.0082206462584045
Position 1990: 0.007729132212563006
Position 1011: 0.007694445628981837
Position 9511: 0.006298534048791929
Position 2434: 0.005781279441078448
Position 5259: 0.005498905332709852
Position 11980: 0.005462331191398203
Position 188: 0.0046723010267768
Position 2431: 0.004302313273640293
Position 2299: 0.0035619370374692216
Position 2319: 0.0034051154538470986
Position 10071: 0.0033771129469837894
Position 9456: 0.002899237936687268
Position 10179: 0.0028064220074525597
Position 255: 0.0026814666412964213
Position 643: 0.002155807313277973
Position 2588: 0.0019600755435643974
Position 2510: 0.0016786048026237942
Position 11438: 0.0014772541931788877
Position 11054: 0.0014737120223762745
Position 2165: 0.0014379237270657381
Position 11578: 0.0013058866637008794
Position 2466: 0.0012851544827265494
Position 11814: 0.0011033394394767985
Position 778: 0.001074980315071327
Position 1212: 0.0010158434470626957
Position 874: 0.0008806723971352463
Position 9929: 0.000811240505586661
Position 2540: 0.0008030012778089204
Position 1131: 0.0007629667405347669
Position 1714: 0.0006127813570404594
Position 7086: 0.0005592177280477477
Position 451: 0.0005534977489178772
Position 2639: 0.0005522575152882068
Position 5190: 0.0004546653619551187
Position 467: 0.00045337018918513607
Position 1885: 0.0004477270438028735
Position 5180: 0.000439308943177067
Position 7340: 0.0004292621513053829
Position 2533: 0.00034237863188768747
Position 2017: 0.0002993967061838894
Position 11062: 0.0002687768066467873
Position 6565: 0.00021671967130569954
Position 318: 0.00016971051294118952
Position 1165: 0.0001544273718015016
Position 565: 0.0001280595214863238
Position 674: 0.00012762019674727966
Position 2127: 0.00010751111249104344
Position 11984: 9.711029121329015e-05
Position 265: 8.800013429825342e-05
Position 399: 7.615099016607166e-05
Position 276: 5.18636584433749e-05
Position 592: 4.6741157713925434e-05
Position 901: 4.0948678212648404e-05
Position 11168: 3.798265223815093e-05
Position 7171: 3.133859938728964e-05
Position 5616: 2.8673532288621046e-05
Position 879: 2.5776208287495407e-05
Position 707: 2.3013997637391465e-05
Position 1113: 2.240457948634014e-05
Position 1751: 2.221660813068497e-05
Position 649: 2.104741434297712e-05
Position 984: 1.6350958228664457e-05
Position 11625: 1.3044128684348422e-05
Position 12054: 1.1816342904161397e-05
Position 1343: 1.1635600969815515e-05
Position 11037: 1.158930129082272e-05
Position 1075: 1.1055879813036392e-05
Position 117: 1.0723232488382867e-05
Position 1516: 1.0616449146147867e-05
Position 597: 8.672823700713595e-06
Position 199: 7.178059653582645e-06
Position 2045: 6.351537027641656e-06
Position 2004: 5.695347419093248e-06
Position 415: 3.489543379063074e-06
Position 329: 3.1760049662871397e-06
Position 8103: 2.3091210265551614e-06
Position 6336: 1.6687294888359593e-06
Position 77: 7.91920163894925e-07
Position 7574: 7.483089293728675e-07
Position 722: 5.335782365670048e-07
Position 8334: 5.065181607925499e-07
Position 285: 4.2515941048535513e-07
Position 8162: 3.974897985640604e-07
Position 270: 3.7392563651872024e-07
Position 1817: 3.571424473925163e-07
Position 8842: 3.114026351084404e-07
Position 336: 2.6466456739189884e-07
Position 291: 2.4843684197539433e-07
Position 505: 2.0729298709656478e-07
Position 2198: 8.506033771189138e-08
Position 121: 3.0951848952029235e-08
Position 6854: 2.795848853164875e-08
Position 617: 9.193485949775856e-09
Position 3189: 8.509452109689665e-09
Position 141: 7.83544530690212e-09
Position 3722: 7.191457762439673e-09
Position 3127: 5.77917214805722e-09
Position 5073: 3.781791133739789e-09
Position 5439: 3.5535775574246165e-09
Position 2772: 3.3619472855165108e-09
Position 2926: 2.6306839053748722e-09
Position 205: 2.5821387554879587e-09
Position 88: 2.4810470601441486e-09
Position 4267: 1.9813354718907554e-09
Position 3048: 1.4214950084957665e-09
Position 4414: 1.3452337915804171e-09
Position 497: 1.1824170380227627e-09
Position 124: 1.0268397489272901e-09
Position 609: 9.97123253966466e-10
Position 475: 9.52174392388713e-10
Position 213: 7.423271925971832e-10
Position 3482: 5.189086839137971e-10
Position 52: 3.477085913998937e-10
Position 46: 2.990815135212672e-10
Position 209: 6.61369565541552e-11
Position 340: 7.526637738162654e-12
Position 2193: 4.800707889264897e-12
Position 132: 4.7655081362190515e-12
Position 2344: 4.6924964862310185e-12
Position 345: 1.559295385581564e-12
Position 357: 7.349370927227688e-13
