Gene = Pfdn4
index = 1376
Annotated 5SS: [109]
Annotated 3SS: [233]
SMsplice 5SS: [154]
SMsplice 3SS: [233]
top_k =  1000
Partition function (log Z): -5.88636482466625

Sorted 5' Splice Sites (High to Low Probability):
Position 154: 0.49043215161933534
Position 109: 0.3471805669402373
Position 173: 0.14255532956839606
Position 119: 0.015104193698653857
Position 113: 0.0017541299231793365
Position 12: 0.0011985699414872324
Position 16: 0.001008794005479301
Position 182: 0.0008083085269766284
Position 569: 0.00012694646881330845
Position 76: 8.824238183669392e-05
Position 167: 5.213869194552036e-05
Position 522: 4.38929737014822e-05
Position 383: 2.4560927477525796e-05
Position 97: 1.5845797537996915e-05
Position 414: 1.0389755329162906e-05
Position 560: 7.016361314534972e-06
Position 99: 4.703069196705351e-06
Position 483: 4.391483449488252e-06
Position 423: 3.0531588640279895e-06
Position 407: 3.590078023432332e-07
Position 504: 2.6696143114194076e-07
Position 425: 9.954880765900304e-09
Position 243: 4.002591095126904e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 233: 0.9994420103843102
Position 269: 0.00030974050458574973
Position 647: 0.0002006933718170259
Position 70: 0.00019744935646602593
Position 266: 0.00011626095333828656
Position 440: 6.849038399438072e-05
Position 318: 2.287722989397032e-05
Position 76: 2.0263066290866946e-05
Position 290: 1.782737774034697e-05
Position 79: 7.246206068869594e-06
Position 105: 6.314842856318364e-06
Position 476: 6.115691590772881e-06
Position 260: 1.421404307181451e-06
Position 479: 1.2948021345637396e-06
Position 323: 1.2606001068045128e-06
Position 482: 9.710205024196791e-07
Position 467: 8.989138341805278e-07
Position 470: 7.649719677162041e-07
Position 455: 4.1317166649581317e-07
Position 566: 3.1599620642002604e-07
Position 132: 2.5793593355474184e-07
Position 335: 1.7108219211757374e-07
Position 530: 1.517389689836938e-07
Position 422: 1.02968926087445e-07
Position 577: 8.459577171061158e-08
Position 649: 8.449200924598541e-08
Position 491: 7.347829709777039e-08
Position 350: 7.192956700888239e-08
Position 515: 6.39337600068335e-08
Position 97: 4.766609424052801e-08
Position 593: 4.506713797112161e-08
Position 521: 2.01822423412296e-08
Position 494: 1.991058299423045e-08
Position 137: 1.3156409582314617e-08
Position 359: 1.122065043541357e-08
Position 371: 3.5275747158783852e-09
Position 154: 2.4828652538334663e-09
Position 398: 2.2148852076966303e-09
Position 599: 1.9339519407442986e-09
Position 446: 1.6549244910778594e-09
Position 551: 1.405853994043565e-09
Position 83: 8.331720664473094e-10
Position 509: 7.482048787265232e-10
Position 146: 3.617673329506766e-10
Position 344: 2.031829248714801e-10
Position 362: 1.0251538488177112e-10
Position 392: 9.547054151910706e-11
Position 113: 3.095510044399524e-11
Position 545: 1.6371112558453707e-11
Position 352: 1.9899661348593298e-16
Position 374: 3.481489362642956e-17
Position 380: 1.5310944506889617e-17
