Gene = Spf45
index = 1512
Annotated 5SS: [ 187 1242]
Annotated 3SS: [ 241 1302]
SMsplice 5SS: [187]
SMsplice 3SS: [241]
top_k =  1000
Partition function (log Z): -7.28961822749266

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9145227016280912
Position 1242: 0.3375256044371149
Position 482: 0.07649982428562455
Position 1073: 0.07535301213170979
Position 1112: 0.0457526364688467
Position 842: 0.03603598359468021
Position 663: 0.0144678364994674
Position 1052: 0.012512545968587975
Position 1135: 0.010969966840098159
Position 453: 0.008052366117000153
Position 163: 0.005677218384564752
Position 345: 0.004798523094077589
Position 1230: 0.003523565776139766
Position 861: 0.0034616388295175314
Position 1213: 0.0032488943921642277
Position 257: 0.0030325493726237004
Position 983: 0.0018424257524227044
Position 1154: 0.0017908206216946069
Position 268: 0.0014537525563167158
Position 595: 0.0013558954749930976
Position 191: 0.0010540390745339067
Position 625: 0.0009934542825022856
Position 1344: 0.000716372399973945
Position 801: 0.0006468732980586814
Position 1208: 0.0006418312115921799
Position 1256: 0.0005053204432670077
Position 1145: 0.00048818473609933016
Position 864: 0.00046406939488141143
Position 43: 0.00040906997573553856
Position 1005: 0.0003918478124024
Position 522: 0.00035758331850545933
Position 647: 0.00026129138832389233
Position 1373: 0.00025794220233319733
Position 293: 0.00023380578120979926
Position 536: 0.0001820319023912975
Position 1196: 0.0001641979371682117
Position 1002: 0.00014024943064240545
Position 711: 0.00013004860023938355
Position 890: 0.00011861938709757568
Position 566: 0.0001075456589167683
Position 1355: 0.00010312167656562447
Position 254: 9.377266098498796e-05
Position 342: 8.576963788289754e-05
Position 144: 6.651158261995316e-05
Position 320: 6.511874583374207e-05
Position 540: 5.4941294823944996e-05
Position 78: 5.188859033793239e-05
Position 795: 4.463677441450158e-05
Position 1272: 3.3547976880929396e-05
Position 543: 2.9632422240235845e-05
Position 714: 2.855361959212907e-05
Position 1181: 2.8070295771289802e-05
Position 1152: 2.7857008906189016e-05
Position 717: 2.7532342673931074e-05
Position 238: 2.0130059147037933e-05
Position 323: 1.993958774221016e-05
Position 1381: 1.93635721732253e-05
Position 486: 1.8344870645422303e-05
Position 46: 1.7744533448683008e-05
Position 175: 1.4517664243488843e-05
Position 52: 1.1065735262659862e-05
Position 784: 9.880518342697129e-06
Position 126: 8.407311671305764e-06
Position 300: 1.9389906155901477e-06
Position 13: 1.7979017378747468e-06
Position 462: 1.2400869966259684e-06
Position 66: 7.464349555292233e-07
Position 700: 1.5442445385370226e-07
Position 23: 6.605600159924308e-08
Position 26: 4.6387581728303595e-09
Position 755: 2.867622071708315e-09
Position 395: 2.0017762403926625e-09
Position 528: 1.1730027234007952e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 241: 0.6053254043001705
Position 1302: 0.5831408319226788
Position 941: 0.1081773333428595
Position 284: 0.08940177310826042
Position 908: 0.06260379909539918
Position 320: 0.05104397663759136
Position 750: 0.015461390325580353
Position 979: 0.014324513804120882
Position 1468: 0.009265256652957247
Position 790: 0.005218547524144822
Position 254: 0.003508785912331577
Position 267: 0.0029049370116441277
Position 1135: 0.0028460631059789407
Position 1308: 0.001819574502788391
Position 342: 0.0017704358950852521
Position 695: 0.0015883733751331126
Position 372: 0.0015254087128496994
Position 1279: 0.0014120923949983502
Position 650: 0.0010823786351567743
Position 1397: 0.0008917414032094691
Position 1435: 0.0008652129331870509
Position 1445: 0.000771409021394843
Position 420: 0.0007662094167199854
Position 381: 0.0006912192240836088
Position 1076: 0.0006645661425962499
Position 711: 0.0006063819727529396
Position 211: 0.0004441685319156583
Position 446: 0.00039038206362771984
Position 479: 0.00033059016362728774
Position 1474: 0.00029243117705432054
Position 722: 0.0002908426066621681
Position 518: 0.00022537305896844914
Position 558: 0.00016197907632858573
Position 350: 0.00015781655674505297
Position 1047: 0.00015675000970525224
Position 290: 0.00014363157246921805
Position 110: 0.00013368772915146147
Position 586: 0.0001331772391894141
Position 1283: 8.846847283822092e-05
Position 820: 6.966599484830786e-05
Position 293: 6.691970160786674e-05
Position 887: 6.541131922679952e-05
Position 1020: 4.671515253546021e-05
Position 1241: 3.174328406799679e-05
Position 150: 3.1445991769074615e-05
Position 591: 2.6758191096823035e-05
Position 1335: 1.9451538956502878e-05
Position 462: 1.669605458404533e-05
Position 1211: 9.805503785160719e-06
Position 572: 7.615833163057619e-06
Position 448: 5.442207477906067e-06
Position 114: 1.5749273804157735e-06
Position 98: 1.225084004851702e-06
Position 497: 4.5423697134051036e-07
Position 512: 3.2963692660027123e-07
Position 156: 1.1759267169734052e-07
Position 954: 4.579097845453965e-08
Position 453: 2.785749463693385e-08
Position 800: 2.6648541707779664e-08
Position 986: 2.5061526392435844e-08
Position 476: 1.1314230823352148e-08
Position 566: 9.718712290346136e-09
Position 187: 8.510259990773029e-09
Position 560: 1.2925088877606694e-09
Position 503: 3.8855564691064363e-10
Position 163: 5.375256340758716e-11
Position 191: 1.4390886353949465e-13
