Gene = Spt20
index = 1517
Annotated 5SS: [ 678 1691 3864 4165 5839 6628]
Annotated 3SS: [ 748 1748 3932 4227 6342 6690]
SMsplice 5SS: [ 678 1691 3864 4165 4530 6628]
SMsplice 3SS: [ 748 1748 3932 4227 6342 6690]
top_k =  1000
Partition function (log Z): 5.448572960075717

Sorted 5' Splice Sites (High to Low Probability):
Position 1691: 0.9978382958878024
Position 678: 0.9965995189584224
Position 4165: 0.9888567439763494
Position 6628: 0.9799003488165409
Position 3864: 0.9509569603184246
Position 4530: 0.6313678115508174
Position 5839: 0.29477904304146807
Position 7088: 0.27974382194434466
Position 4496: 0.07556773298431123
Position 3049: 0.07385380375012399
Position 4719: 0.06952595249628284
Position 3148: 0.06843869945887951
Position 5949: 0.045830804335051295
Position 7769: 0.036360845002050377
Position 1951: 0.03559686805262783
Position 2813: 0.03121276758481381
Position 7276: 0.02040156922228401
Position 2058: 0.019744271511077566
Position 6961: 0.013576960985662927
Position 5503: 0.012704523636262266
Position 7180: 0.012135317552480662
Position 7654: 0.01137142933330487
Position 4954: 0.010814538116891136
Position 4174: 0.00948890996276374
Position 7161: 0.008811712229188487
Position 2784: 0.006166890786135165
Position 2679: 0.00613857481247949
Position 3792: 0.005031726765431318
Position 7437: 0.004923750020023806
Position 6211: 0.004758937528261117
Position 1784: 0.004179722262871506
Position 4929: 0.003988073743965305
Position 557: 0.003963342709477889
Position 7700: 0.003897942180735658
Position 8089: 0.003666712918387251
Position 8333: 0.0033569448439996047
Position 2848: 0.002948746577909643
Position 3878: 0.0028628398630115644
Position 2712: 0.002828425567660786
Position 5476: 0.00269489149460529
Position 7713: 0.0022451320404602085
Position 440: 0.0021795506447975805
Position 5430: 0.0021369205499335063
Position 5688: 0.0017639853450500355
Position 4003: 0.0017213716438406834
Position 8096: 0.0016536613393108566
Position 4534: 0.0015140809533984961
Position 7445: 0.0012469254109786203
Position 2005: 0.0011277788271079798
Position 6589: 0.0009537926498586263
Position 569: 0.0008727944868249894
Position 586: 0.0008573896059866334
Position 1878: 0.0008346495293241019
Position 4291: 0.0008220321976303633
Position 3810: 0.000672746570126707
Position 2186: 0.0006580624106357773
Position 7198: 0.0005973285288734418
Position 7097: 0.0005821630306962977
Position 2796: 0.0005785083033725625
Position 5166: 0.000538417596246886
Position 8255: 0.0005084432561521028
Position 3868: 0.0004906836245741548
Position 6351: 0.0004889642858108721
Position 32: 0.0004320097769575598
Position 1284: 0.0004209694363713074
Position 862: 0.00041455986778830546
Position 6534: 0.00040133499451967163
Position 7439: 0.0003915616899636717
Position 7231: 0.00039040189305979215
Position 6531: 0.00037093703174464804
Position 2510: 0.0003658885435964544
Position 3448: 0.0003464884922350766
Position 4169: 0.00032248116741494264
Position 2944: 0.0003131768199714612
Position 7238: 0.0003115117555816659
Position 485: 0.0003039424596269094
Position 7402: 0.0002829864472539522
Position 1826: 0.00027370353603259334
Position 3093: 0.00027277923583973084
Position 831: 0.00026808920790843293
Position 2154: 0.00025250532455731704
Position 5518: 0.00024714114179356716
Position 2733: 0.00023175584479138468
Position 8562: 0.00022572426605831054
Position 3453: 0.00020260277856496987
Position 4926: 0.00019659279810158533
Position 2467: 0.00019548618462967665
Position 27: 0.00018998497166571648
Position 6363: 0.0001731549545314605
Position 3387: 0.00015623351697886578
Position 6632: 0.00014502261810389662
Position 3657: 0.0001437674063906547
Position 6133: 0.00013586649378961063
Position 2275: 0.00012311967553239907
Position 5843: 0.00012205488392292768
Position 8175: 0.00011957660603044825
Position 193: 0.00010343457745202963
