Gene = sick
index = 1872
Annotated 5SS: [ 32514  61476  90956 111528 112503 114068 129578 129787 130148 132632
 132990 160035 160362 160907]
Annotated 3SS: [ 61304  90578 111396 112393 112573 129017 129641 129844 132257 132837
 158187 160105 160426 160967]
SMsplice 5SS: [   459  11221  32514  61476  90956 111528 112004 112503 114068 129578
 129787 130148 132632 132990 154875 160035 160362 160907]
SMsplice 3SS: [ 10979  32407  61304  90578 111396 111610 112292 112573 129017 129641
 129844 132257 132837 154041 158187 160105 160426 160967]
top_k =  1000
Partition function (log Z): -178.057537117959

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.8089021454179934
Position 29247: 0.8074536866737203
Position 11221: 0.6914008346913475
Position 17939: 0.1851011388150872
Position 2305: 0.11623934040735397
Position 791: 0.10339659905825027
Position 153: 0.05101859134066363
Position 808: 0.031205654550991477
Position 274: 0.030275304249413854
Position 1234: 0.024997528398161162
Position 16980: 0.01728825388375852
Position 16598: 0.010412255821361219
Position 16066: 0.005985347014420481
Position 262: 0.0059702046062834364
Position 8141: 0.005634370714821671
Position 3992: 0.005584086365081011
Position 268: 0.004148008840961974
Position 270: 0.003725212323217307
Position 266: 0.003237378936449976
Position 525: 0.001867010497227501
Position 278: 0.0013072604970740635
Position 264: 0.0011540130408791644
Position 16440: 0.0010573949603054544
Position 10287: 0.0010237336990090464
Position 1107: 0.0007619714693795402
Position 4647: 0.0005069929695995685
Position 3752: 0.0005028207293822529
Position 6753: 0.000497660400796873
Position 1117: 0.00041296593772185026
Position 658: 0.00039794148713304936
Position 3969: 0.00039529534659384015
Position 5767: 0.0003520197086855186
Position 3996: 0.00032746026806710395
Position 3730: 0.0002965274186997253
Position 11151: 0.0002773862282306826
Position 1501: 0.00027340205462817916
Position 8119: 0.00024201137798699686
Position 812: 0.0002397814797054412
Position 633: 0.00022039435594248724
Position 11377: 0.00021925910637163497
Position 2050: 0.00020922063015219475
Position 280: 0.00018963662033549364
Position 77: 0.0001654278385766534
Position 1980: 0.00013472149143947792
Position 1238: 0.0001257804669140631
Position 1711: 0.00012224083330313203
Position 248: 0.00011129069535823674
Position 1723: 0.00010914381668252049
Position 282: 0.00010286437186614273
Position 900: 8.053021920548779e-05
Position 463: 6.996151134418408e-05
Position 284: 6.807436578400688e-05
Position 747: 6.778941666445333e-05
Position 1416: 6.614887613505434e-05
Position 1925: 6.209555047116056e-05
Position 566: 5.560500317880017e-05
Position 663: 4.7552510564840116e-05
Position 575: 3.698887964303356e-05
Position 191: 3.650783820344827e-05
Position 602: 3.513010609310809e-05
Position 1945: 3.336541902653072e-05
Position 12778: 3.2879098218414645e-05
Position 1469: 3.06428541246275e-05
Position 12391: 3.0288607562031852e-05
Position 528: 2.8948237955990827e-05
Position 1682: 2.8724805100876437e-05
Position 580: 2.8659504621552817e-05
Position 1756: 2.7846742680391877e-05
Position 206: 2.7245207458122825e-05
Position 879: 2.723512026585681e-05
Position 466: 2.685357641291523e-05
Position 1051: 2.10558874836893e-05
Position 1023: 2.0067763293320703e-05
Position 1994: 2.0005931937457495e-05
Position 587: 1.8683053468927725e-05
Position 704: 1.2257901889018435e-05
Position 5473: 1.0830024630431895e-05
Position 272: 7.046108010175802e-06
Position 398: 6.533287499453219e-06
Position 84: 6.077953109672504e-06
Position 3720: 5.230412698534168e-06
Position 18: 4.954737970564243e-06
Position 56: 4.2564527780990785e-06
Position 888: 4.060690478760569e-06
Position 67: 3.300068993153116e-06
Position 558: 3.282180396687625e-06
Position 668: 3.1752075468935212e-06
Position 3763: 3.0144725873160376e-06
Position 3733: 2.9300181980014553e-06
Position 596: 2.841343535495839e-06
Position 322: 2.046612208340522e-06
Position 502: 2.02371245615184e-06
Position 689: 1.925224221339164e-06
Position 1512: 1.4051952934281073e-06
Position 734: 1.3788828645848995e-06
Position 3639: 1.2508566924354778e-06
Position 1349: 1.1837486740850236e-06
Position 242: 1.022613281198212e-06
Position 439: 8.173670887411274e-07
Position 115: 7.967443707235055e-07
Position 7187: 6.930253465028054e-07
Position 137: 6.780511731583768e-07
Position 863: 6.433393558894959e-07
Position 5: 6.311487373899342e-07
Position 7183: 5.94182407289846e-07
Position 893: 4.5630226411196117e-07
Position 5408: 4.322685308577183e-07
Position 286: 3.500583682873341e-07
Position 2827: 3.1378204902214654e-07
Position 208: 3.055444981251602e-07
Position 2362: 2.7136619875206854e-07
Position 682: 2.593889020053966e-07
Position 1257: 2.524538565715448e-07
Position 795: 2.4474058148371785e-07
Position 1006: 2.4193132453344905e-07
Position 1111: 2.3027548619449238e-07
Position 2629: 2.2197081983417565e-07
Position 4041: 2.1750685930378083e-07
Position 4751: 2.156680958127748e-07
Position 3839: 1.914283694396477e-07
Position 21: 1.8505626730191868e-07
Position 3145: 1.8005912187775383e-07
Position 5216: 1.6907661997622225e-07
Position 4745: 1.3817519842103671e-07
Position 1284: 1.3563646458017993e-07
Position 2309: 1.3353558339946178e-07
Position 1163: 1.2230596239722473e-07
Position 470: 1.1553897997965019e-07
Position 378: 1.1318749853468783e-07
Position 3517: 1.0678101026089303e-07
Position 117: 9.306039516740822e-08
Position 3575: 5.0300236550458876e-08
Position 2175: 4.981860212376536e-08
Position 18221: 4.0048556293763534e-08
Position 2574: 3.321409752840655e-08
Position 2408: 2.0089929009789855e-08
Position 27: 1.7950433862256926e-08
Position 2982: 1.5278995739553948e-08
Position 344: 1.2868491873718304e-08
Position 288: 2.918055671120444e-09
Position 937: 3.646416417655422e-11
Position 302: 1.9683314821714035e-11
Position 2613: 1.9675397402381497e-12
Position 2616: 1.9030827175594728e-12
Position 3130: 7.609963153513721e-13
Position 2459: 4.8514527669706725e-17
Position 3093: 4.388106380270854e-17
Position 2476: 4.282122808793454e-17
Position 2453: 3.8300233468815654e-17
Position 2538: 3.7058385060175246e-17
Position 2744: 3.5328240476112693e-17
Position 2948: 3.4944326791869663e-17
Position 2255: 1.3260383589385055e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 28685: 0.8366471522671729
Position 10979: 0.6663740835856674
Position 29477: 0.6279267485294858
Position 29297: 0.2838287784270234
Position 16207: 0.11214636878654251
Position 2108: 0.1073392673098714
Position 17512: 0.07490711849334519
Position 29365: 0.05635072026647783
Position 327: 0.029723611685768776
Position 587: 0.019702524735453177
Position 974: 0.01695258928636279
Position 10982: 0.016827908634776848
Position 17492: 0.0108938121737313
Position 16239: 0.006264251529524152
Position 15932: 0.005985351515736566
Position 17497: 0.005891381612292731
Position 10520: 0.005067325141297302
Position 3837: 0.004913353257312997
Position 727: 0.004055080386270053
Position 17360: 0.003757045376982481
Position 7500: 0.003716429983671118
Position 626: 0.0028165454527910657
Position 932: 0.0028081390979302987
Position 10350: 0.0027302590895693464
Position 25807: 0.0026320292459451017
Position 9375: 0.0019086407133110151
Position 654: 0.0014004437352314473
Position 3482: 0.0013981308114307158
Position 592: 0.0013295488773708611
Position 7990: 0.0012881263279616172
Position 3883: 0.0009920650340672933
