Gene = nrm
index = 1822
Annotated 5SS: [  395  4072  9128  9336 12649 13225 13446 14450 14668 14934 15579 15823
 16191 16377 17191 20726 20879 21096 21241 22471 25798 26748 27816 28296
 31560 33830 36016]
Annotated 3SS: [ 3680  8955  9186 12477 13065 13368 14350 14507 14821 15396 15646 16058
 16260 16805 20595 20782 20936 21157 22283 25656 26713 27171 27935 31464
 32446 35121 39639]
SMsplice 5SS: [  143  9128  9336 12649 13225 13446 14668 14934 15579 15823 16191 17191
 20726 20879 21096 21241]
SMsplice 3SS: [ 8955  9186 12477 13065 13368 14350 14821 15396 15646 16058 16260 20595
 20782 20936 21157 41419]
top_k =  1000
Partition function (log Z): 6.166542922688641

Sorted 5' Splice Sites (High to Low Probability):
Position 21241: 0.999292100112028
Position 20879: 0.9970060000579501
Position 9128: 0.9965864209780692
Position 20726: 0.9909718836393459
Position 15579: 0.9784288065906732
Position 21096: 0.9762915766263414
Position 16191: 0.9170481258842504
Position 14668: 0.9029308446853853
Position 9336: 0.8824704002189142
Position 17191: 0.8351924458955048
Position 13446: 0.7790080613454288
Position 14934: 0.6562796070715317
Position 15823: 0.5553217567951507
Position 12649: 0.5220065065229341
Position 16377: 0.4055185365406498
Position 13225: 0.39982001607625667
Position 4072: 0.3885878903741893
Position 9709: 0.2975609280406062
Position 15987: 0.2276967457677682
Position 14450: 0.218540909812701
Position 31560: 0.21250986102492356
Position 13284: 0.19432106884489894
Position 12786: 0.1848585251360699
Position 15897: 0.15596079975924865
Position 143: 0.15364013467602602
Position 960: 0.1447447811942959
Position 395: 0.13939089939412172
Position 10880: 0.13505822812488005
Position 151: 0.1347590849781977
Position 9617: 0.13302258971915135
Position 17652: 0.11148787478108166
Position 203: 0.09995445881643943
Position 1222: 0.09037018420662056
Position 22471: 0.08891986380081933
Position 16934: 0.06872985555318226
Position 31831: 0.06690437666668751
Position 464: 0.06656519476696898
Position 259: 0.06467038765240654
Position 33830: 0.0612023803211333
Position 18556: 0.05853403110537413
Position 12585: 0.05389406512264164
Position 13886: 0.0536224289967855
Position 13197: 0.053263589730879884
Position 17994: 0.05046827330893467
Position 16948: 0.04608835069735646
Position 34115: 0.042893473863214016
Position 33014: 0.0414552459154537
Position 9864: 0.039961811604918726
Position 7673: 0.037487951141881005
Position 11047: 0.03675054034041157
Position 12612: 0.03382412561039584
Position 32162: 0.033593679445699846
Position 2524: 0.03231261190495644
Position 14938: 0.030627703280658967
Position 18580: 0.029935397939827923
Position 1613: 0.028808836473294908
Position 12954: 0.027486011595790442
Position 483: 0.0263026530669018
Position 15124: 0.02582014420744612
Position 13274: 0.024752138601806573
Position 16876: 0.0246999333093367
Position 15252: 0.02316418603493502
Position 34: 0.022594082280530937
Position 11238: 0.021937445985366694
Position 17195: 0.021414158627947197
Position 16960: 0.021104508475768762
Position 16708: 0.020227077203967863
Position 14994: 0.01993303408651065
Position 4725: 0.01913197137278164
Position 16195: 0.015662134816714513
Position 15035: 0.015277245755568509
Position 20163: 0.013101492373892612
Position 16187: 0.012985025300346778
Position 28778: 0.012429894852930671
Position 10225: 0.011914730406843163
Position 29211: 0.01180146521096238
Position 9626: 0.011685122972201733
Position 15011: 0.011516384298230603
Position 15343: 0.010902772713183627
Position 15827: 0.010812146507245443
Position 461: 0.010472243917298922
Position 4448: 0.009862403600724299
Position 2279: 0.00972405229637353
Position 15018: 0.008590427317016425
Position 16477: 0.008275254046369146
Position 9531: 0.008028485416061649
Position 5185: 0.007648642843735777
Position 101: 0.006891634603212647
Position 269: 0.006735900111162617
Position 21080: 0.006616215327254732
Position 16302: 0.00649405613143234
Position 15771: 0.006158313945362615
Position 201: 0.006129566823358915
Position 9428: 0.005967310482053072
Position 20675: 0.005516339773641148
Position 22153: 0.005429648463370514
Position 15851: 0.005276978270888376
Position 15768: 0.004803777660257381
Position 13460: 0.004573771825956649
Position 21089: 0.004528280754301845
Position 4504: 0.004442785355435788
Position 4023: 0.004360431722006261
Position 15763: 0.004313335317306651
Position 28296: 0.004112877058009533
Position 18080: 0.004088096223294193
Position 3629: 0.003770816534856456
Position 10669: 0.00368937198772586
Position 13271: 0.0036498405238281077
Position 15835: 0.0035704813104056755
Position 9369: 0.0034149850465685565
Position 25798: 0.003185321232948372
Position 9438: 0.003109257548415823
Position 10705: 0.003003163691015388
Position 15842: 0.0029152230318204887
Position 15932: 0.002901371989291729
Position 13191: 0.002731609572888262
Position 2837: 0.0024870982442397223
Position 15846: 0.0022086569471839266
Position 27816: 0.002160182560952564
Position 14839: 0.00212801037954561
Position 15924: 0.0020695401037589
Position 136: 0.0019927820716631904
Position 9432: 0.0019890196163196813
Position 16261: 0.0019686847275930813
Position 26748: 0.001946683549848105
Position 22168: 0.0019260955793820214
Position 10478: 0.0019225730178307162
Position 13205: 0.0018484718311928899
Position 28251: 0.0018385322754664222
Position 9641: 0.0017410989999342777
Position 279: 0.0017323942992982673
Position 443: 0.0017212479458828783
Position 2870: 0.0016880554139871943
Position 338: 0.001672355400640832
Position 18886: 0.0016094330446800487
Position 9132: 0.0015874155450880272
Position 9362: 0.001564288428368207
Position 9188: 0.0014867321181279514
Position 914: 0.0014699372670876373
Position 4543: 0.0014549864797632553
Position 30: 0.0014544895710777248
Position 10387: 0.001294076590383249
Position 2470: 0.0012559040355626652
Position 15450: 0.0011513414412866179
Position 685: 0.0010666670956797203
Position 1275: 0.001024677188104582
