Gene = Hpd
index = 1214
Annotated 5SS: [ 101  345  796 1508]
Annotated 3SS: [ 317  411  853 1571]
SMsplice 5SS: [ 345  796 1508]
SMsplice 3SS: [ 411  853 1571]
top_k =  1000
Partition function (log Z): 2.4397352816751274

Sorted 5' Splice Sites (High to Low Probability):
Position 796: 0.9974922244126283
Position 1508: 0.9542788925165882
Position 345: 0.947632990385747
Position 101: 0.1288480739177098
Position 270: 0.05353115984793768
Position 1268: 0.0390425844909033
Position 25: 0.008696483478252234
Position 359: 0.007933568211607888
Position 1033: 0.007543258208847005
Position 141: 0.003972983745764723
Position 1198: 0.0034420940867856925
Position 133: 0.0032251428873930777
Position 125: 0.0012150527686578822
Position 122: 0.0008839242332160517
Position 136: 0.0007554736135202318
Position 155: 0.0005482172948652571
Position 180: 0.0005186634873643218
Position 1066: 0.0004522633707707886
Position 1382: 0.00037360246909525136
Position 349: 0.00036170773591098765
Position 989: 0.0002609493848346473
Position 800: 0.00024186416721676585
Position 892: 0.00022639918336932435
Position 209: 0.0001828963779952773
Position 86: 0.00013653070296585544
Position 772: 0.00013594897132501493
Position 1484: 0.0001249081563543221
Position 1142: 0.00012334050533342278
Position 92: 0.00011561960968053095
Position 1207: 8.699152588202977e-05
Position 58: 3.0946919052067385e-05
Position 986: 2.9537198089781007e-05
Position 1221: 2.7103339015348266e-05
Position 1118: 2.5034680331442757e-05
Position 457: 1.9588460019872926e-05
Position 1393: 1.3175773116810854e-05
Position 1224: 1.0440751767165288e-05
Position 679: 8.525056756140376e-06
Position 377: 6.436426711896066e-06
Position 591: 4.188836652120803e-06
Position 1183: 4.090455757312938e-06
Position 1202: 4.048558999243214e-06
Position 656: 3.1942775484529313e-06
Position 23: 2.620531273754176e-06
Position 1546: 1.428061576432934e-06
Position 804: 9.360531134294735e-07
Position 1051: 6.201795070946484e-07
Position 1070: 6.114200024422393e-07
Position 667: 5.84029387221343e-07
Position 1318: 5.840116762525369e-07
Position 938: 5.740554124438636e-07
Position 733: 5.258703847999671e-07
Position 925: 4.716410999645585e-07
Position 1022: 4.614406416448482e-07
Position 658: 2.3060434384894808e-07
Position 1297: 2.0744040770686038e-07
Position 1111: 1.6636290970330629e-07
Position 565: 1.4137981542681488e-07
Position 853: 1.3030712690704598e-07
Position 1226: 7.225008469947301e-08
Position 730: 1.0505556848388268e-08
Position 583: 5.79039710054461e-09
Position 719: 4.9513422245495376e-09
Position 878: 2.2183170903264174e-09
Position 595: 1.5151757853016054e-09
Position 712: 2.50320874653103e-11
Position 589: 7.992131462680056e-12
Position 714: 6.185291012088102e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 853: 0.9839192948690574
Position 411: 0.9692130219339115
Position 1571: 0.9609253161981117
Position 317: 0.13515975506381883
Position 1336: 0.034564456239966256
Position 246: 0.023434917371098377
Position 191: 0.017568042331928733
Position 1342: 0.009173818496214556
Position 922: 0.0066858888236273175
Position 178: 0.0037818923477114315
Position 525: 0.0024230189648624815
Position 1084: 0.002335365760832118
Position 155: 0.002035731210980845
Position 147: 0.0019441694861513125
Position 1438: 0.0012978635175188897
Position 269: 0.0012262400763815016
Position 1339: 0.0008463666022426976
Position 1327: 0.0007117128692859702
Position 220: 0.0006651426466513957
Position 1051: 0.0005595663635413025
Position 967: 0.00047449627931733346
Position 1012: 0.0004481016600858116
Position 1000: 0.0003963351600113579
Position 1189: 0.0003947493188256699
Position 322: 0.00028473379606105216
Position 1363: 0.00028382737937392887
Position 256: 0.0002783346277259977
Position 1264: 0.0002146591035291897
Position 474: 0.00018624776494582585
Position 573: 0.00017981476572308524
Position 1393: 0.0001237592789468841
Position 935: 0.00011373764600106158
Position 1282: 0.00010874062478534441
Position 1353: 0.00010135230378030901
Position 336: 5.251704245962565e-05
Position 92: 5.153603240562463e-05
Position 579: 3.6606519802188565e-05
Position 1459: 3.2979707146181317e-05
Position 1138: 3.0730059264247134e-05
Position 1183: 2.9928020452636237e-05
Position 345: 2.713371000697134e-05
Position 1595: 2.4671067221290188e-05
Position 902: 2.380982134618384e-05
Position 1450: 1.967487997292671e-05
Position 471: 1.940585451922931e-05
Position 1180: 1.887744377374385e-05
Position 1464: 1.6536147265984918e-05
Position 730: 1.5811784308247788e-05
Position 829: 1.5109727602342562e-05
Position 434: 1.4746712638500563e-05
Position 418: 1.0362359509372643e-05
Position 1195: 9.748683400241735e-06
Position 1540: 9.67590983311293e-06
Position 1390: 9.374648234642615e-06
Position 1166: 8.06838977174696e-06
Position 1484: 7.594625341959543e-06
Position 532: 3.888369995917667e-06
Position 180: 3.753442637060597e-06
Position 1135: 3.5977997905873504e-06
Position 1018: 3.2809503759260667e-06
Position 1369: 3.2559812356060983e-06
Position 684: 2.9114560549958313e-06
Position 1289: 2.194796611097049e-06
Position 558: 1.6101660044572601e-06
Position 1147: 1.5693796181673832e-06
Position 1231: 1.4392322582756745e-06
Position 663: 1.3467736447208274e-06
Position 1626: 1.337107606030629e-06
Position 1546: 1.0528968804641667e-06
Position 357: 9.396751999204611e-07
Position 750: 9.116592469693692e-07
Position 1631: 6.262115948616733e-07
Position 670: 3.0927789895168993e-07
Position 375: 2.9882307495426754e-07
Position 679: 2.3740090723580056e-07
Position 792: 1.7571402462357506e-07
Position 349: 1.4099488231605176e-07
Position 1512: 1.3927318695956315e-07
Position 482: 6.186193568893055e-08
Position 621: 3.601346489036437e-08
Position 534: 1.557505020431695e-08
Position 109: 4.331243200631441e-09
Position 67: 2.8372012802828226e-09
Position 765: 1.3401674578582336e-09
Position 86: 1.128840170773686e-09
Position 883: 3.2205937675106296e-10
Position 69: 3.19124034512877e-10
