Gene = jp
index = 1736
Annotated 5SS: [  318 11117 11467 12751 12948 13163 15034 16547]
Annotated 3SS: [10351 11251 12481 12810 13021 13223 16345 17084]
SMsplice 5SS: [  318 11117 11467 12751 12948 13163 15034 16547]
SMsplice 3SS: [10351 11251 12481 12810 13021 13223 16345 17084]
top_k =  1000
Partition function (log Z): 21.578545382443636

Sorted 5' Splice Sites (High to Low Probability):
Position 11117: 0.9952507054141819
Position 11467: 0.99363490872804
Position 13163: 0.9916878765306189
Position 16547: 0.9831243562810107
Position 15034: 0.976097319520468
Position 12948: 0.9278355042692391
Position 12751: 0.8944152214651637
Position 318: 0.3983364624604798
Position 17661: 0.34367285120846025
Position 210: 0.2740155735434182
Position 16272: 0.2569405813444608
Position 1747: 0.17597657448558013
Position 17650: 0.15572721923625002
Position 17343: 0.1350567267182702
Position 15477: 0.12545975950328092
Position 17254: 0.07847686717581943
Position 104: 0.07739396163447712
Position 12964: 0.0689514018449061
Position 18557: 0.06769304117122983
Position 13706: 0.06000378974958469
Position 10196: 0.0471314741925743
Position 736: 0.03809865553724756
Position 694: 0.03267157843137964
Position 4231: 0.030372413368013596
Position 3452: 0.028384115298618607
Position 15218: 0.026546520733660806
Position 13909: 0.022878405655470096
Position 18109: 0.020574071403971213
Position 4469: 0.01927897099090966
Position 1974: 0.017733676927341784
Position 859: 0.016893119300760893
Position 15339: 0.016202784970963027
Position 108: 0.014608546353781064
Position 549: 0.01378449390241784
Position 4104: 0.011959747330414043
Position 13305: 0.011880297184120465
Position 82: 0.010838168930865043
Position 4913: 0.010830085539774588
Position 13286: 0.010267304518011403
Position 18232: 0.010090987830876669
Position 4098: 0.009813108287443443
Position 9962: 0.009047948626309449
Position 2771: 0.00901412220912937
Position 16019: 0.00895807570978943
Position 13534: 0.008365890341897896
Position 14063: 0.008128017145303985
Position 722: 0.007165549110450393
Position 13102: 0.006868390355751852
Position 16529: 0.006244662076375212
Position 12611: 0.005943176303432678
Position 10524: 0.005713354858478582
Position 5634: 0.005436471528588901
Position 13939: 0.005149512083371247
Position 12118: 0.005070251825964807
Position 18248: 0.004955665047645893
Position 18387: 0.004350180912769572
Position 322: 0.004152177856204427
Position 672: 0.0040075741636168985
Position 13514: 0.0038815290494935983
