Gene = Rrp1
index = 1458
Annotated 5SS: [1253 1392 1795]
Annotated 3SS: [1313 1453 1856]
SMsplice 5SS: [1253 1392 1795]
SMsplice 3SS: [1313 1453 1856]
top_k =  1000
Partition function (log Z): 5.026177691219062

Sorted 5' Splice Sites (High to Low Probability):
Position 1795: 0.9962932005913686
Position 1253: 0.9900938750747382
Position 1392: 0.9465507819244344
Position 1523: 0.2368949981090563
Position 2627: 0.09611209014432051
Position 1383: 0.05124947369676172
Position 994: 0.03224917871817729
Position 2072: 0.03202480214713535
Position 1085: 0.018262642591338803
Position 2144: 0.008948413663126995
Position 1561: 0.005819383283427724
Position 1550: 0.004607243140839471
Position 18: 0.0041975673693729594
Position 1527: 0.003198690600891766
Position 2045: 0.003106297154341919
Position 2543: 0.0030711293532966013
Position 1642: 0.0026843577524134736
Position 158: 0.0023924835859637306
Position 973: 0.0019830092483433476
Position 829: 0.001885600161753885
Position 2520: 0.0018783520822587213
Position 2442: 0.0017036734853342734
Position 2529: 0.001603111885081747
Position 928: 0.000983881483619107
Position 1096: 0.00040181934324975233
Position 493: 0.00027863335548638103
Position 556: 0.00023604935863894938
Position 1210: 0.00022103828223271689
Position 1208: 0.00021569546550471766
Position 2012: 0.00020774431568368877
Position 2618: 0.00020598105021176627
Position 2054: 0.0002047079722982872
Position 337: 0.00019552823271849358
Position 2598: 0.00019047648881524964
Position 2589: 0.0001231418311656759
Position 2148: 0.00011386162486443892
Position 2175: 0.00010120050155740965
Position 2022: 9.85477606224269e-05
Position 1511: 9.40169800762229e-05
Position 625: 8.478416829711566e-05
Position 2445: 8.352381124848662e-05
Position 1893: 6.288946788854449e-05
Position 168: 4.710835412596601e-05
Position 1403: 4.426072579330817e-05
Position 15: 4.2446871123580666e-05
Position 2199: 3.9661122475143246e-05
Position 1748: 3.872233534965399e-05
Position 786: 3.2500748492694695e-05
Position 919: 3.076073919569666e-05
Position 2100: 3.0430605809146705e-05
Position 2533: 2.8048852090897627e-05
Position 2557: 2.6188619232195713e-05
Position 2272: 2.6100584405025133e-05
Position 32: 2.282220350860189e-05
Position 1953: 2.1237408580407646e-05
Position 2178: 2.0418777245738145e-05
Position 1263: 1.9500493569278547e-05
Position 1213: 1.949784092147452e-05
Position 778: 1.90449856040894e-05
Position 94: 1.857913037717141e-05
Position 198: 1.661829608226392e-05
Position 1734: 1.461458080599391e-05
Position 1986: 1.2762354778977215e-05
Position 2070: 1.2409492697540169e-05
Position 112: 1.1722748772006228e-05
Position 496: 1.0270929774112245e-05
Position 2535: 9.207011763182288e-06
Position 409: 9.112698763398211e-06
Position 189: 9.05927916511691e-06
Position 1721: 8.64483438337513e-06
Position 1755: 8.122614887558077e-06
Position 2391: 7.928685513242462e-06
Position 385: 6.7600684455190335e-06
Position 1274: 5.989748533482392e-06
Position 13: 5.790477600342147e-06
Position 1012: 4.769941035669859e-06
Position 1865: 4.702201680725245e-06
Position 1024: 2.8261704173403928e-06
Position 590: 2.620341541959477e-06
Position 1595: 2.5008289482986624e-06
Position 2571: 1.8362206262741066e-06
Position 2076: 1.4826790415807204e-06
Position 1498: 1.4161724361802004e-06
Position 249: 9.413087267260587e-07
Position 229: 5.998290820430519e-07
Position 83: 4.774682343078566e-07
Position 1352: 4.5886204572725606e-07
Position 60: 4.453984408429721e-07
Position 630: 4.281249435881105e-07
Position 152: 3.51821946851556e-07
Position 72: 9.087731030178368e-08
Position 443: 8.450092260254158e-08
Position 220: 7.940095718585792e-08
Position 875: 5.213929486517794e-08
Position 298: 4.136458955624202e-08
Position 218: 2.7915796996274906e-08
Position 2418: 2.499962215611077e-08
Position 1337: 1.816429785539072e-08
Position 2433: 1.4960961501276704e-08
Position 1880: 5.058306744049561e-09
Position 1928: 2.3882143595409763e-09
Position 1714: 7.873917468742054e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1453: 0.9970410856527695
Position 1313: 0.9956990404362974
Position 1856: 0.9952333896791943
Position 1603: 0.18087594126463918
Position 2682: 0.10701955295774666
Position 1678: 0.05342999826590419
Position 1048: 0.03401775355521902
Position 2141: 0.017844957396716803
Position 2621: 0.014805735899988428
Position 1137: 0.014188709750264903
Position 1706: 0.011923620270562258
Position 1675: 0.004756821053286385
Position 72: 0.0036422773752934805
Position 2234: 0.00293137462439209
Position 2320: 0.0021461997246696295
Position 2716: 0.0021323000735899112
Position 1149: 0.001817006255597694
Position 1865: 0.0010497253005705733
Position 1319: 0.0010240425720398822
Position 883: 0.0010184195456790165
Position 2088: 0.000988800128493916
Position 1615: 0.0008077643793728688
Position 1657: 0.000770634607752258
Position 2132: 0.0007605890623017088
Position 225: 0.0007474288653638672
Position 2264: 0.0007444787411619497
Position 2342: 0.0005029276623649266
Position 2153: 0.00041109568601957556
Position 1880: 0.0003873951891833615
Position 1459: 0.0003306348864285119
Position 1146: 0.0003067802071203005
Position 681: 0.00024399624591739375
Position 1012: 0.00020783285422254372
Position 1938: 0.0001987321658656118
Position 1071: 0.00017894512805708646
Position 2246: 0.00016522430212210425
Position 2286: 0.00010575174646621162
Position 1059: 0.00010139469642610309
Position 645: 8.841696120271379e-05
Position 1966: 8.532398020545314e-05
Position 1099: 8.244779920083624e-05
Position 2267: 6.498819624675701e-05
Position 436: 5.7943578485471464e-05
Position 625: 5.5016220676255206e-05
Position 1684: 5.31892878324804e-05
Position 1727: 4.123674663637496e-05
Position 997: 3.93491095224871e-05
Position 601: 3.648325062191635e-05
Position 2517: 3.0719515215545955e-05
Position 1119: 3.0222276592226038e-05
Position 1021: 2.3435528405408315e-05
Position 244: 2.3265450952230695e-05
