Gene = fok
index = 1704
Annotated 5SS: [493]
Annotated 3SS: [2054]
SMsplice 5SS: [493]
SMsplice 3SS: [5597]
top_k =  1000
Partition function (log Z): -7.833598696610001

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.7880180770114519
Position 1996: 0.6225728122413416
Position 1656: 0.5425475213153118
Position 2284: 0.5124988955162824
Position 3136: 0.1913839084863792
Position 2282: 0.16962781157073487
Position 1243: 0.13781714501700087
Position 3589: 0.1271222128420619
Position 4335: 0.0880418731974741
Position 758: 0.07778054029222202
Position 1947: 0.06946503782069285
Position 3410: 0.03674040046752481
Position 2394: 0.026126703121471227
Position 5088: 0.025568670247746804
Position 5065: 0.02262988647934545
Position 2719: 0.020307648999141868
Position 3754: 0.015246563792882913
Position 1428: 0.01498566817298586
Position 433: 0.013269004326924298
Position 3322: 0.011826288863952856
Position 3307: 0.00964623656427781
Position 2925: 0.00960160846788371
Position 3140: 0.009556858161271152
Position 3963: 0.009333458808112123
Position 1677: 0.008473662827747142
Position 4339: 0.0070020306320130905
Position 2974: 0.006335799030244501
Position 925: 0.005224127653748603
Position 1247: 0.004735781607832793
Position 4426: 0.0038101244492001994
Position 1020: 0.0036450068253277494
Position 2288: 0.0034576792024304816
Position 1660: 0.0034212674848937605
Position 5698: 0.003380147408084298
Position 3593: 0.0030444275535780447
Position 2317: 0.00296445288301171
Position 996: 0.002138553388000491
Position 147: 0.0020774379474954815
Position 3557: 0.002014126381319687
Position 125: 0.0017599441235840374
Position 1147: 0.001177100303936952
Position 1665: 0.0010856164941821336
Position 1138: 0.0010240924338676283
Position 111: 0.0010080139408310087
Position 3005: 0.000986884958739089
Position 198: 0.0009773307939902616
Position 2844: 0.0009320093144826649
Position 1910: 0.0008926430547337314
Position 1339: 0.0006781896259907887
Position 592: 0.000627242243604443
Position 2985: 0.0005743738031891692
Position 164: 0.0005494043865069618
Position 2512: 0.0005489608890495466
Position 1964: 0.00052777716486968
Position 1510: 0.0004968449524242636
Position 1891: 0.00047113822427640806
Position 1680: 0.000469160800076444
Position 1284: 0.0004620792350706837
Position 585: 0.00042413528996452864
Position 863: 0.0004207627252265849
Position 1253: 0.0003799059395786718
Position 1441: 0.00035450874891305284
Position 1417: 0.0002921685193701651
Position 1298: 0.0002906223927349867
Position 932: 0.00026117512980647985
Position 1683: 0.00023385796889195315
Position 1636: 0.00021788943154324347
Position 566: 0.00020824528815288366
Position 762: 0.00020333713356066168
Position 1760: 0.00019593125205335626
Position 2535: 0.00018972743206187276
Position 3008: 0.00017758889552167676
Position 2348: 0.00017074863855214703
Position 1617: 0.0001700986430636283
Position 891: 0.00016001969914440382
Position 1194: 0.00015670016580463108
Position 670: 0.00014906245789760275
Position 481: 0.00014220062147340154
Position 1445: 0.00012571352992677128
Position 999: 0.000125450742707257
Position 1393: 0.00011846297195650423
Position 2007: 0.00011825008994228395
Position 3074: 0.00010937615651317718
Position 128: 0.00010718169593373358
Position 1697: 0.00010612062905532874
Position 1397: 0.00010404461042993842
Position 5729: 8.528592756617663e-05
Position 310: 7.79685220717646e-05
Position 1877: 7.388161202340909e-05
Position 662: 6.924877125227262e-05
Position 1925: 6.836201215622402e-05
Position 1713: 5.664648803784936e-05
Position 2360: 5.4465218629613214e-05
Position 1593: 3.999433328809387e-05
Position 2553: 3.229528022700255e-05
Position 664: 3.225296011397343e-05
Position 1313: 2.3180555374779712e-05
Position 1202: 2.1293195561750856e-05
Position 1032: 1.8441755598772128e-05
Position 1204: 1.8340667177987496e-05
Position 281: 1.8083885974190574e-05
Position 1113: 9.982603607237164e-06
Position 1694: 9.24199184763768e-06
Position 1905: 8.649030609036462e-06
Position 682: 7.084629769895618e-06
Position 666: 6.1556608288792905e-06
Position 1842: 5.830092100141954e-06
Position 680: 5.816216234500911e-06
Position 297: 5.584056832479929e-06
Position 94: 5.0963070885531186e-06
Position 678: 4.803192370599105e-06
Position 465: 4.713953120711642e-06
Position 486: 4.393415597168377e-06
Position 443: 4.1737485543793065e-06
Position 583: 2.8050536476485385e-06
Position 674: 2.3570442826905385e-06
Position 731: 1.950585742663379e-06
Position 357: 1.6774534825253996e-06
Position 808: 1.61924540631915e-06
Position 342: 1.61036999220478e-06
Position 676: 1.4461280794015026e-06
Position 2059: 1.1853873254008778e-06
Position 422: 1.1677246464910041e-06
Position 7: 9.768711433760356e-07
Position 596: 9.723879193046783e-07
Position 947: 9.05213939781429e-07
Position 577: 8.261371227545053e-07
Position 783: 5.822399767040715e-07
Position 604: 5.749428151177711e-07
Position 745: 4.9544369778364e-07
Position 594: 3.7402529347986766e-07
Position 386: 1.3193904002741185e-07
Position 654: 2.7356235338247873e-08
Position 668: 1.2026907558132797e-08
Position 599: 1.2026772634807905e-08
Position 607: 5.7991523269846574e-09
Position 2358: 4.437865772082069e-09
Position 722: 2.5416486125137403e-09
Position 686: 1.9717564159861776e-09
Position 724: 3.196548533134155e-10
Position 940: 2.7744180401636707e-10
Position 684: 1.7281593541503512e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2054: 0.8557218728695389
Position 5597: 0.7623450403933051
Position 1813: 0.4658087355354538
Position 1481: 0.30391348615280167
Position 3206: 0.24908036316493068
Position 1798: 0.15962083137467598
Position 2654: 0.09797113882206185
Position 993: 0.08087654514031457
Position 4256: 0.07229451362262694
Position 1084: 0.06818911942304146
Position 2627: 0.05304454584823107
Position 1581: 0.042613091724350675
Position 3054: 0.03967151144402012
Position 1774: 0.03822076182044423
Position 1759: 0.037953583217287014
Position 4843: 0.02937201364935629
Position 4485: 0.028312002715973405
Position 1456: 0.026114844896177276
Position 1319: 0.025314815394891527
Position 1173: 0.023715961205810092
Position 3465: 0.021709212965354403
Position 3674: 0.019315851507145713
Position 1384: 0.014443310725059309
Position 2355: 0.01276617309419474
Position 1122: 0.012220746109528348
Position 2898: 0.011332332725636055
Position 4602: 0.007404362162728549
Position 5448: 0.00546002188674079
Position 2699: 0.005195214194904354
Position 1301: 0.004433598788689569
Position 1284: 0.004392477233186501
Position 1465: 0.004301894646787888
Position 1534: 0.003493689737055545
Position 816: 0.003406597590988044
Position 5752: 0.003380147408084298
Position 3008: 0.003323813920714416
Position 689: 0.0031730698856598733
Position 3350: 0.003098406163601529
Position 891: 0.0028350209342267022
Position 1497: 0.002747867108635083
Position 328: 0.002634513440323495
Position 1431: 0.0024711527282925473
Position 1731: 0.0020486351293002585
Position 715: 0.0015190011276821152
Position 2417: 0.0013749318994972155
Position 4622: 0.001349030570971024
Position 3918: 0.0012952839439137227
Position 844: 0.0012492280150812407
Position 2764: 0.001036505223389285
