Gene = Ca-Ma2d
index = 1050
Annotated 5SS: [ 760 5475 5836 5971 6412 6625 7186 7496 7661 8149 8510]
Annotated 3SS: [4144 5658 5892 6034 6475 6679 7252 7566 7726 8337 8570]
SMsplice 5SS: [ 760 5475 5971 6412 6625 7186 7496 7661 8149 8510]
SMsplice 3SS: [4144 5658 6034 6475 6679 7252 7566 7726 8337 8570]
top_k =  1000
Partition function (log Z): 34.331408026787045

Sorted 5' Splice Sites (High to Low Probability):
Position 6625: 0.9986909365524296
Position 5971: 0.9979226915074622
Position 7186: 0.997848047299619
Position 5475: 0.9961271778973467
Position 6412: 0.9922713640287935
Position 7496: 0.9888157628247441
Position 7661: 0.9855321431205684
Position 8149: 0.9513048803983702
Position 8510: 0.912382101325758
Position 760: 0.8952459476679251
Position 5836: 0.4890220980177888
Position 8654: 0.17455625992512583
Position 9383: 0.17331145020871558
Position 50: 0.11601246547770645
Position 4959: 0.059743729984770094
Position 2346: 0.038122667335434395
Position 6763: 0.03013925392589747
Position 9694: 0.02830372414618452
Position 8449: 0.027446137118810856
Position 4362: 0.02654054522983989
Position 9378: 0.01810576499586755
Position 9498: 0.01624797539539193
Position 8137: 0.014762747192515696
Position 4025: 0.01299378238826644
Position 553: 0.011129184530319972
Position 7833: 0.01020876903083988
Position 1614: 0.00991689088883647
Position 4351: 0.009861553794314446
Position 5587: 0.009448111498274106
Position 1106: 0.009030419882311925
Position 3616: 0.008601286422162178
Position 1366: 0.007821928728220125
Position 4796: 0.007435931414352452
Position 4332: 0.007265558527715245
Position 113: 0.0069966722820173355
Position 4229: 0.006850861555683711
Position 3634: 0.00682484127009852
Position 4337: 0.006593435043422658
Position 9753: 0.006531292291838435
Position 1067: 0.0061872951634191434
Position 8054: 0.005902628695357018
Position 1181: 0.005764117229514883
Position 7667: 0.005211506188757806
Position 6418: 0.004240959261668817
Position 787: 0.004141871770012411
Position 601: 0.004070501009417865
Position 1966: 0.004037406575314877
Position 9962: 0.0037645737590641785
Position 2226: 0.0037169445129519745
Position 461: 0.003407570136158622
Position 4946: 0.003323981832968672
Position 5585: 0.0032773481531592186
Position 3720: 0.00316429549091665
Position 9000: 0.003025788752256613
Position 2299: 0.0028810524942576533
Position 3124: 0.002772481532098673
Position 4299: 0.0025250132425807814
Position 9104: 0.0021987698984436027
Position 764: 0.002066429778559954
Position 7814: 0.0018626107193551564
Position 797: 0.0017638200340188155
Position 6917: 0.0017508442929353462
Position 606: 0.0016630158613985635
Position 1885: 0.001497711581705104
Position 6155: 0.00123120117275039
Position 7768: 0.001198157626040145
Position 7758: 0.0011768007375195602
Position 1277: 0.0010515867627761504
Position 409: 0.0009342079595846207
Position 4238: 0.0009065960360009195
Position 8514: 0.0008818477714613963
Position 5301: 0.0008160466271733213
Position 4954: 0.0007916119588040245
Position 6629: 0.0007529573069544309
Position 8153: 0.0007487580397550429
Position 6898: 0.0007351566404042058
Position 8294: 0.000724852868839612
Position 8024: 0.0006795032812121067
Position 8456: 0.0006776473364742851
Position 128: 0.0006746352834652886
Position 6416: 0.0006540757112466082
Position 6960: 0.0006217555525846668
Position 4379: 0.0005973169143966511
Position 9354: 0.000553322694839035
Position 6904: 0.0005442954092901393
Position 7996: 0.0005332597167974892
Position 7641: 0.0005207852781219765
Position 6792: 0.0004876878818221798
Position 6398: 0.0004830465293581561
Position 7915: 0.0004792513158511742
Position 442: 0.0004694491202828894
Position 7060: 0.00046832523386843055
Position 5390: 0.0004638381943715805
Position 3070: 0.000450526771085082
Position 1452: 0.00041848459929419185
Position 6782: 0.0004148978314618338
Position 9041: 0.0003864028821330512
Position 9898: 0.00037866883432358085
Position 9296: 0.00037121878145030446
Position 6816: 0.00036846612111633237
Position 9973: 0.0003653784809326984
Position 619: 0.00036503921350592404
Position 3236: 0.00036448502673512285
Position 8159: 0.0003615033276858519
Position 8002: 0.0003612026736725567
Position 1377: 0.00034874444467262756
Position 458: 0.000306669534566669
Position 1281: 0.00030095516744562713
Position 1078: 0.00029022025932122465
Position 8955: 0.0002852944661200628
Position 7485: 0.00027446589318746924
Position 8488: 0.00027357108401715094
Position 7990: 0.0002697629925785736
Position 4886: 0.0002669092919489074
Position 9739: 0.000264472027744829
Position 4283: 0.0002639771502751536
Position 2836: 0.00025211573968657216
Position 1527: 0.00024716718461693005
Position 8191: 0.0002209993309281284
Position 8165: 0.00021388008103606816
Position 8876: 0.00020171970448392042
Position 8211: 0.00020148719646227156
