Gene = Srp19
index = 1519
Annotated 5SS: [178]
Annotated 3SS: [249]
SMsplice 5SS: [178]
SMsplice 3SS: [249]
top_k =  1000
Partition function (log Z): -6.243747375678489

Sorted 5' Splice Sites (High to Low Probability):
Position 178: 0.8450377990567981
Position 225: 0.1282260444244485
Position 211: 0.02295838013682126
Position 327: 0.012504178164412641
Position 329: 0.012102618004073652
Position 26: 0.008494290651147542
Position 465: 0.0012717924110416192
Position 237: 0.00019107838956575627
Position 303: 0.0001634175400994538
Position 484: 0.00011030661856312148
Position 470: 6.719514439276928e-05
Position 4: 4.9386740725944216e-05
Position 449: 3.367580831071238e-05
Position 367: 2.448459598638589e-05
Position 64: 2.2676963378584888e-05
Position 35: 1.1401743494556247e-05
Position 447: 8.515027061383164e-06
Position 406: 7.17941689791273e-06
Position 441: 6.610445752854341e-06
Position 240: 5.443244918877455e-06
Position 455: 3.2786722382784802e-06
Position 371: 1.8296648541902485e-06
Position 436: 1.8186189702648683e-06
Position 362: 1.6806075888569778e-06
Position 125: 6.070368786610038e-07
Position 444: 4.516990315564243e-07
Position 385: 1.0644841408021379e-07
Position 411: 1.1339730526018898e-08
Position 627: 1.12299211818995e-08
Position 630: 3.3442069183720543e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.5596236253506823
Position 385: 0.2805874074842503
Position 282: 0.18085612992524694
Position 76: 0.006864320630366629
Position 534: 0.0016801370141739027
Position 98: 0.001205157213380853
Position 397: 0.00014979894374524786
Position 298: 5.491448863945549e-05
Position 342: 4.628338944874258e-05
Position 111: 3.545945971562807e-05
Position 423: 2.6071240385212202e-05
Position 322: 2.526798369249428e-05
Position 426: 2.469210351782463e-05
Position 592: 2.4689723146265054e-05
Position 538: 2.0144578363853607e-05
Position 332: 1.4653200123856157e-05
Position 460: 1.2940632211670595e-05
Position 403: 1.0965733853304675e-05
Position 125: 8.555259205147714e-06
Position 406: 7.158315963841032e-06
Position 289: 6.638902118108551e-06
Position 319: 6.3354432216650525e-06
Position 589: 5.409455291060175e-06
Position 562: 3.4574451049908535e-06
Position 547: 2.0025612191631315e-06
Position 122: 1.4702092814405135e-06
Position 301: 8.792655439526968e-07
Position 604: 4.793700439867472e-07
Position 511: 4.584184757663819e-07
Position 553: 2.6722045325862974e-07
Position 598: 1.0764283125672489e-07
Position 53: 7.255415276896978e-08
Position 676: 7.203456506337743e-08
Position 418: 7.085564319252524e-08
Position 153: 6.583106647264088e-08
Position 352: 6.288493240481609e-08
Position 181: 2.352272958997601e-08
Position 175: 1.13328517023244e-08
Position 211: 9.218678362757437e-09
Position 147: 6.326391116429565e-09
Position 188: 2.501728620823017e-11
