Gene = Bet1
index = 48
Annotated 5SS: [262]
Annotated 3SS: [318]
SMsplice 5SS: [214]
SMsplice 3SS: [318]
top_k =  1000
Partition function (log Z): -4.973346924565096

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9197839316454904
Position 262: 0.07091301578781116
Position 170: 0.005051056502695647
Position 716: 0.0049946518608398865
Position 605: 0.004304006830356165
Position 185: 0.002366048599498555
Position 700: 0.0017731667834027555
Position 706: 0.0010009903221072564
Position 271: 0.0009740281967718722
Position 518: 0.0006227226335226517
Position 643: 0.0005844572407405291
Position 232: 0.000385249741618301
Position 627: 0.00035252890820391
Position 864: 0.00023860896316067417
Position 630: 0.0002216144540786338
Position 945: 0.00021312881924126655
Position 602: 0.00019834448388391672
Position 817: 0.00015597489856073582
Position 769: 0.00013708936035475823
Position 146: 0.0001296294345627028
Position 240: 0.00010388262389362039
Position 668: 8.657938713061733e-05
Position 712: 7.957904500532366e-05
Position 226: 6.40514439662457e-05
Position 97: 4.08538388051193e-05
Position 673: 4.063331496894652e-05
Position 709: 4.0462940597076294e-05
Position 652: 3.606892229491308e-05
Position 463: 2.3960402693164344e-05
Position 791: 2.3761133728863895e-05
Position 83: 2.179678980330861e-05
Position 354: 2.0456228806774104e-05
Position 201: 1.70934995759089e-05
Position 747: 1.1553726040316392e-05
Position 238: 1.1282142772431728e-05
Position 139: 8.96004519213972e-06
Position 905: 7.832328679459763e-06
Position 671: 5.875048960270172e-06
Position 835: 5.780331412122235e-06
Position 759: 5.672670843096718e-06
Position 573: 4.5902727632888275e-06
Position 35: 4.383383951439091e-06
Position 779: 3.813983041961734e-06
Position 157: 3.2650013544180473e-06
Position 752: 2.3876798514390056e-06
Position 490: 2.2454619842469225e-06
Position 772: 1.5764093984325645e-06
Position 376: 1.5575996049124395e-06
Position 88: 1.2333858050017516e-06
Position 951: 1.2331890838266063e-06
Position 109: 4.976543285679441e-07
Position 874: 4.164079087207333e-07
Position 868: 1.8752966147344012e-07
Position 757: 1.93322140646975e-10
Position 297: 1.4954581654948528e-10
Position 762: 1.5874142893779262e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 318: 0.9948802131314335
Position 757: 0.004913163515019487
Position 897: 0.0032224961074018028
Position 883: 0.002495997539621227
Position 851: 0.002145142065607127
Position 996: 0.0018128071572279423
Position 382: 0.0009862921746226156
Position 768: 0.0008518806628299476
Position 404: 0.0007304854505631142
Position 509: 0.0006310474669946037
Position 835: 0.0005259280364354643
Position 354: 0.0004741703769939452
Position 762: 0.0003359153565203925
Position 817: 0.00022629765468728987
Position 928: 0.00018122296433041344
Position 874: 0.0001662145823744169
Position 394: 0.00014779220766673865
Position 529: 0.00013847438523332961
Position 918: 4.2771875875903457e-05
Position 700: 3.954555001896479e-05
Position 855: 2.410541535064258e-05
Position 905: 1.9082488283405714e-05
Position 198: 1.5615962767384867e-05
Position 169: 1.5151679841000714e-05
Position 709: 1.2307204990729807e-05
Position 859: 1.077903314351345e-05
Position 912: 1.0132674758319527e-05
Position 622: 7.840666943601713e-06
Position 144: 3.3306371411699918e-06
Position 100: 3.2862513701232587e-06
Position 157: 3.2190264223243216e-06
Position 535: 2.956095922056365e-06
Position 939: 2.409631910328592e-06
Position 921: 1.0542584511465009e-06
Position 436: 7.404766603673357e-07
Position 138: 6.038033086467569e-07
Position 451: 5.781393307058919e-07
Position 944: 5.366627617946103e-07
Position 951: 4.776349756860936e-07
Position 517: 4.4922780198927304e-07
Position 351: 3.5301003121055213e-07
Position 97: 3.0540408196244564e-07
Position 490: 1.7786097899585108e-07
Position 472: 1.5020798272108908e-07
Position 83: 1.3067949281606956e-07
Position 706: 1.0437855619739064e-07
Position 109: 1.7084341041290903e-08
Position 183: 9.547098758553956e-09
Position 180: 3.905613134187118e-09
Position 475: 1.3606267573859256e-09
Position 257: 4.017141885768241e-10
Position 460: 2.280137911893439e-10
Position 218: 8.989383272214075e-11
Position 102: 8.324861756743944e-11
Position 448: 8.187196752978111e-11
Position 469: 7.142652819264844e-11
Position 463: 1.0836343951996474e-11
Position 175: 6.317647195077034e-12
Position 573: 3.820857671704667e-12
Position 266: 1.150028166248702e-14
Position 420: 1.6602408145147941e-18
