Gene = Acp26Aa
index = 8
Annotated 5SS: [59]
Annotated 3SS: [114]
SMsplice 5SS: [59]
SMsplice 3SS: [114]
top_k =  1000
Partition function (log Z): -5.460875117122542

Sorted 5' Splice Sites (High to Low Probability):
Position 59: 0.9971167577165159
Position 347: 0.061906586760456926
Position 570: 0.03248402906413233
Position 181: 0.00506015302517746
Position 476: 0.00451031385674163
Position 676: 0.004310368442805741
Position 196: 0.0029052611592328905
Position 145: 0.0021472805929577564
Position 691: 0.0016364281734814478
Position 261: 0.0015196882566711435
Position 922: 0.00042026017357406066
Position 213: 0.00027641381258686735
Position 878: 0.00026144179856998803
Position 754: 0.00025924608886615416
Position 451: 0.00023879625439615613
Position 499: 0.00021993652224690686
Position 738: 9.293835738299665e-05
Position 578: 3.255766006768839e-05
Position 722: 2.6323398104605056e-05
Position 63: 1.3678448366185246e-05
Position 892: 1.3413725519105583e-05
Position 929: 9.615212368172198e-06
Position 828: 7.804238327006722e-06
Position 612: 4.923535634895198e-06
Position 685: 3.3291739885863064e-06
Position 662: 2.7533884698960437e-06
Position 816: 1.9757376755922806e-06
Position 787: 9.213952601797401e-07
Position 99: 6.700200830776252e-07
Position 129: 3.0704820344383206e-08
Position 109: 1.6371212916415043e-09
Position 114: 7.586167999741979e-10
Position 674: 1.7062657208428665e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 114: 0.6115368255720534
Position 129: 0.35909472728798314
Position 402: 0.08428937440427467
Position 622: 0.03667903789851196
Position 346: 0.0067283862546920654
Position 408: 0.003883819205382565
Position 981: 0.002506410928053069
Position 780: 0.0023892262080301013
Position 594: 0.00233856653276413
Position 728: 0.0017038823630311113
Position 1010: 0.0014797156027873913
Position 543: 0.00045607578739266264
Position 165: 0.0003599456749921067
Position 426: 0.00022427048498993763
Position 722: 0.00021900148513605747
Position 537: 0.0002028211453277204
Position 908: 0.0001560176488158087
Position 662: 0.00013210489695495345
Position 878: 0.00012804680076533158
Position 451: 0.0001217367796926635
Position 570: 0.00011772936942894692
Position 196: 0.0001061647209198159
Position 438: 9.436309625870292e-05
Position 816: 9.071666952437677e-05
Position 787: 7.315947720846484e-05
Position 239: 4.664002101137631e-05
Position 691: 3.8439811967461565e-05
Position 224: 3.796346138155112e-05
Position 578: 3.228157135664177e-05
Position 364: 2.6984842093217495e-05
Position 264: 2.2725265331285897e-05
Position 473: 1.7747672980126607e-05
Position 671: 1.654517922054145e-05
Position 913: 1.4975099302191114e-05
Position 136: 1.460462468321382e-05
Position 742: 1.4525428476575386e-05
Position 794: 1.2978690394651984e-05
Position 732: 1.1321718738619372e-05
Position 461: 1.0163410953090538e-05
Position 249: 9.056661477163247e-06
Position 855: 8.658241206139366e-06
Position 181: 8.185392551244801e-06
Position 284: 4.723886544044336e-06
Position 255: 4.2073572120308735e-06
Position 145: 3.7921707342404902e-06
Position 839: 3.38607201594652e-06
Position 939: 2.452937068650792e-06
Position 273: 2.2954870370331967e-06
Position 791: 2.14356379014976e-06
Position 602: 2.0190996068592407e-06
Position 491: 1.7404130967383838e-06
Position 922: 1.1795055419152542e-06
Position 499: 2.4294013749075618e-08
Position 475: 5.909583027514111e-09
Position 550: 3.3550588788159734e-09
Position 488: 7.152208813937968e-10
Position 233: 7.130447746068658e-10
Position 545: 3.575595048068847e-10
Position 149: 3.562152878107021e-11
