Gene = Sf3b6
index = 1487
Annotated 5SS: [215 404]
Annotated 3SS: [284 469]
SMsplice 5SS: [215 404]
SMsplice 3SS: [284 469]
top_k =  1000
Partition function (log Z): -0.9845753047442767

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9920046511788249
Position 215: 0.9670836769240317
Position 792: 0.03711137754542666
Position 668: 0.009265076592537674
Position 711: 0.004885028526909311
Position 359: 0.0035693006704931914
Position 723: 0.002492696769937313
Position 564: 0.0006242245980350329
Position 556: 0.0004594837794611689
Position 317: 0.00025179620437282936
Position 582: 0.0001380405999971204
Position 45: 0.00012570697116956638
Position 155: 0.00012410988866777935
Position 303: 0.000103391322152893
Position 112: 9.941263301169633e-05
Position 402: 6.180085125101144e-05
Position 585: 2.7541245060024024e-05
Position 149: 2.5671256996086086e-05
Position 541: 1.578186233474043e-05
Position 253: 1.4840633403134435e-05
Position 507: 8.527244056729993e-06
Position 821: 5.301952770650274e-06
Position 566: 4.576362373647558e-06
Position 39: 3.7602586424221747e-06
Position 321: 2.9904008359955224e-06
Position 9: 2.6099285464334244e-06
Position 65: 1.8626017543703897e-06
Position 819: 1.8022823505606335e-06
Position 847: 1.7213089324125408e-06
Position 621: 1.6194110243264205e-06
Position 29: 1.0273666649225e-06
Position 870: 1.015596954193917e-06
Position 267: 8.853852393328738e-07
Position 335: 7.726880562799193e-07
Position 260: 5.338543487283169e-07
Position 490: 3.401861050945001e-07
Position 434: 2.687576183628332e-07
Position 457: 2.2938748897803325e-07
Position 961: 2.0757974214308748e-07
Position 970: 1.3595121164608054e-07
Position 504: 5.578929747904885e-08
Position 455: 9.873827492807272e-09
Position 167: 3.452191470723063e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 469: 0.9949794578741185
Position 284: 0.966918013692207
Position 850: 0.05565126316268703
Position 608: 0.0003298244582093676
Position 797: 0.0002412624471193644
Position 267: 0.00013615890511702074
Position 719: 6.391316613899997e-05
Position 947: 5.775563588224815e-05
Position 116: 3.330812199388627e-05
Position 300: 2.7995913124416675e-05
Position 302: 2.3391044403210065e-05
Position 617: 1.5772677378977803e-05
Position 395: 1.1710126914118002e-05
Position 97: 1.0142235105723312e-05
Position 757: 5.862769729130362e-06
Position 641: 5.555365506139276e-06
Position 662: 2.3575582917736817e-06
Position 84: 1.985754552489429e-06
Position 995: 1.330883753329368e-06
Position 698: 1.0599219330261513e-06
Position 187: 9.809633155299532e-07
Position 1019: 6.909978460622174e-07
Position 122: 6.68104056570155e-07
Position 533: 6.493212059688884e-07
Position 668: 5.059459540532086e-07
Position 471: 4.164975908664574e-07
Position 736: 4.065731590797295e-07
Position 740: 3.504915756053981e-07
Position 515: 2.723413810510159e-07
Position 690: 1.899420567751404e-07
Position 222: 1.6203359531841522e-07
Position 51: 8.59277758567008e-08
Position 680: 8.147322704234955e-08
Position 56: 6.81130671635266e-08
Position 635: 5.216413450728665e-08
Position 415: 4.946571715764029e-08
Position 1023: 3.2669524401102904e-08
Position 260: 2.991804799382743e-08
Position 644: 1.2310345076707603e-08
Position 143: 1.045606092520349e-08
Position 408: 8.961805590471467e-09
Position 247: 7.929510453136587e-09
Position 155: 4.600365348531083e-09
Position 384: 2.5191768462454067e-09
Position 1029: 1.732367322135168e-09
Position 60: 1.341914325308313e-09
Position 356: 1.3013273261377467e-09
Position 149: 1.0615086549493524e-09
Position 205: 6.279934619131839e-10
Position 62: 1.7318744675494847e-10
Position 65: 1.137728256340318e-12
Position 219: 1.0890677713835356e-14
