Gene = nompB
index = 1819
Annotated 5SS: [  197   447  2231  3024  7805 10693 10834]
Annotated 3SS: [  249  2004  2302  7606  9798 10746 10893]
SMsplice 5SS: [  197   447  7807  8084 10693]
SMsplice 3SS: [  249  7606  7868  9785 10893]
top_k =  1000
Partition function (log Z): 1.073307914514992

Sorted 5' Splice Sites (High to Low Probability):
Position 10693: 0.9782862207949524
Position 197: 0.9767560189946622
Position 447: 0.9301793039388546
Position 7807: 0.8264314710125571
Position 8084: 0.7909696313248648
Position 2231: 0.5894518449198958
Position 3024: 0.28444303626446527
Position 10389: 0.2550628923588002
Position 3053: 0.1866427293189614
Position 10834: 0.12719929708630442
Position 451: 0.05538589167066204
Position 10176: 0.041359445998037474
Position 3638: 0.03886698612220571
Position 2490: 0.026532162746477943
Position 2406: 0.02619356057129925
Position 1669: 0.02321687204069091
Position 6093: 0.01809118038895285
Position 3264: 0.015146832487020536
Position 2657: 0.015127191634032188
Position 4159: 0.014689200032316295
Position 10839: 0.014318607554691956
Position 9968: 0.014116335960111637
Position 10968: 0.014019811357032622
Position 2847: 0.010616535709257803
Position 7919: 0.008910999301697439
Position 442: 0.007340543709638755
Position 1508: 0.007008844142025866
Position 1513: 0.006770301125368464
Position 5440: 0.0066612241605564166
Position 3267: 0.006109066536347253
Position 3296: 0.005928022133634122
Position 5419: 0.005124266863793644
Position 8915: 0.003963485673884101
Position 2427: 0.003850576246883587
Position 4127: 0.0035051228734938006
Position 3398: 0.003383800663284499
Position 9696: 0.003353027059811332
Position 8630: 0.0032362189079864693
Position 4246: 0.002641220526029916
Position 1003: 0.002571090208458764
Position 366: 0.0025677327016889835
Position 9146: 0.002503792879153516
Position 2721: 0.002443278003652602
Position 1495: 0.0022474338328965795
Position 2193: 0.001288209314918489
Position 1409: 0.001208272278605232
Position 2930: 0.00116957119287295
Position 57: 0.0011284255399523636
Position 941: 0.0010781323376521906
Position 541: 0.0009048311956300468
Position 9102: 0.0008671651377131159
Position 10673: 0.0008524023640831514
Position 9412: 0.0008402264349605274
Position 2494: 0.0007032741884161819
Position 1751: 0.0006097327931258088
Position 11053: 0.0005527524060087143
Position 983: 0.000535381664685018
Position 526: 0.0004269871282301543
Position 1955: 0.000354261528856405
Position 1747: 0.00026688995734583577
Position 1320: 0.0002668009675290524
Position 10697: 0.00022287709375958366
Position 2133: 0.0002002604376066567
Position 1644: 0.00018336474719146483
Position 2381: 0.0001757767411100212
Position 1482: 0.00013765951633611955
Position 3778: 0.0001286851294743506
Position 2452: 0.00011835297742893267
Position 2864: 0.00010860072586357863
Position 11042: 0.00010766355279143573
Position 3076: 0.00010358964036501977
Position 5265: 0.00010279538437050296
Position 2949: 0.00010145374147527666
Position 1293: 9.393713644041053e-05
Position 1633: 8.040032616076116e-05
Position 783: 7.258532103675244e-05
Position 476: 6.84156819123138e-05
Position 503: 6.734917167181708e-05
Position 49: 6.637463965051638e-05
Position 2662: 5.93305679044892e-05
Position 2841: 5.879679989941913e-05
Position 1450: 5.3776964629195486e-05
Position 9923: 4.717326658025663e-05
Position 2946: 4.7109774593566506e-05
Position 1350: 4.170564277425727e-05
Position 720: 3.604234914707837e-05
Position 1434: 2.981932964083616e-05
Position 1162: 2.848730818556612e-05
Position 3028: 2.648465817610887e-05
Position 2201: 2.6030495209609687e-05
Position 490: 2.3866616510779017e-05
Position 3801: 1.967077993037572e-05
Position 201: 1.86846554852272e-05
Position 1345: 1.6606164114431053e-05
Position 3997: 1.4874749603900579e-05
Position 1105: 1.462870450231127e-05
Position 2444: 1.3506279075176116e-05
Position 3122: 1.3155136093431343e-05
Position 134: 1.1865856829550373e-05
Position 3409: 6.368038813299967e-06
Position 1184: 4.003580075695754e-06
Position 3130: 3.190148543866997e-06
Position 328: 2.1686347183280785e-06
Position 2788: 1.6010478704705099e-06
Position 47: 1.4076579204697993e-06
Position 52: 1.332424364664389e-06
Position 2282: 1.2962974572385499e-06
Position 1356: 1.0228389041067864e-06
Position 788: 1.010188097941907e-06
Position 296: 8.854169950256719e-07
Position 9383: 6.6233540552477e-07
Position 16: 3.9968174839459906e-07
Position 1193: 2.933399238765202e-07
Position 778: 2.251462495012851e-07
Position 2682: 2.1149877224892514e-07
Position 794: 2.073919002299651e-07
Position 232: 1.9909822983677745e-07
Position 2474: 1.838127246920666e-07
Position 1102: 1.461471857955355e-07
Position 615: 1.438086852059954e-07
Position 241: 7.882216436665682e-08
Position 319: 7.717537026558564e-08
Position 706: 6.472202619089499e-08
Position 424: 4.523089317510396e-08
Position 605: 3.644874706888878e-08
Position 534: 3.06129288374577e-08
Position 411: 2.4401553251253427e-08
Position 562: 2.166253430126072e-08
Position 351: 1.8905490731818153e-08
Position 831: 1.4785716261232911e-08
Position 901: 1.4727778014834328e-08
Position 628: 9.756755516411383e-09
Position 838: 9.138446042618607e-09
Position 116: 8.222956474463955e-09
Position 659: 2.896262508942298e-09
Position 713: 1.607195606370595e-09
Position 674: 1.5552653829864684e-09
Position 761: 1.550848598646199e-09
Position 800: 4.5574346278301063e-10
Position 230: 4.3702778538329373e-10
Position 269: 4.313327893622198e-10
Position 872: 8.180678947367775e-11
Position 3528: 3.296662109451463e-11
Position 651: 1.2351194959307089e-11
Position 710: 1.0203933723533835e-11
Position 608: 4.828677723799202e-12
Position 644: 2.983572818461215e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9573017408024347
Position 7606: 0.9139372044188538
Position 10893: 0.8567469282713134
Position 9785: 0.7341535474393465
Position 2004: 0.5505692719462131
Position 7868: 0.44300640230535376
Position 2281: 0.4323613183456706
Position 10469: 0.21625822306013986
Position 7883: 0.20461393337907302
Position 10435: 0.18409564693936545
Position 10746: 0.1835640981297785
Position 3120: 0.056692829240395405
Position 10926: 0.05262205103011131
Position 7973: 0.05227126662928506
Position 9789: 0.04416037440907106
Position 10244: 0.03421420318144947
Position 9824: 0.026877438895628266
Position 2749: 0.024941667472353202
Position 2030: 0.024795766006737458
Position 2555: 0.02197677562551452
Position 269: 0.018439973095225663
Position 10753: 0.018241778739313975
Position 11037: 0.018074710538769717
Position 9536: 0.01758107400210584
Position 10901: 0.016786661518947362
Position 3173: 0.014104275371052487
Position 5349: 0.013229613883386528
Position 5817: 0.012114101492956298
Position 2984: 0.011560757609360395
Position 1407: 0.011240022788283644
Position 1422: 0.010104938685882378
Position 1564: 0.009761257746627413
Position 2752: 0.008820583177456286
Position 1240: 0.008342121445344073
Position 1926: 0.00746397589747744
Position 9509: 0.0073427006013493815
Position 9568: 0.007212912185260514
Position 9837: 0.006742929050193677
Position 1602: 0.006390276853087682
Position 838: 0.005754948067383242
Position 2066: 0.0054387318017535494
Position 9189: 0.0053607539140035606
Position 8986: 0.004974526594884908
Position 1002: 0.004862908269854067
Position 7239: 0.004697506921758561
Position 2349: 0.004242922724522914
Position 2482: 0.004192228459614372
Position 3414: 0.004166916896987846
Position 3161: 0.003939018871550912
Position 761: 0.003824179285297653
Position 2017: 0.0035187938217861193
Position 10223: 0.0033411619900527616
Position 7887: 0.0029805682535065077
Position 1362: 0.0029480672834670653
Position 4046: 0.0027443294390512743
Position 2906: 0.002501014683783571
Position 2568: 0.002442186115813246
Position 9710: 0.0023858713273961635
Position 1147: 0.0023440146211429268
Position 7687: 0.002330540267241537
Position 5097: 0.0022189268987279154
Position 2440: 0.0021142443606492764
Position 3469: 0.0020538804416144574
Position 10757: 0.002048430991395084
Position 8533: 0.002031645491187606
Position 7993: 0.0019295540267158281
Position 8884: 0.001928413920769419
Position 850: 0.001874166658515693
Position 5508: 0.0018208654676305789
Position 8467: 0.0017613095795307664
Position 2421: 0.001692634748543703
Position 8791: 0.0016380224887509996
Position 961: 0.0015579177020547288
Position 1605: 0.0014775828785075417
Position 8406: 0.0014540228705934555
Position 1941: 0.0014509567078238837
Position 9312: 0.0014380365602859437
Position 3963: 0.0013896905107339947
Position 3008: 0.0013387287384438787
Position 1472: 0.0013144183031710626
Position 8333: 0.0012635681161234549
Position 1127: 0.001112770072249924
Position 2705: 0.0011040721724031228
Position 891: 0.0010547386399725647
Position 8066: 0.0010248404600034721
Position 1259: 0.0009858501855395166
Position 1356: 0.0009661754791269226
Position 3693: 0.0008197909767332924
Position 11110: 0.0008113000581161146
Position 3151: 0.0008087036635308996
Position 8995: 0.0007494907080174683
Position 266: 0.0007323909446130953
Position 521: 0.0007279197591669293
Position 3873: 0.000700622786578562
Position 10801: 0.0006322160366040879
Position 5959: 0.0006008565831801664
Position 1014: 0.0005274987762444811
Position 3840: 0.0005250244271671088
Position 9287: 0.000488592172770143
Position 2833: 0.00048730291423702344
Position 9303: 0.00046691498232818323
Position 1868: 0.0004572141564108705
Position 9577: 0.0004523379569230497
Position 1796: 0.0004405595385740955
Position 2163: 0.0004341502072521718
Position 2389: 0.0004241473236278527
Position 8063: 0.00042139757100607565
Position 1199: 0.00042050478552818784
Position 7271: 0.00037370477958337126
Position 1899: 0.0003515256503967825
Position 2699: 0.00031765309397955346
Position 861: 0.0003144985966070296
Position 741: 0.0003115205869366833
Position 7114: 0.0002964875878594645
Position 1584: 0.00029207420624498753
Position 602: 0.0002849388463424607
Position 7313: 0.0002736208207532651
Position 316: 0.0002382222733591832
Position 8498: 0.00023759224605684838
Position 2882: 0.00023318101491585572
Position 2183: 0.0002232503303948618
Position 595: 0.0002081035101009334
Position 102: 0.0002071233985980764
Position 1525: 0.00020673503793491938
Position 2047: 0.0002042430753940735
Position 2081: 0.00020296926728588806
Position 9077: 0.00015875988643049537
Position 10817: 0.00015737460003469462
Position 10806: 0.00015441702297239052
Position 717: 0.0001507540479187799
Position 10856: 0.00013140142207346245
Position 2813: 0.00012040242452260071
Position 936: 0.00010665776409929454
Position 1891: 9.539098237866886e-05
Position 3590: 9.506665738775132e-05
Position 9240: 8.973172935151852e-05
Position 1874: 8.628213961777379e-05
Position 1063: 7.80569995040373e-05
Position 1162: 6.788661755865723e-05
Position 1079: 6.713885854988112e-05
Position 2056: 6.430672408192314e-05
Position 2032: 5.114115742109076e-05
Position 1373: 4.8558439588945626e-05
Position 295: 4.842416337318965e-05
Position 10779: 4.5397428121793367e-05
Position 1955: 4.51238508868476e-05
Position 1047: 4.49978607800922e-05
Position 1266: 3.388518377870313e-05
Position 901: 2.9740332360555242e-05
Position 131: 2.9283251418461697e-05
Position 2188: 2.7599997959381302e-05
Position 1724: 2.6930402851292602e-05
Position 1184: 2.6715965092670152e-05
Position 1571: 2.6251068025938564e-05
Position 720: 2.459061289827556e-05
Position 656: 2.324952914870841e-05
Position 2147: 2.2263429200584565e-05
Position 319: 2.1490071574717073e-05
Position 416: 2.0469930870380232e-05
Position 365: 2.0084385228139386e-05
Position 540: 1.560010319108872e-05
Position 525: 1.540235014251166e-05
Position 1166: 1.4526108068048154e-05
Position 659: 1.3797001052771021e-05
Position 1178: 1.2397229316196278e-05
Position 280: 1.178845806479413e-05
Position 390: 9.7058356084314e-06
Position 1626: 8.129472120469924e-06
Position 773: 5.3750728697535994e-06
Position 2719: 5.088051891405105e-06
Position 283: 4.331347285188055e-06
Position 3440: 3.2907758356437976e-06
Position 3503: 3.2145439825901266e-06
Position 894: 3.145961648309041e-06
Position 305: 2.842312661576933e-06
Position 2494: 2.536010851204132e-06
Position 3291: 2.1997988476643866e-06
Position 2368: 1.8027562548376496e-06
Position 4000: 1.6177695987216846e-06
Position 3747: 1.5635652676110212e-06
Position 3606: 1.4418014564324917e-06
Position 2575: 1.4196366707904774e-06
Position 2604: 1.37124380615601e-06
Position 438: 1.0946196934165575e-06
Position 3074: 1.02029220592822e-06
Position 187: 8.510504993028171e-07
Position 4321: 3.6919072056257785e-07
Position 1377: 3.4091069862865715e-07
Position 692: 3.2407714519440316e-07
Position 534: 2.1092412023211967e-07
Position 794: 1.332934672623904e-07
Position 197: 9.487351062998332e-08
Position 387: 8.131140038535482e-08
Position 695: 5.459092625937192e-08
Position 4363: 4.975669545738196e-08
Position 604: 3.50721418316976e-08
Position 4329: 3.3205735062629594e-08
Position 778: 2.8532445236826415e-08
Position 615: 2.265919399825755e-08
Position 4820: 1.6777236511869806e-08
Position 783: 1.5513232398904918e-08
Position 4559: 1.1074834203945862e-08
Position 4291: 7.505593819632168e-09
Position 469: 6.182683353124875e-09
Position 165: 2.7194656236053985e-09
Position 171: 4.91649937710086e-10
Position 396: 3.611459748528328e-10
Position 351: 2.895731059360785e-10
Position 418: 1.47186579582364e-10
Position 112: 3.3901481615825965e-11
Position 487: 9.685505649488424e-12
Position 447: 3.8859998258010236e-12
Position 471: 2.4781094842979817e-13
Position 451: 1.4793812337395096e-13
Position 455: 1.113538156117635e-13
Position 201: 7.771041191907633e-14
Position 61: 2.1848098486357397e-14
