Gene = jhamt
index = 1735
Annotated 5SS: [668]
Annotated 3SS: [731]
SMsplice 5SS: [668]
SMsplice 3SS: [731]
top_k =  1000
Partition function (log Z): 0.24596114195939264

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.9996636964793432
Position 139: 0.045891338401252806
Position 155: 0.03126900832818623
Position 248: 0.01816062723327896
Position 208: 0.007032993929201018
Position 425: 0.0036909384527611037
Position 52: 0.0036746416935121424
Position 956: 0.0034537348287793203
Position 472: 0.0032842406329741643
Position 175: 0.0032245452520611407
Position 840: 0.002779057828709882
Position 501: 0.0017923435938711708
Position 463: 0.001492794821140219
Position 994: 0.0013533782990745506
Position 286: 0.0009505950809203271
Position 917: 0.0005166998544563496
Position 235: 0.0002998840921132073
Position 143: 0.0002693800213191578
Position 370: 0.0002589435917267693
Position 504: 0.0002049518545488272
Position 160: 0.00019557476883306675
Position 1035: 0.00010288233450611975
Position 684: 9.385313342202324e-05
Position 595: 6.658545739270688e-05
Position 652: 6.34921941438838e-05
Position 737: 3.223583909677378e-05
Position 926: 2.9570218970395825e-05
Position 1015: 2.7576366554843632e-05
Position 672: 2.5747630915983306e-05
Position 862: 2.4638094272850157e-05
Position 790: 2.0029995976928156e-05
Position 636: 1.6251217313319403e-05
Position 578: 1.5775098233821414e-05
Position 884: 1.3559832290299334e-05
Position 351: 1.3256131197072944e-05
Position 1006: 1.0616957601786881e-05
Position 815: 6.022590156258015e-06
Position 887: 3.859189710909159e-06
Position 634: 1.6453722024121033e-06
Position 105: 1.387702657364924e-06
Position 197: 1.3551423011887202e-06
Position 7: 7.784576823912428e-07
Position 343: 6.707881743208359e-07
Position 599: 4.31538942103319e-07
Position 1079: 3.00875458509661e-07
Position 616: 2.920573406802775e-07
Position 1066: 2.6876373835288545e-07
Position 640: 1.943353684397077e-07
Position 523: 1.8672564932451126e-07
Position 10: 1.2458191379301848e-07
Position 582: 4.929952157982681e-08
Position 554: 2.429068247748068e-08
Position 585: 1.5789007755825557e-08
Position 604: 5.699602504022204e-09
Position 560: 3.2856375415250436e-11
Position 750: 1.7849412908772883e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9952464111233036
Position 554: 0.10956040555303861
Position 1013: 0.004836724764997215
Position 519: 0.004732740350779628
Position 776: 0.003623055519888071
Position 105: 0.002764981881145161
Position 417: 0.002433432160347494
Position 1066: 0.0017113699247071404
Position 1105: 0.0012485282857959711
Position 835: 0.0008514695728006408
Position 217: 0.0005002759496575408
Position 472: 0.00035665259700174383
Position 501: 0.0003404973056176969
Position 994: 0.000299144240299827
Position 742: 0.00018058668008882038
Position 261: 0.00015316338765337828
Position 424: 0.00014017321413145337
Position 904: 0.00013004666391842223
Position 385: 0.00010825127397628978
Position 1095: 0.0001063051043284695
Position 560: 0.00010554067076434614
Position 480: 9.794634358356552e-05
Position 231: 9.080370938996313e-05
Position 227: 6.207346130003956e-05
Position 248: 5.094115487235992e-05
Position 252: 4.9255994944062985e-05
Position 1130: 4.8078973936220005e-05
Position 790: 4.07419468132756e-05
Position 649: 3.0502170489845054e-05
Position 763: 2.8751814098982484e-05
Position 578: 2.2647579780604306e-05
Position 285: 2.0128084724717904e-05
Position 332: 1.0192380740308337e-05
Position 809: 6.3655282317449705e-06
Position 265: 5.201385627220036e-06
Position 1121: 4.928681445798665e-06
Position 388: 4.714132550942199e-06
Position 634: 4.366187962498854e-06
Position 528: 4.077137437108566e-06
Position 326: 3.870094446059813e-06
Position 582: 2.669697208229351e-06
Position 1109: 1.889788574235046e-06
Position 1112: 1.868455543589331e-06
Position 148: 1.765729563135819e-06
Position 1132: 1.7629070736114773e-06
Position 278: 1.7610371583656117e-06
Position 180: 1.563459147053719e-06
Position 839: 1.403167323475083e-06
Position 267: 1.270027125416211e-06
Position 961: 1.024891612624691e-06
Position 862: 5.487147137740452e-07
Position 51: 5.2593351218951925e-08
Position 318: 5.028553315852077e-08
Position 656: 2.9787303311997977e-08
Position 321: 1.7992949429301227e-08
Position 123: 8.129622641463134e-09
Position 1015: 7.39704590317433e-09
Position 270: 6.343629568124352e-09
Position 306: 3.861205033828998e-09
Position 59: 2.9839706505707834e-09
Position 121: 2.55449735307661e-09
