Gene = CkIIalpha-i1
index = 1075
Annotated 5SS: [195]
Annotated 3SS: [252]
SMsplice 5SS: [195]
SMsplice 3SS: [252]
top_k =  1000
Partition function (log Z): -5.899099622926491

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9611559004880895
Position 1385: 0.07613675664768817
Position 433: 0.05638162577511397
Position 208: 0.03132416468821897
Position 412: 0.02679418927942064
Position 182: 0.0056463551500798475
Position 1433: 0.002933896363792558
Position 1409: 0.0019832702343844043
Position 704: 0.0016662735394381927
Position 333: 0.0015354713971131764
Position 405: 0.00047661996381739906
Position 813: 0.0003148297595621226
Position 991: 0.00022694841860205342
Position 1056: 0.00018295941161691818
Position 1359: 0.00017079372237440192
Position 1186: 0.00016640841093321196
Position 667: 0.00011771777727185717
Position 743: 0.00011700887018321067
Position 1046: 9.714660710841967e-05
Position 1158: 9.27435749926153e-05
Position 910: 8.328069079071264e-05
Position 1437: 7.99151632585631e-05
Position 558: 6.315796231194946e-05
Position 490: 6.165963981484901e-05
Position 532: 5.8316930267744796e-05
Position 354: 5.267907378227738e-05
Position 656: 5.167333355036086e-05
Position 1054: 4.7639668016226024e-05
Position 1268: 4.717649061739855e-05
Position 577: 3.661549416592308e-05
Position 38: 3.134662692711239e-05
Position 1552: 2.1763607576249696e-05
Position 746: 1.7665284900251764e-05
Position 612: 1.7517031877656637e-05
Position 840: 1.241355630090776e-05
Position 199: 1.0790686819183097e-05
Position 1020: 9.12531645210693e-06
Position 1284: 7.108263466015458e-06
Position 1117: 6.859423376076773e-06
Position 880: 6.595798280284016e-06
Position 1206: 6.103686156501734e-06
Position 1082: 5.7674907229028595e-06
Position 648: 4.157210072214213e-06
Position 753: 3.1253779970138823e-06
Position 1435: 2.9961784463446723e-06
Position 244: 2.4046680201437017e-06
Position 901: 2.204435145807758e-06
Position 724: 1.4629744723243964e-06
Position 1469: 1.4009805766194874e-06
Position 535: 1.2950320914603636e-06
Position 1523: 1.205493124067181e-06
Position 933: 3.900001782729428e-07
Position 1071: 1.5858920036393178e-07
Position 928: 1.2432663662129735e-07
Position 562: 7.392242625329639e-08
Position 604: 4.024776942877082e-08
Position 223: 1.5270211182730322e-09
Position 212: 7.524360235999011e-10
Position 942: 1.1312755984932069e-11
Position 585: 3.921916383267065e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 252: 0.968575807540927
Position 1455: 0.08151334733710737
Position 1490: 0.02332615331843821
Position 848: 0.02177448481629754
Position 575: 0.014517593089533867
Position 1134: 0.013505317919875795
Position 399: 0.012202450868378295
Position 1112: 0.0073028379629737515
Position 751: 0.005940190162399707
Position 474: 0.005642013253485651
Position 1609: 0.0036229549788415246
Position 1459: 0.0020402456550316916
Position 958: 0.0014452185591965943
Position 1005: 0.000678605084701763
Position 1239: 0.0005656508578547887
Position 1317: 0.00047165849870183917
Position 604: 0.0004632069695369666
Position 333: 0.0004582234166797075
Position 1243: 0.00044750915088557645
Position 899: 0.0004189470525800955
Position 968: 0.00036395547555728047
Position 825: 0.00035319196680560404
Position 1469: 0.00032319800755409734
Position 1032: 0.0002997918254742095
Position 789: 0.0002825838594452852
Position 1532: 0.00027815850115224424
Position 858: 0.0001804066739538231
Position 1206: 0.00016655408261004307
Position 1008: 0.00015903838434893245
Position 807: 0.00011218896254268097
Position 1117: 0.00010358610010870523
Position 1623: 0.00010338340350062322
Position 1046: 8.450605094026034e-05
Position 1226: 6.605375353680953e-05
Position 753: 5.6350967383052964e-05
Position 495: 5.496454413585586e-05
Position 535: 4.4790638536233806e-05
Position 621: 4.195157403067951e-05
Position 933: 3.302460238687233e-05
Position 1221: 3.20248447086245e-05
Position 1352: 3.111859720352338e-05
Position 101: 3.0648782140619214e-05
Position 490: 2.672920580294848e-05
Position 1320: 2.366566279588378e-05
Position 317: 2.2364178325727003e-05
Position 612: 1.7764100745018693e-05
Position 405: 1.5375397654149624e-05
Position 1158: 6.900400666715591e-06
Position 541: 6.545465744177984e-06
Position 436: 6.531095767620611e-06
Position 379: 6.0098111388251e-06
Position 430: 5.29650853846061e-06
Position 1370: 5.025109645275147e-06
Position 235: 4.464591091400111e-06
Position 330: 4.073676585598571e-06
Position 894: 3.0677834369998446e-06
Position 627: 2.878733893954617e-06
Position 528: 2.61333794570949e-06
Position 456: 1.2426090384220536e-06
Position 459: 1.1974691702600524e-06
Position 519: 8.936233486730697e-07
Position 348: 7.296467888175265e-07
Position 134: 1.9774319359154703e-08
Position 354: 5.7884865748459396e-09
Position 365: 2.8634459624078345e-09
Position 111: 2.2043079715718496e-09
Position 499: 1.445296787599117e-09
Position 427: 1.3676994711809096e-09
Position 131: 9.653388205538593e-10
Position 634: 7.198079375889863e-10
Position 169: 7.187017367215818e-10
Position 301: 3.2856334725370446e-10
Position 288: 2.0645116575937705e-10
Position 447: 1.1501470116236469e-10
Position 411: 2.469395070362503e-11
Position 199: 1.8015576681802974e-12
Position 119: 1.7565613270805589e-12
Position 208: 7.872539512376327e-13
Position 303: 4.486189562649626e-13
Position 432: 2.1608176467556144e-14
Position 212: 8.079659087046358e-18
Position 486: 4.8582711491394045e-23
