Gene = vir-1
index = 1926
Annotated 5SS: [  117  1799 13984 15890 16255]
Annotated 3SS: [ 1609 13815 15704 15972 19261]
SMsplice 5SS: [  577  1799 13984 15890 16255]
SMsplice 3SS: [ 1609 13815 15704 15972 19157]
top_k =  1000
Partition function (log Z): 1.3492524003464144

Sorted 5' Splice Sites (High to Low Probability):
Position 15890: 0.9990165188035253
Position 13984: 0.9756243481722203
Position 1799: 0.9587674350897164
Position 16255: 0.866348680173321
Position 18874: 0.595350863319726
Position 19004: 0.5050041707559045
Position 14758: 0.38801027606399724
Position 577: 0.3276721069409519
Position 18481: 0.21412841712138328
Position 117: 0.18340001949999313
Position 106: 0.180467844160803
Position 13255: 0.1686365431187873
Position 16231: 0.12460028255295186
Position 7825: 0.10360568662928141
Position 161: 0.10139663105043573
Position 18149: 0.0909268438795996
Position 1075: 0.06586033304802998
Position 13247: 0.059690633458498746
Position 889: 0.038200161076839184
Position 17660: 0.037751538242101514
Position 16838: 0.03198368104371334
Position 17274: 0.02709545399312954
Position 14606: 0.02658133451172754
Position 13239: 0.023442596146070093
Position 659: 0.023356447898977045
Position 179: 0.020912091151923974
Position 13350: 0.017869457690052826
Position 1493: 0.017036190960926074
Position 9862: 0.015435837316010384
Position 1470: 0.01522279885865991
Position 15577: 0.014326681838767692
Position 14685: 0.012984713375371045
Position 14204: 0.012861803034972641
Position 15629: 0.012788325280923428
Position 18103: 0.010939049830200755
Position 1107: 0.009648056507888282
Position 6520: 0.007638738737419018
Position 16569: 0.006753369187599632
Position 559: 0.006428768085247331
Position 13508: 0.005677900050945611
Position 13385: 0.0051270846674332
Position 2542: 0.004934647590328407
Position 2370: 0.004609202229583672
Position 15224: 0.004445191862697403
Position 9226: 0.0041942819433317974
Position 1003: 0.004190502917352341
Position 9036: 0.004185106318437542
Position 12519: 0.003950724864985375
Position 165: 0.003596103728647364
Position 15026: 0.0035798208578611793
Position 1294: 0.0032720628354009538
Position 2128: 0.003215210415779878
Position 19860: 0.0030086533398322544
Position 14009: 0.0029381084200194372
Position 78: 0.002928916356246457
Position 17056: 0.0028426864323464218
Position 8887: 0.0026797435980902987
Position 16899: 0.002493379607081907
Position 2153: 0.002336070426054043
Position 4523: 0.002263677890401664
Position 10130: 0.002181599302631799
Position 14489: 0.0020899015793060653
Position 1270: 0.002086303500137226
Position 17748: 0.0018464598118113542
Position 671: 0.0018153741784113309
Position 6283: 0.0017701317150655624
Position 1513: 0.001692652341004444
Position 663: 0.001633104800876758
Position 7361: 0.0016144643044735097
Position 762: 0.0015583285314035118
Position 5544: 0.001447668358602991
Position 18708: 0.0013224415127404722
Position 15386: 0.0012322522321755558
Position 18993: 0.0011920428103815912
Position 10877: 0.0011531102658832808
Position 14750: 0.0010596114061135794
Position 5363: 0.0009612369583035345
Position 513: 0.0009437018267063104
Position 387: 0.0009289086591316348
Position 8203: 0.000893966040244557
Position 19284: 0.0008510226546928503
Position 16109: 0.0008135185202362244
Position 2730: 0.0007933662976568402
Position 4626: 0.0007721166361511766
Position 3679: 0.0007343667916867061
Position 14791: 0.0006765717643312044
Position 2564: 0.0006505705626577771
Position 1311: 0.0006337053724592363
