Gene = mre11
index = 1794
Annotated 5SS: [ 317 1444 1664 2029]
Annotated 3SS: [ 368 1502 1718 2095]
SMsplice 5SS: [ 317 1664 2029]
SMsplice 3SS: [ 368 1718 2095]
top_k =  1000
Partition function (log Z): -3.719532852536085

Sorted 5' Splice Sites (High to Low Probability):
Position 1664: 0.9589491553488746
Position 2029: 0.873263352939189
Position 317: 0.8633052102967635
Position 1444: 0.2848643003746246
Position 271: 0.05876811860051793
Position 472: 0.0356494978916518
Position 782: 0.033775465109076544
Position 739: 0.03239627357753619
Position 1381: 0.022814026411471507
Position 2017: 0.020961302977587363
Position 1010: 0.015366865007877567
Position 1376: 0.014073718862158857
Position 826: 0.011119059167454868
Position 308: 0.010119485566030754
Position 819: 0.00727784244403643
Position 681: 0.005580334976491436
Position 468: 0.005476335614498459
Position 1157: 0.0054569051051991165
Position 48: 0.004805565545643206
Position 1174: 0.004476670402461474
Position 2038: 0.00444550447095869
Position 608: 0.004280401760315781
Position 901: 0.003764420091580747
Position 1436: 0.0036010241158387665
Position 2024: 0.0033027143807454274
Position 1272: 0.0017538750550887884
Position 2021: 0.00175004543813486
Position 631: 0.0015457289899675991
Position 1320: 0.0014780099678178282
Position 1532: 0.0013068034647640604
Position 186: 0.001108795070214407
Position 1222: 0.0009689671178204622
Position 291: 0.0008307103330990128
Position 1973: 0.0006058704961617225
Position 595: 0.0005724938933241828
Position 1277: 0.0004298389572254671
Position 24: 0.0003926469399665369
Position 239: 0.00035750485964935227
Position 460: 0.0003401343686551149
Position 1384: 0.00033928139402205894
Position 30: 0.00032713204257820024
Position 2011: 0.00020878321831129256
Position 1858: 0.00020758621241559038
Position 1659: 0.00020727948083661552
Position 511: 0.0001688936281011042
Position 744: 0.00016305551809712296
Position 401: 0.00016175329901946592
Position 1391: 0.00015019857816759465
Position 1366: 0.00013569063832090015
Position 554: 0.0001318508630601971
Position 1114: 0.00010966290253803093
Position 1668: 0.0001065894412713418
Position 1090: 0.00010334256297249843
Position 1580: 0.00010034591468104335
Position 1363: 7.314606485387739e-05
Position 1408: 5.4676524751234297e-05
Position 612: 4.736284845232205e-05
Position 1371: 4.457255017421159e-05
Position 988: 3.7809898131194595e-05
Position 810: 3.536958292969655e-05
Position 1117: 3.517932885365588e-05
Position 1622: 3.4629745337341416e-05
Position 129: 3.306519367688722e-05
Position 1991: 3.053374202268756e-05
Position 1892: 3.052171414424382e-05
Position 763: 3.0292521894484627e-05
Position 823: 2.9526615185580576e-05
Position 1332: 2.786533215511258e-05
Position 545: 2.729769125136538e-05
Position 2145: 2.568732950078428e-05
Position 1238: 2.5673342420898276e-05
Position 563: 2.347392378776477e-05
