Gene = Diap1
index = 1135
Annotated 5SS: [577]
Annotated 3SS: [10968]
SMsplice 5SS: [577]
SMsplice 3SS: [10968]
top_k =  1000
Partition function (log Z): -13.274507930459258

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.965005184807282
Position 10597: 0.2366388245310134
Position 10116: 0.07070055315670053
Position 4550: 0.052040362709010746
Position 8628: 0.0509090603645548
Position 1861: 0.031371723068178294
Position 11100: 0.029511275852084042
Position 339: 0.02031404103495901
Position 10285: 0.019049757980854645
Position 8481: 0.016562327590115843
Position 3814: 0.015862187859560964
Position 8249: 0.013865772358566645
Position 29: 0.013071010837806612
Position 1173: 0.0098890856449423
Position 26: 0.009395651152896844
Position 10447: 0.007828090324190679
Position 403: 0.007315984851991424
Position 7767: 0.006335322348323476
Position 9193: 0.006018878136819807
Position 7729: 0.0053994336377550176
Position 9197: 0.004151917775560886
Position 581: 0.003445955351925582
Position 9881: 0.0028728501229534813
Position 1582: 0.0017261946820396929
Position 7664: 0.00140174909162197
Position 1345: 0.0012651637822433052
Position 7682: 0.0011560653312871357
Position 7778: 0.0010619993869471474
Position 8938: 0.0010612720199670875
Position 15: 0.0010479543054351394
Position 6521: 0.0007452737170686345
Position 17: 0.0006250047049312728
Position 33: 0.0005972740688450737
Position 417: 0.00040041881451246706
Position 3811: 0.0003726621438478617
Position 81: 0.0002647083589751912
Position 412: 0.00023141283708163585
Position 7536: 0.0002278341176966313
Position 2694: 0.000192146617835374
Position 4377: 0.00017409425131311048
Position 483: 0.00015851763907728933
Position 157: 0.0001297061855850512
Position 4283: 0.00012878229500050176
Position 1287: 0.00011989152904630391
Position 3677: 0.00011482334560187376
Position 3284: 0.00011340658932562528
Position 1818: 0.00011037429283309535
Position 2212: 0.00010607199273580938
Position 1108: 8.993482565872016e-05
Position 595: 6.922630682873464e-05
Position 367: 5.322383268234986e-05
Position 3834: 5.026373186110705e-05
Position 1339: 3.998842713018825e-05
Position 1177: 3.99683416814621e-05
Position 1373: 3.631143684198762e-05
Position 869: 3.5512511905234003e-05
Position 373: 3.091120763932689e-05
Position 1382: 2.9635021489024088e-05
Position 3400: 2.0260387911139854e-05
Position 3849: 1.880610090936493e-05
Position 6126: 1.704311732299691e-05
Position 3667: 1.5692923998011383e-05
Position 1356: 1.3524507031415478e-05
Position 1099: 1.2990750466732065e-05
Position 1419: 1.1665008404275442e-05
Position 552: 1.1276008011816347e-05
Position 1323: 8.44010609009602e-06
Position 221: 5.478528394298448e-06
Position 370: 5.328426154683134e-06
Position 832: 5.262370869779677e-06
Position 449: 5.18181823150936e-06
Position 471: 5.079461951870018e-06
Position 1004: 4.65430135167173e-06
Position 615: 4.326503335015213e-06
Position 561: 4.1043571109401885e-06
Position 949: 3.884854697431498e-06
Position 1480: 3.5468490977497383e-06
Position 964: 3.249832799913917e-06
Position 103: 1.7025771728201915e-06
Position 6500: 1.5025159564622414e-06
Position 468: 4.559593449762463e-07
Position 2482: 4.0507853768383433e-07
Position 123: 2.8335823822947375e-07
Position 508: 2.460998832592282e-07
Position 570: 2.0266824984735813e-07
Position 415: 1.922316673627213e-07
Position 2018: 1.8480222950079502e-07
Position 977: 1.535248679123038e-07
Position 235: 1.046297498232719e-07
Position 397: 3.9629064606711526e-08
Position 1150: 3.5070350192804506e-08
Position 637: 3.050093079958128e-08
Position 2106: 1.9815997758656232e-08
Position 2090: 1.937613812931256e-08
Position 922: 1.3104865062237396e-08
Position 891: 1.0985203941989987e-08
Position 824: 8.59865064393469e-09
Position 599: 4.864773300615947e-09
Position 686: 1.724835939972212e-09
Position 902: 1.3867992129236924e-09
Position 597: 1.289149883696149e-09
Position 932: 5.583325439173038e-10
Position 1195: 5.187996099261326e-11
Position 1918: 1.72023183360934e-11
Position 1765: 1.5422131049148706e-11
Position 2273: 5.965558827161184e-12
Position 1422: 2.0433337792397588e-12
Position 725: 1.2967672658184727e-12
Position 968: 1.938343894855527e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10968: 0.6232790456796089
Position 10115: 0.24936583600888756
Position 10349: 0.17352758724308923
Position 7916: 0.09129357528209966
Position 9421: 0.05418758070071601
Position 10066: 0.0402556181831605
Position 11155: 0.03672322466047651
