Gene = mRpS31
index = 1780
Annotated 5SS: [135 655]
Annotated 3SS: [198 720]
SMsplice 5SS: [135 655]
SMsplice 3SS: [198 720]
top_k =  1000
Partition function (log Z): -1.1139436901029938

Sorted 5' Splice Sites (High to Low Probability):
Position 655: 0.9851789884793093
Position 135: 0.9530472917372328
Position 659: 0.008077971756346777
Position 1344: 0.006335458821939875
Position 927: 0.002635917025074086
Position 633: 0.0022179227677674687
Position 790: 0.00215827104352592
Position 10: 0.0010334129976333525
Position 57: 0.0004686528888277405
Position 907: 0.0004470715263996093
Position 106: 0.00044378096212640915
Position 33: 0.00039888490234054995
Position 69: 0.00035306012348310697
Position 990: 0.00032146732434685626
Position 510: 0.0002915967949404253
Position 1073: 0.00010004061240499806
Position 411: 6.698474964244844e-05
Position 355: 4.170479658003117e-05
Position 794: 3.952179475008897e-05
Position 657: 3.351100525498302e-05
Position 36: 3.072739265441078e-05
Position 99: 3.052135466716195e-05
Position 899: 2.9823699717055946e-05
Position 113: 2.9291267692454305e-05
Position 198: 2.2442306747404668e-05
Position 146: 2.135008431487496e-05
Position 770: 1.5732109736588155e-05
Position 467: 1.0332627025766445e-05
Position 535: 9.589445014812488e-06
Position 922: 8.2791861797054e-06
Position 211: 7.889563366139607e-06
Position 853: 7.156794838160203e-06
Position 227: 5.1463993683640995e-06
Position 1359: 4.168775008056977e-06
Position 1173: 1.2636677001221856e-06
Position 175: 1.177017838274664e-06
Position 1049: 9.65774294031717e-07
Position 236: 9.576530398776891e-07
Position 614: 7.815552756404367e-07
Position 1276: 7.469459447250476e-07
Position 1124: 7.235309060432081e-07
Position 1005: 7.066551447003812e-07
Position 1217: 5.562830476099157e-07
Position 897: 5.125391046761697e-07
Position 1171: 4.71697017633031e-07
Position 1281: 3.31920747315431e-07
Position 323: 3.0626895896719006e-07
Position 1225: 1.52382737967818e-07
Position 405: 1.4791904896636147e-07
Position 1211: 1.3610574343704704e-07
Position 574: 7.598252305989276e-08
Position 753: 5.086411497665307e-08
Position 256: 1.331719063727185e-08
Position 750: 1.996854352717923e-11
Position 731: 5.5752344742015595e-12
Position 979: 1.014885670401528e-13
Position 720: 9.012011856319167e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 720: 0.989917300541657
Position 198: 0.8710620115882227
Position 256: 0.0837168175771396
Position 1403: 0.006613092634171393
Position 742: 0.0046136896747827625
Position 985: 0.0036407918924785568
Position 937: 0.001031404869525043
Position 69: 0.0008765889658043473
Position 760: 0.0005619253084356159
Position 1294: 0.00034526435759108133
Position 1102: 0.0002875379916845008
Position 757: 0.0002829220510810534
Position 587: 0.00013587757524575916
Position 1252: 0.00011641791412650367
Position 897: 0.00010758662867156065
Position 946: 8.131353789268624e-05
Position 423: 5.982217032975646e-05
Position 298: 5.4866243019531934e-05
Position 168: 5.3012851956988986e-05
Position 1179: 4.313374188574569e-05
Position 570: 4.059501140710154e-05
Position 370: 4.017168020723956e-05
Position 816: 3.75121432103132e-05
Position 584: 3.202050107253237e-05
Position 859: 2.700675770278594e-05
Position 1231: 2.433622793725118e-05
Position 1072: 2.28315543491345e-05
Position 484: 1.5683458238151656e-05
Position 1042: 1.4411176130452154e-05
Position 850: 1.1394119879037029e-05
Position 310: 8.268777177706565e-06
Position 526: 8.147549059116418e-06
Position 1069: 5.065823928862738e-06
Position 1258: 4.881290278765082e-06
Position 510: 4.394503336861288e-06
Position 495: 3.5531321284026e-06
Position 84: 3.3521029307596872e-06
Position 313: 3.2589222102350103e-06
Position 307: 2.92096476691565e-06
Position 766: 2.726999858800426e-06
Position 1005: 2.648974667098974e-06
Position 1165: 2.278700861362978e-06
Position 529: 2.1608616942470373e-06
Position 120: 1.9347922804445035e-06
Position 1255: 1.3817498656677508e-06
Position 382: 1.3604020559917732e-06
Position 113: 1.355446392615298e-06
Position 1261: 1.1126259078911996e-06
Position 861: 1.05108431611716e-06
Position 1207: 8.387152586234866e-07
Position 138: 6.634915660153592e-07
Position 829: 5.326558245442185e-07
Position 1013: 3.953660856202873e-07
Position 514: 3.4110715590420356e-07
Position 1326: 3.3404222857964103e-07
Position 769: 3.2722488551577263e-07
Position 1183: 1.6849297963507783e-07
Position 990: 1.4314420268607963e-07
Position 1300: 1.390463284669791e-07
Position 778: 1.3093337255960976e-07
Position 640: 1.2974117543868715e-07
Position 1111: 1.0942835423565681e-07
Position 340: 9.638660048325916e-08
Position 1303: 9.624970121930029e-08
Position 463: 8.432472152670028e-08
Position 316: 7.288317161397516e-08
Position 823: 5.5355475777140604e-08
Position 604: 5.480467364376143e-08
Position 427: 3.720667154234547e-08
Position 836: 2.9437111656430883e-08
Position 448: 2.7062676431522746e-08
Position 523: 2.061672848322805e-08
Position 533: 7.836419898537328e-09
Position 122: 5.638791574197879e-09
Position 442: 2.141341167571696e-09
Position 541: 1.2012155817026536e-09
Position 574: 1.000706919219543e-09
Position 455: 1.9275342354443117e-10
Position 451: 4.4551313469240174e-11
Position 775: 6.4820616894127856e-18
Position 432: 3.9782009948778027e-20
Position 436: 7.952759512804657e-21
