Gene = MYPT-75D
index = 1268
Annotated 5SS: [16405 36085 37368 37659 37796 38302 38862]
Annotated 3SS: [35397 36664 37532 37719 38180 38364 39738]
SMsplice 5SS: [ 1073 36085 37368 37659 37796 38289 38862]
SMsplice 3SS: [35397 36664 37532 37719 38180 38364 40056]
top_k =  1000
Partition function (log Z): 2.579515283394774

Sorted 5' Splice Sites (High to Low Probability):
Position 37659: 0.9980413889970026
Position 36085: 0.9966513495411352
Position 37368: 0.9724071044599044
Position 38862: 0.9691506544842013
Position 37796: 0.9677354536114454
Position 1073: 0.6399621012637319
Position 118: 0.27684821734888543
Position 38273: 0.15752386254336775
Position 229: 0.14584368885918136
Position 19342: 0.09406899076430635
Position 39151: 0.09323983818059607
Position 19109: 0.08756434321322781
Position 39521: 0.06886263744387133
Position 39339: 0.059592385341809065
Position 39259: 0.05305867208456209
Position 39562: 0.05234560137438637
Position 41029: 0.04323563314526153
Position 855: 0.02220179994399131
Position 37398: 0.019230090361399357
Position 271: 0.01767156222785493
Position 38104: 0.016179201990038257
Position 39176: 0.015343582414810894
Position 37814: 0.015138906672774906
Position 333: 0.014377823306429602
Position 40412: 0.011905324474358785
Position 39203: 0.011741776416144328
Position 38858: 0.011554928008456053
Position 38996: 0.010840851025989728
Position 39042: 0.009529439818116657
Position 40783: 0.009014904630688821
Position 39361: 0.008035913911966334
Position 39036: 0.00524937650561382
Position 857: 0.005021312682860265
Position 40824: 0.0046370462180490265
Position 39286: 0.004287307928250813
Position 38772: 0.0031866137272742695
Position 39007: 0.003159018266671549
Position 39299: 0.0030305939157352206
Position 24: 0.002666955397860567
Position 39048: 0.00264557289262769
Position 39220: 0.002343969071817782
Position 39513: 0.0021360702006768054
Position 124: 0.002068953152686016
Position 37957: 0.002002073584430878
Position 40324: 0.0019609788210142743
Position 17696: 0.0017358401100646221
Position 39055: 0.0015490243973352812
Position 38990: 0.0014044535599707058
Position 844: 0.0013402879627346116
Position 37663: 0.0013201154440513662
Position 325: 0.0012477203431675093
Position 37834: 0.001195686418584248
Position 40277: 0.0011268366458787864
Position 329: 0.001064475631368266
Position 39256: 0.000910321418923927
Position 275: 0.0009082350340797066
Position 410: 0.0008588362311889626
Position 39253: 0.0007429183557927881
Position 37910: 0.0007327627102121784
Position 480: 0.0005907202091339084
Position 40723: 0.0005067836476812753
Position 38084: 0.0005028078821044325
