Gene = Galt
index = 1180
Annotated 5SS: [363 673 948]
Annotated 3SS: [ 502  741 1024]
SMsplice 5SS: [363 673 948]
SMsplice 3SS: [ 502  741 1024]
top_k =  1000
Partition function (log Z): 0.17148376761785433

Sorted 5' Splice Sites (High to Low Probability):
Position 948: 0.9914731392334133
Position 363: 0.962974419894507
Position 673: 0.9387620505748494
Position 1283: 0.013493150159126176
Position 99: 0.008325693013563291
Position 264: 0.003985422502314459
Position 454: 0.002559315194229473
Position 367: 0.0017639123857177254
Position 966: 0.0016600475548438692
Position 1064: 0.0016551042815811476
Position 1578: 0.0012531466761313628
Position 1695: 0.0009718886251440115
Position 1237: 0.0008203235816790878
Position 246: 0.0007808031662931789
Position 349: 0.0007261801555428949
Position 136: 0.0004588633497256326
Position 952: 0.00039793678414953604
Position 1058: 0.0003822069386297201
Position 1421: 0.000375952383552062
Position 360: 0.00029387712089889366
Position 378: 0.0002874728420368322
Position 440: 0.00026740652710541214
Position 418: 0.00026175373515918525
Position 1293: 0.00023355994053743303
Position 295: 0.00021344078562883514
Position 459: 0.00015001422510529884
Position 652: 0.00011835575549198457
Position 284: 0.00011171653538690455
Position 1287: 0.00011103041369552544
Position 1068: 0.00010377975559175977
Position 1640: 9.9440334515933e-05
Position 315: 8.374560023509717e-05
Position 402: 6.99413765561588e-05
Position 1290: 6.8875966139854e-05
Position 16: 6.779600627813055e-05
Position 1571: 6.639351967770477e-05
Position 1563: 3.774688907039876e-05
Position 1679: 3.605663217613002e-05
Position 584: 3.27221785211674e-05
Position 425: 2.282633560760346e-05
Position 934: 2.12306766717773e-05
Position 1650: 1.9147328651088614e-05
Position 931: 1.2141610857472211e-05
Position 871: 1.1562383601282087e-05
Position 331: 1.1235565265099255e-05
Position 1701: 1.0011700918234257e-05
Position 876: 9.549372116551803e-06
Position 730: 7.244670103912457e-06
Position 917: 6.638721161021114e-06
Position 802: 5.788960497313583e-06
Position 721: 5.400189717270037e-06
Position 702: 4.947966695072636e-06
Position 796: 4.159346972489038e-06
Position 1263: 3.627436220361259e-06
Position 642: 3.0620118001903246e-06
Position 298: 2.6301923014671363e-06
Position 1462: 2.5802027695670764e-06
Position 719: 2.3551257396221842e-06
Position 1230: 2.1797240620461712e-06
Position 579: 2.178577971683977e-06
Position 805: 1.995984024769494e-06
Position 1136: 1.50213396596572e-06
Position 837: 1.1030639229264748e-06
Position 1103: 1.0898925172296446e-06
Position 353: 1.0575029323895215e-06
Position 937: 1.0326948527928186e-06
Position 1180: 1.0073009880116283e-06
Position 1663: 4.7149614472584773e-07
Position 771: 4.2965928037496405e-07
Position 1661: 3.8379379120785724e-07
Position 1441: 3.5019299353167823e-07
Position 66: 3.151538422549844e-07
Position 769: 2.589956841435718e-07
Position 544: 1.807780345911792e-07
Position 550: 1.6249821272947547e-07
Position 518: 6.747772741046305e-08
Position 493: 6.2746035146617e-08
Position 857: 5.372956411024513e-08
Position 279: 3.8675641899021715e-08
Position 528: 1.7711119597210916e-08
Position 552: 1.064575565563546e-08
Position 1145: 3.155655406840574e-09
Position 1025: 2.3305160718760605e-09
Position 1186: 1.6997163236021891e-09
Position 1105: 8.232446935032084e-10
Position 1037: 5.122170016413965e-10
Position 811: 2.005718481657062e-10
Position 1433: 1.3546298298822673e-10
Position 1439: 9.279969586678535e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1024: 0.9923926605930958
Position 502: 0.9644506128780297
Position 741: 0.9177457473846892
Position 843: 0.012685093568914283
Position 440: 0.012614881217599775
Position 1374: 0.009267502845150266
Position 777: 0.0048730908853831766
Position 1130: 0.004615323803284932
Position 1439: 0.003870436793565005
Position 172: 0.002935319348403204
Position 1628: 0.0020393490123476066
Position 1757: 0.0011164390841145843
Position 550: 0.0010300869956926975
Position 847: 0.0010240442818939361
Position 1352: 0.0009751858953839237
Position 1406: 0.0006227354218253344
Position 1073: 0.000614542957197281
Position 1507: 0.0004623877483548894
Position 263: 0.0004025285344934842
Position 1033: 0.0003442730153769128
Position 231: 0.0001774226193570358
Position 1379: 0.0001692822841817522
Position 193: 0.00015061538791198535
Position 759: 0.00011335079867180369
Position 196: 0.00011261693445374505
Position 1704: 9.82377088458975e-05
Position 162: 8.536275380287308e-05
Position 1051: 8.263564693272695e-05
Position 234: 7.695589507447255e-05
Position 1421: 6.941450942837275e-05
Position 709: 5.479602141487765e-05
Position 1632: 5.3605295902576875e-05
Position 588: 4.51832089057349e-05
Position 298: 3.719609242218111e-05
Position 591: 2.444883057839958e-05
Position 97: 2.129538710248693e-05
Position 1058: 1.9516819597049636e-05
Position 202: 1.9344850184968145e-05
Position 1175: 1.888400857738361e-05
Position 917: 1.7617016852745522e-05
Position 1734: 1.6649524813506156e-05
Position 349: 1.5645739567007787e-05
Position 922: 1.5460653528036945e-05
Position 504: 1.5249048179915382e-05
Position 240: 1.4209898546356451e-05
Position 1088: 1.2546913379634108e-05
Position 1473: 1.2409037726085926e-05
Position 402: 1.1110160857302939e-05
Position 1037: 8.7964285638321e-06
Position 1721: 6.20452021706898e-06
Position 1571: 5.497181739443053e-06
Position 325: 5.4385847927675124e-06
Position 1172: 5.386798062193454e-06
Position 1741: 4.976723915326107e-06
Position 1674: 4.403031635298619e-06
Position 594: 4.379521905267953e-06
Position 295: 4.3788425585605485e-06
Position 1712: 4.202477948886389e-06
Position 979: 4.039757757577257e-06
Position 205: 2.6069313119777383e-06
Position 1409: 2.399923984392739e-06
Position 148: 2.1221876201733836e-06
Position 801: 1.6684424108567432e-06
Position 1082: 1.2909363404369137e-06
Position 331: 1.1731081691658403e-06
Position 976: 9.074081145650527e-07
Position 1247: 7.380865120538722e-07
Position 1639: 6.741073428221614e-07
Position 145: 4.6189959969969046e-07
Position 659: 3.8202091145604095e-07
Position 360: 3.367837727264833e-07
Position 1208: 2.7593419932221435e-07
Position 366: 1.6687690999189433e-07
Position 1693: 1.3311379115456696e-07
Position 597: 9.537744103780356e-08
Position 243: 9.353165919447277e-08
Position 378: 5.388467667612457e-08
Position 118: 5.287870581422699e-08
Position 677: 3.26199387277598e-08
Position 315: 2.652117414045676e-08
Position 127: 1.8312237910247597e-08
Position 606: 1.827350526987217e-08
Position 612: 1.536715326065037e-08
Position 139: 1.2190012138568452e-08
Position 603: 6.855955822108065e-09
Position 761: 5.305345009201504e-09
Position 871: 1.694490466417951e-09
Position 375: 1.215494578966112e-09
Position 1092: 4.061680051578248e-10
Position 1178: 3.2637280614863847e-10
Position 131: 6.278108722223809e-11
Position 122: 2.5094574222661594e-12
Position 99: 2.118786839751757e-12
Position 129: 2.0827307173719556e-12
Position 103: 2.1280745685728817e-13
Position 120: 1.3586569977932934e-21
