Gene = Ir21a
index = 1235
Annotated 5SS: [ 409 1227 2162 2413]
Annotated 3SS: [ 944 1281 2219 2467]
SMsplice 5SS: [ 409  814 1227 2413]
SMsplice 3SS: [ 513  944 1281 2467]
top_k =  1000
Partition function (log Z): -3.72037966617939

Sorted 5' Splice Sites (High to Low Probability):
Position 2413: 0.7477057613674446
Position 1227: 0.688499440949204
Position 409: 0.6290243175966466
Position 248: 0.36782302810279666
Position 814: 0.3597027849621057
Position 713: 0.2238974774937122
Position 2162: 0.21363741657602545
Position 1667: 0.21088081916488746
Position 2172: 0.19693188853484012
Position 604: 0.17370710197058212
Position 1345: 0.09456277323259737
Position 2628: 0.0896312677150372
Position 1422: 0.04970150122868057
Position 1676: 0.04102388412102182
Position 161: 0.04006522405695336
Position 1898: 0.027400178850500896
Position 2887: 0.02223468146113077
Position 233: 0.01907161854911217
Position 1179: 0.017612306706140616
Position 259: 0.01632481707910789
Position 1618: 0.01522752602449937
Position 825: 0.014300982194722471
Position 608: 0.013110668130785468
Position 1929: 0.012437844558059352
Position 1912: 0.009060885138509465
Position 300: 0.006851181972574425
Position 864: 0.006816884782639468
Position 2390: 0.006713628074418118
Position 626: 0.005301717267163024
Position 1907: 0.004660364232523194
Position 888: 0.003605667203010935
Position 3064: 0.002225619118313606
Position 916: 0.002154498225371634
Position 1410: 0.002044923938118115
Position 818: 0.0018598628210618675
Position 858: 0.001734603160677366
Position 2549: 0.0015654790419440741
Position 153: 0.0014145040935732661
Position 579: 0.001007041698316989
Position 1720: 0.0008902726680972375
Position 585: 0.0008109354021268537
Position 1844: 0.0006315865101280374
Position 1124: 0.0005016346566307241
Position 2302: 0.0004323466868034544
Position 1107: 0.00042977557639896146
Position 19: 0.00038613079506643054
Position 1231: 0.0003577575161815932
Position 614: 0.0003404913509097633
Position 2809: 0.00030714394201448124
Position 841: 0.0002679073403014024
Position 143: 0.00025214604424613006
Position 1382: 0.0002409974335047037
Position 1144: 0.00023810952278053766
Position 295: 0.00022972105052950872
Position 1191: 0.00016570110170509867
Position 476: 0.0001605660348599656
Position 3223: 0.00015353685009116333
Position 668: 0.00014769539897619127
Position 304: 0.00014518625700583914
Position 514: 0.00014411093416796244
Position 1819: 0.00011531310061068588
Position 1874: 0.0001147625142379664
Position 1102: 0.00010786077156939746
Position 616: 8.026541951923712e-05
Position 92: 7.544924249326104e-05
Position 145: 5.176164640021359e-05
Position 252: 5.1413491438247156e-05
Position 1348: 5.1145896251182454e-05
Position 747: 3.4827382902348036e-05
Position 524: 3.261873191087216e-05
Position 90: 3.19589302896133e-05
Position 1716: 2.5490434832254122e-05
Position 1006: 2.192223014173277e-05
Position 764: 2.1460738316072316e-05
Position 2447: 1.8095323442813215e-05
Position 1257: 1.8015812413852547e-05
Position 431: 1.586974817381321e-05
Position 402: 1.4266995966009194e-05
Position 324: 1.3426241952467767e-05
Position 1512: 1.1757368503911279e-05
Position 194: 1.0290658886285845e-05
Position 1657: 6.8397895341035765e-06
Position 28: 4.942518252645374e-06
Position 346: 4.343803072107073e-06
Position 717: 2.180337195091551e-06
Position 177: 2.011078912501271e-06
Position 77: 1.6349480105096702e-06
Position 696: 1.2556405757528213e-06
Position 702: 1.2157082609937301e-06
Position 1110: 1.1755214704352667e-06
Position 182: 5.204141049291591e-07
Position 367: 4.2652081749418023e-07
Position 1105: 2.4215941966472817e-07
Position 531: 2.3780870603548356e-07
Position 6: 1.0025241702740667e-07
Position 488: 2.1745373740768892e-08
Position 199: 1.716904699399765e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 944: 0.8295197333013345
Position 2467: 0.7714972829261194
Position 513: 0.6537538583750031
Position 1281: 0.6228090235728824
Position 2219: 0.30744703675667734
Position 1744: 0.15515209774021257
Position 2065: 0.14707216549902802
Position 1492: 0.14097474120698603
Position 2274: 0.08425098143900356
Position 738: 0.07977389345091147
Position 475: 0.07127965474989953
Position 881: 0.05497583762666279
Position 2708: 0.054504381858321634
Position 2529: 0.05176233615130807
Position 214: 0.03968699970494463
Position 1410: 0.026956934797374706
Position 1450: 0.023468592391423113
Position 3161: 0.023032605730148214
Position 2095: 0.022724494269645006
Position 322: 0.02000831058424934
Position 668: 0.019428495981240117
Position 2778: 0.018177962874960183
Position 394: 0.01786787352065802
Position 282: 0.014106532225713446
Position 654: 0.011774435525413556
Position 362: 0.010671836044988435
Position 1767: 0.009276560302530702
Position 2248: 0.006986091682324649
Position 1284: 0.0069543944085875085
Position 1692: 0.006172962630363381
Position 747: 0.0056267780344311565
Position 3100: 0.004626733689474607
Position 2939: 0.004246167306380601
Position 3126: 0.003142019805808721
Position 1244: 0.003041175915997162
Position 1436: 0.0024783795452188602
Position 625: 0.002327850796210989
Position 2730: 0.0020626530509040343
Position 635: 0.001934911190788441
Position 2594: 0.0019032668951987075
Position 3311: 0.0015745747045717564
Position 2672: 0.0015715298053516416
Position 2947: 0.001502019941547861
Position 324: 0.0014999103167117201
Position 3278: 0.0012853371749976066
Position 2787: 0.001075825444307316
Position 1311: 0.0008927856979072586
Position 841: 0.0008449141097576327
Position 1023: 0.0007583440842621955
Position 2658: 0.0007194695011163966
Position 804: 0.0005875934623491913
Position 1191: 0.0004619293340349833
Position 984: 0.0004303842013966771
Position 2599: 0.0003982841543627775
Position 1079: 0.0003816546363070944
Position 2077: 0.0003506188784474372
Position 1086: 0.0003207443548739193
Position 1579: 0.00022714392203971456
Position 1501: 0.00019329974726731088
Position 2933: 0.00014524729263012682
Position 1321: 0.0001293154591612908
Position 1110: 0.00012530390989355905
Position 1123: 0.00012079917472723689
Position 591: 0.00010431589319605867
Position 597: 9.709813885245706e-05
Position 408: 8.884347544430092e-05
Position 717: 8.154545503308327e-05
Position 570: 5.1256868073521734e-05
Position 1039: 4.4783410902617624e-05
Position 821: 3.4993032844718903e-05
Position 561: 3.23380311239926e-05
Position 224: 3.174196210070404e-05
Position 133: 1.811905348839233e-05
Position 279: 1.5352577396115527e-05
Position 1348: 1.436573613575572e-05
Position 68: 6.5695166862221294e-06
Position 396: 6.556323243300624e-06
Position 608: 5.097379881225023e-06
Position 447: 4.330740611503808e-06
Position 431: 3.464591408211928e-06
Position 61: 3.1598723640151946e-06
Position 248: 2.942302967144919e-06
Position 413: 2.3870792540612328e-06
Position 90: 1.7200497137564719e-06
Position 98: 1.2692441511659664e-06
Position 77: 1.024272806089376e-06
Position 424: 9.117920948094938e-07
Position 85: 9.03963170828608e-07
Position 232: 4.112746677303461e-07
Position 252: 2.514610884812103e-07
Position 488: 8.928878849744968e-08
Position 87: 8.004646784040101e-08
Position 177: 3.384946901724249e-08
Position 421: 1.7559837561411016e-08
