Gene = cpb
index = 1657
Annotated 5SS: [213]
Annotated 3SS: [497]
SMsplice 5SS: [213]
SMsplice 3SS: [497]
top_k =  1000
Partition function (log Z): -9.444554713688056

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9798826893968777
Position 960: 0.01047477522834848
Position 379: 0.008050952535812124
Position 446: 0.0023322492839352154
Position 171: 0.0017545280354638994
Position 217: 0.0012975263394193386
Position 451: 0.0012264467649798327
Position 443: 0.0010051246846654773
Position 840: 0.0009385633817781129
Position 262: 0.0009167659420214056
Position 824: 0.0006310940423838061
Position 202: 0.000588243691033183
Position 389: 0.00035957331498612016
Position 875: 0.0003383601839194236
Position 677: 0.0002732054165752838
Position 812: 0.0001905401165618371
Position 231: 0.00011049267737051002
Position 271: 0.00010562134796492411
Position 1437: 8.073748052488194e-05
Position 1042: 7.428657639187683e-05
Position 1607: 7.360224303049557e-05
Position 517: 6.733931396924661e-05
Position 1143: 5.651609892444385e-05
Position 1326: 5.461036817431149e-05
Position 1379: 5.4508438295711784e-05
Position 1773: 5.41739321303844e-05
Position 73: 5.136167404500564e-05
Position 398: 4.770184627090464e-05
Position 1305: 3.846643736703848e-05
Position 1790: 3.705834952593344e-05
Position 169: 3.508269558583929e-05
Position 1763: 3.032862360570666e-05
Position 404: 2.4955766565181304e-05
Position 1779: 1.6127440453773385e-05
Position 719: 1.2265208678962552e-05
Position 1101: 1.1490504913663009e-05
Position 1656: 7.443110180646366e-06
Position 122: 6.9670375669488155e-06
Position 1212: 6.548416690037822e-06
Position 1725: 2.7433940539251935e-06
Position 497: 2.6666853851339426e-06
Position 16: 2.6313847345208404e-06
Position 14: 1.8120721940849124e-06
Position 849: 1.7598547314315998e-06
Position 1874: 1.6544227011399439e-06
Position 82: 1.240541009241945e-06
Position 1903: 1.1207910166489513e-06
Position 1948: 1.0359173537016705e-06
Position 264: 6.685432843027615e-09
Position 474: 5.599920411678496e-09
Position 476: 1.6731961397754487e-09
Position 353: 1.0098599144149833e-09
Position 1540: 6.927521496225396e-10
Position 951: 6.035192147568279e-10
Position 621: 4.3797184265025465e-10
Position 1456: 2.8283830487059744e-10
Position 885: 2.0929817570790306e-10
Position 954: 5.372917816409148e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 497: 0.8712108430009013
Position 582: 0.06119196296849672
Position 1603: 0.016234442253185023
Position 1535: 0.011009606980066223
Position 509: 0.007671276709758471
Position 1085: 0.0065959531864611684
Position 1028: 0.005052698990545571
Position 338: 0.004312407348833285
Position 902: 0.003527854240270725
Position 1903: 0.0030915522255230534
Position 1369: 0.0028942135383306766
Position 1082: 0.001890621050186003
Position 709: 0.0018852370089052152
Position 1088: 0.0018304186458174157
Position 812: 0.0018016047542038728
Position 629: 0.0017912372361438536
Position 293: 0.001482503167039922
Position 1040: 0.001319782527698403
Position 817: 0.0013119438274047793
Position 1646: 0.0010399247725170284
Position 451: 0.0007330537302325718
Position 1250: 0.00044725032724087015
Position 1205: 0.0004145025562831736
Position 1228: 0.0002322654838215316
Position 554: 0.00022438174241064894
Position 2014: 0.00021782199133343132
Position 1814: 0.00021579180638618676
Position 327: 0.00020420066885032734
Position 1374: 0.0001990681558952618
Position 965: 0.00015751859264041032
Position 1723: 0.0001522596827131282
Position 250: 0.00012438599359063893
Position 2036: 9.923707806583247e-05
Position 746: 9.110410182070873e-05
Position 1225: 8.781220534485019e-05
Position 404: 8.702871832182214e-05
Position 1139: 8.414193180725698e-05
Position 231: 3.9732689768551126e-05
Position 1199: 3.954334540944441e-05
Position 1259: 3.932425574165806e-05
Position 1907: 3.839947996954397e-05
Position 638: 2.802132419702627e-05
Position 551: 2.4201963196132412e-05
Position 1708: 1.9395014264044284e-05
Position 116: 1.656749371756247e-05
Position 1607: 1.5571042583948148e-05
