Gene = Dh31
index = 1132
Annotated 5SS: [   53   211 13102 13879]
Annotated 3SS: [  138 12992 13752 14042]
SMsplice 5SS: [  211 13099 13879]
SMsplice 3SS: [12992 13752 14042]
top_k =  1000
Partition function (log Z): -0.6232964993879505

Sorted 5' Splice Sites (High to Low Probability):
Position 13879: 0.9951674712912243
Position 211: 0.9940354246913669
Position 13099: 0.8221925671674797
Position 2204: 0.15170296441646436
Position 1600: 0.10459466619505174
Position 3334: 0.0792481916106282
Position 1035: 0.046058020322586435
Position 8190: 0.045943909386327246
Position 44: 0.03444523891953063
Position 8170: 0.0338978875071552
Position 13664: 0.03102746704503201
Position 53: 0.01965719618193881
Position 13480: 0.01799370061784128
Position 10031: 0.01703969076452406
Position 12255: 0.015032116654796287
Position 14554: 0.013417311747733444
Position 9158: 0.010612917381912836
Position 3046: 0.009407212900464673
Position 1737: 0.009383689298024463
Position 7559: 0.008992386252296562
Position 74: 0.007028636394037273
Position 4228: 0.006536537508451718
Position 9446: 0.005840351275940728
Position 14229: 0.005617252670281216
Position 13514: 0.0054641821769888035
Position 14608: 0.00504538654145486
Position 3129: 0.004822601293227141
Position 6783: 0.003027563544039033
Position 10265: 0.002586605910417273
Position 4273: 0.0022598008546625137
Position 13978: 0.0021690802702531197
Position 14303: 0.0021199632374110963
Position 8894: 0.002069043560034655
Position 572: 0.0020422587171056946
Position 14641: 0.0016829867832363849
Position 14216: 0.0015771328114153862
Position 38: 0.0014277529767952075
Position 13883: 0.0014246970424475415
Position 1239: 0.0011774699887282776
Position 14210: 0.0011032900088615333
Position 13973: 0.0009761456111206887
Position 14317: 0.0009539378368350288
Position 1741: 0.0008807235426861827
Position 1234: 0.0006934849940337422
Position 8018: 0.0005858126916765792
Position 710: 0.0005562562384797394
Position 10026: 0.0005230101328555539
Position 498: 0.0004939497865608086
Position 565: 0.0004297308336066259
Position 28: 0.00041270592646512177
Position 6443: 0.00020857346082837888
Position 373: 0.0001591189684009042
Position 23: 0.00015623725730356242
Position 14173: 0.00014447876547025185
Position 925: 0.00014255499666245448
Position 1700: 0.00012624977856701743
Position 14443: 0.00012287908338417218
Position 1838: 0.00011715962211106005
Position 14147: 0.00011208805437447793
Position 3478: 0.00010254842366299777
Position 2273: 0.00010177348739715992
Position 188: 6.566636920959071e-05
Position 6: 4.92220493191244e-05
Position 733: 4.8468644097596335e-05
Position 612: 3.5008838224558626e-05
Position 14295: 3.495138526830896e-05
Position 1788: 3.2051968443713435e-05
Position 1505: 2.885117773922043e-05
Position 14451: 2.787660167272928e-05
Position 3897: 2.666021323456044e-05
Position 289: 2.578038402789252e-05
Position 268: 2.4959833699643985e-05
Position 352: 2.279040553692524e-05
Position 1435: 2.1675363510714922e-05
Position 770: 2.1663295987988485e-05
Position 14307: 2.1348111369883614e-05
Position 1936: 2.0996340789255444e-05
Position 1442: 1.810953330951595e-05
Position 13904: 1.575910249018543e-05
Position 215: 1.5670219544157035e-05
Position 1269: 1.52603829113355e-05
Position 1179: 1.4873421245597763e-05
Position 686: 1.3555794870725211e-05
Position 675: 1.2399504328655133e-05
Position 12: 1.168485163328023e-05
Position 6667: 1.0900335783095108e-05
Position 13919: 9.935693626430388e-06
Position 912: 9.009807758065066e-06
Position 1889: 8.627507472069064e-06
Position 186: 8.455837705353642e-06
Position 2105: 7.527699886455024e-06
Position 890: 6.701490864246248e-06
Position 1027: 6.31021126360251e-06
Position 201: 5.951386355222623e-06
Position 14606: 5.850136156299434e-06
Position 14182: 5.3010027070387165e-06
Position 2045: 4.3027182833308585e-06
Position 629: 4.133192619208796e-06
Position 1211: 2.4749313874660755e-06
Position 1353: 2.025922052855122e-06
Position 1021: 1.6359315973455279e-06
Position 109: 1.5276509090882404e-06
Position 2477: 1.2985697267367506e-06
Position 191: 1.284905513202013e-06
Position 555: 1.2261890706534628e-06
Position 817: 1.2147117577917998e-06
Position 14822: 1.09804070482707e-06
Position 758: 1.0807039173489767e-06
Position 238: 1.0513426311785765e-06
Position 1115: 9.768658734098823e-07
Position 193: 9.515664452747337e-07
Position 325: 8.052159955052682e-07
Position 14087: 6.887402064162896e-07
Position 621: 6.261367053020117e-07
Position 929: 5.992437454531525e-07
Position 756: 3.062861786731299e-07
Position 664: 1.2707642842695533e-07
Position 14114: 1.1710928937141874e-07
Position 13268: 7.832042569872397e-08
Position 13105: 7.157737915620508e-08
Position 14342: 6.528002218641078e-08
Position 13120: 5.6791318093139264e-08
Position 14382: 5.435569960340541e-08
Position 130: 4.1326644814038e-08
Position 13102: 3.722552103528656e-08
Position 623: 3.699002850329466e-08
Position 138: 3.5615472449135114e-08
Position 13285: 3.51022302456037e-08
Position 13395: 2.893428386341096e-08
Position 122: 2.8443012134629318e-08
Position 13123: 2.8144072407899625e-08
Position 3387: 2.545179806473596e-08
Position 389: 7.453728227897248e-09
Position 128: 2.3419610072162537e-09
Position 1474: 1.3517798166051295e-09
Position 307: 5.126830133285633e-10
Position 406: 1.5140176792267343e-10
Position 99: 5.4944190768216776e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14042: 0.9947180030924012
Position 12992: 0.9271307815846205
Position 13752: 0.8049811088098764
Position 2044: 0.1073788831391577
Position 864: 0.07245597733317252
Position 138: 0.061430949717187024
Position 13412: 0.05747780075817716
Position 7674: 0.050716289705759476
Position 3194: 0.0404189208890534
Position 13766: 0.03621174184579967
Position 1301: 0.030936595149272755
Position 1870: 0.023490242926025313
Position 829: 0.018460337620731494
Position 9775: 0.015585021827973998
Position 13390: 0.014898992022049843
Position 12060: 0.013968664103209943
Position 8717: 0.013431419024211872
Position 8095: 0.012568937574702945
Position 549: 0.012538752320031876
Position 438: 0.012298374974309259
Position 756: 0.01059655389567964
Position 12945: 0.010263266392078422
Position 3231: 0.008882495541422548
Position 13209: 0.007916647565339559
Position 3257: 0.007744716468927426
Position 14679: 0.007004082422375316
Position 14606: 0.00622612790043373
Position 13141: 0.0060499345815942405
Position 2894: 0.005958547711601659
Position 3188: 0.005875863590260338
Position 1508: 0.005857455755930317
Position 6764: 0.005811218421752554
Position 7898: 0.005364510513449778
Position 1166: 0.00533880919436366
Position 406: 0.005204961729185702
Position 4033: 0.0051264075282490785
Position 7509: 0.005054738535264122
Position 2549: 0.004891325423780951
Position 14380: 0.004837848373256274
Position 8691: 0.004484438655303891
Position 6521: 0.004368113399541338
Position 14406: 0.004365289057195394
Position 14790: 0.0039709791103042505
Position 1683: 0.003191510789164055
Position 13943: 0.003076807731753075
Position 629: 0.002845720073014826
Position 14276: 0.0027842499295625605
Position 12867: 0.0027625958426320337
Position 13684: 0.0026654449166019613
Position 14640: 0.0026132353545360153
Position 1936: 0.002485999994986847
Position 3254: 0.0021026198620746612
Position 12023: 0.002063373818746887
Position 7177: 0.002060167822670838
Position 1794: 0.0020192539250872958
Position 4004: 0.0020127124314434294
Position 10068: 0.00198513860683502
Position 2696: 0.0018860817519394217
Position 7844: 0.001861082785297726
Position 14503: 0.0016625745021094688
Position 2618: 0.0016320557360927934
Position 9114: 0.001375764682414508
Position 7635: 0.0013560288683512323
Position 1199: 0.0012911130953064617
Position 2553: 0.0011875221005748613
Position 1234: 0.001171833152603847
Position 352: 0.001170589029316666
Position 13178: 0.0011668937833300033
Position 13514: 0.0011126529377946783
Position 898: 0.0009805427414901647
Position 1353: 0.0009400622842696072
Position 7965: 0.0009338339165872934
Position 3140: 0.000930805845459795
Position 2333: 0.0009106206793252725
Position 7905: 0.0009005750203482415
Position 2180: 0.0008362918302313025
Position 6637: 0.0008231253545214095
Position 7944: 0.0006747933466487109
Position 6712: 0.0006691782537120433
Position 4063: 0.0006310951560178625
Position 3167: 0.0006066573707035322
Position 13624: 0.0005971267850513382
Position 3548: 0.0005259690145293844
Position 7697: 0.0004899172851127818
Position 2810: 0.0004851630563475178
Position 1889: 0.0004802112016535068
Position 13973: 0.00043395035289411964
Position 14738: 0.00036782486839721557
Position 1239: 0.0003601445094350235
Position 14094: 0.00035329051696429665
Position 14841: 0.0003188450876675145
Position 1455: 0.0003173986846383779
Position 9350: 0.0003162887710630326
Position 373: 0.00031454808144317566
Position 729: 0.0002885685527246044
Position 3080: 0.0002879905437897371
Position 2777: 0.00028286311703507716
Position 10096: 0.00026410936962186296
Position 14097: 0.0002557960986077092
Position 14125: 0.0002535828289837468
Position 13989: 0.00021231294653280475
Position 2721: 0.0001933293224500703
Position 1838: 0.00018824208872339246
Position 6384: 0.00016391655026882124
Position 14612: 0.00015839834507047883
Position 13247: 0.00014420128493577148
Position 555: 0.0001298836848902042
Position 325: 0.00012639897686526216
Position 13970: 0.00011589110464206799
Position 678: 0.00011123556586383901
Position 2290: 0.00010923288751574884
Position 1412: 0.00010915749842248262
Position 1269: 9.746725745569722e-05
Position 14463: 9.045868917687233e-05
Position 564: 8.574780592465003e-05
Position 14514: 8.129621212808309e-05
Position 4185: 6.29564403054305e-05
Position 4188: 6.0996737973469826e-05
Position 14430: 5.634866496617748e-05
Position 1749: 5.598098015885086e-05
Position 6338: 5.2104842925110904e-05
Position 1618: 3.371670021291042e-05
Position 1179: 3.278391633463967e-05
Position 14382: 2.912246048032293e-05
Position 14964: 2.7551002957422577e-05
Position 1574: 2.6958391733363563e-05
Position 1003: 2.631226718744584e-05
Position 2568: 2.5717518357341975e-05
Position 660: 1.960939284457534e-05
Position 1304: 1.9236366599554973e-05
Position 698: 1.9207014935587754e-05
Position 294: 1.8818644439589242e-05
Position 911: 1.8800243324531073e-05
Position 2441: 1.776626377119987e-05
Position 1532: 1.724306577894302e-05
Position 14774: 1.6811949276973673e-05
Position 1491: 1.529637521996803e-05
Position 8244: 1.0605699874146793e-05
Position 1313: 1.0491983835468224e-05
Position 289: 1.0078580964177386e-05
Position 6569: 9.407034143876989e-06
Position 471: 9.361813317502692e-06
Position 1067: 9.354455511883233e-06
Position 2184: 8.02602873892507e-06
Position 6673: 8.001971681999678e-06
Position 14817: 7.71857770969451e-06
Position 939: 7.494881275479205e-06
Position 1772: 7.44646843644563e-06
Position 1334: 6.8659246128341315e-06
Position 11986: 6.789760908059316e-06
Position 874: 6.368227770546897e-06
Position 11870: 6.164728316197563e-06
Position 1519: 5.749804527976822e-06
Position 1397: 5.742797495446918e-06
Position 1582: 5.15806541385255e-06
Position 14549: 4.8624372151435766e-06
Position 1746: 4.649024060805691e-06
Position 1423: 4.267614612492996e-06
Position 3333: 3.00980288339458e-06
Position 3435: 2.9795009700872287e-06
Position 664: 2.893750499464129e-06
Position 74: 2.8437741464839216e-06
Position 238: 2.5547395329099274e-06
Position 1021: 1.2073230089880058e-06
Position 733: 1.1737651040877674e-06
Position 3073: 9.820502809030296e-07
Position 1435: 8.65348038033603e-07
Position 94: 8.208165335297922e-07
Position 58: 5.539646949076211e-07
Position 1897: 3.984750603907027e-07
Position 882: 1.7943052719328997e-07
Position 180: 1.5093042391088778e-07
Position 209: 3.703189000196661e-08
Position 186: 4.1080711015858314e-10
Position 5495: 8.13826230060535e-11
Position 223: 1.3081300210999325e-11
Position 215: 3.666892408377333e-12
