Gene = Ccz1
index = 1060
Annotated 5SS: [ 142  295 1153]
Annotated 3SS: [ 196  358 1215]
SMsplice 5SS: [1153]
SMsplice 3SS: [1215]
top_k =  1000
Partition function (log Z): -5.309901242876328

Sorted 5' Splice Sites (High to Low Probability):
Position 1153: 0.9725445132117889
Position 142: 0.39162197131792975
Position 286: 0.24299646951625864
Position 295: 0.23149704619596884
Position 893: 0.025700249674285733
Position 270: 0.024826712497765753
Position 325: 0.020277597938110275
Position 329: 0.015861127431841354
Position 443: 0.010322514720526081
Position 1326: 0.00963862798992768
Position 474: 0.004412762381797674
Position 1138: 0.0036690835719107497
Position 209: 0.0035060166069108708
Position 130: 0.0029544708754261333
Position 183: 0.002489796668594295
Position 631: 0.0019156577902822117
Position 984: 0.0015547947534026649
Position 260: 0.0012581809238966985
Position 1065: 0.0011655613480702157
Position 498: 0.0010612567437990718
Position 437: 0.000802971193456071
Position 514: 0.0005967190382380407
Position 918: 0.0005453306016811443
Position 1379: 0.0004625166183696889
Position 1536: 0.000346282220917434
Position 996: 0.0003050589441328662
Position 1157: 0.00023102635976497883
Position 569: 0.00016537743508611175
Position 1530: 0.0001483192404972946
Position 607: 0.00012312517420474568
Position 79: 0.00010061762574115486
Position 706: 9.237233554822517e-05
Position 1142: 6.430272062123174e-05
Position 492: 5.907577397996919e-05
Position 1563: 5.476217691702009e-05
Position 46: 4.1746905615845176e-05
Position 843: 2.2744920474333627e-05
Position 1136: 2.1603839800662282e-05
Position 662: 2.147523488361593e-05
Position 973: 1.87124101977992e-05
Position 349: 1.514917953492899e-05
Position 1014: 1.1089314467208995e-05
Position 214: 8.971268870411528e-06
Position 1071: 8.962368071614106e-06
Position 1385: 7.648956917145543e-06
Position 342: 5.963963214678788e-06
Position 1038: 5.5984409297249215e-06
Position 1576: 3.50824878654648e-06
Position 1330: 3.378470559484602e-06
Position 1458: 2.239905756447918e-06
Position 791: 1.1447047537414433e-06
Position 1465: 4.948226228429449e-07
Position 90: 3.762290731864962e-07
Position 447: 2.4713359594463246e-07
Position 737: 1.8758898531706645e-08
Position 909: 1.669799944670961e-08
Position 945: 9.939570521337933e-09
Position 931: 8.70715345475679e-09
Position 453: 5.010039690748115e-11
Position 462: 3.489926129932935e-11
Position 589: 2.1391331006020514e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1215: 0.9768404107356935
Position 358: 0.5092471573632977
Position 196: 0.3829313873619151
Position 386: 0.019948357577914123
Position 737: 0.01750809191506954
Position 962: 0.01153821753596871
Position 945: 0.010772708918070178
Position 634: 0.007188300079544711
Position 1223: 0.006074916012414516
Position 967: 0.004043614078750168
Position 375: 0.003986131780624271
Position 1427: 0.0034082085211848685
Position 318: 0.002460872037286225
Position 1402: 0.0023730965515009004
Position 1612: 0.0021205001461360234
Position 1465: 0.0019512377657020697
Position 401: 0.0018481251511613282
Position 983: 0.0013215946492432977
Position 629: 0.0012002554663686326
Position 473: 0.0008879013770443997
Position 842: 0.0006327886832767405
Position 470: 0.00045574721918582753
Position 541: 0.0004536517399069392
Position 836: 0.00042469753398773617
Position 1585: 0.0004052110582582365
Position 1046: 0.000364591924370767
Position 447: 0.0002882750871668069
Position 532: 0.0002509859885790861
Position 1409: 0.00020723028928642826
Position 257: 0.00019283982270018203
Position 653: 0.00018540958460950998
Position 674: 0.00018494326274663675
Position 815: 0.00018165591261117984
Position 435: 0.00017442735619645146
Position 340: 0.00017070941237432613
Position 973: 0.00015885020934606673
Position 607: 0.0001575540472255053
Position 1239: 0.00010504180364660274
Position 1379: 0.00010439361152130855
Position 1003: 8.815683067811737e-05
Position 650: 7.897742195368605e-05
Position 1050: 7.323270828038869e-05
Position 1443: 7.162864052455957e-05
Position 553: 6.171020845571458e-05
Position 1064: 5.875458315218028e-05
Position 485: 4.419103537708245e-05
Position 1568: 4.1979581718666244e-05
Position 208: 3.808288344354119e-05
Position 205: 3.087582565548152e-05
Position 612: 2.6953203963143945e-05
Position 431: 2.6348303814413452e-05
Position 285: 2.458142781875973e-05
Position 270: 2.2437446572882676e-05
Position 1492: 2.0281384147021008e-05
Position 1616: 2.0225943770064273e-05
Position 1535: 1.867278080534074e-05
Position 1589: 1.8492477855359403e-05
Position 1429: 1.8026261584521086e-05
Position 1306: 1.4684951642146918e-05
Position 1640: 1.0552805146771913e-05
Position 1699: 6.670668390875281e-06
Position 1162: 3.410528120090166e-06
Position 98: 1.7790306527947044e-06
Position 130: 8.527763566256224e-07
Position 1701: 7.640576571908273e-07
Position 1541: 6.782521280398383e-07
Position 161: 1.5211744904687043e-07
Position 342: 1.1132616464402185e-07
Position 167: 1.369591866014914e-08
Position 1168: 5.109478738487477e-09
Position 136: 3.977118748703999e-09
Position 183: 1.0505258111250614e-09
Position 325: 6.658458077765092e-10
Position 141: 4.327223207778012e-10
Position 320: 1.7433654002609766e-10
Position 274: 4.673726683992973e-12
Position 488: 3.2870131755490795e-15
