Gene = tow
index = 1915
Annotated 5SS: [ 151 1914 3592 3703 5060 5254]
Annotated 3SS: [1575 3407 3644 4391 5114 5421]
SMsplice 5SS: [ 246 3592 3703 5060 5254]
SMsplice 3SS: [3407 3644 4391 5129 5421]
top_k =  1000
Partition function (log Z): 4.666460823925368

Sorted 5' Splice Sites (High to Low Probability):
Position 5254: 0.999471972926945
Position 5060: 0.9857649959622771
Position 3592: 0.9739477193855921
Position 3703: 0.8223117814490352
Position 1914: 0.3089099872453566
Position 246: 0.2530090328940105
Position 3114: 0.18738719449741978
Position 324: 0.1733294424468699
Position 151: 0.14070997258496926
Position 4042: 0.10177167761187489
Position 6091: 0.06905994758602552
Position 6265: 0.02997635572659591
Position 688: 0.029499316940478467
Position 990: 0.02943901327630358
Position 3845: 0.02720577162207263
Position 2371: 0.024699216838396428
Position 652: 0.022299230162740016
Position 2519: 0.014147833209143987
Position 4296: 0.01337950310524634
Position 969: 0.012173966749914538
Position 1187: 0.008595329197086684
Position 1985: 0.008154871156924311
Position 4998: 0.007965959315242455
Position 4213: 0.007820400328526305
Position 3880: 0.006872360225910107
Position 218: 0.00603951155777564
Position 2685: 0.005282673410295426
Position 2393: 0.004944963152143743
Position 949: 0.004662826027615024
Position 4258: 0.004564358627823534
Position 1272: 0.004381431284469022
Position 1299: 0.004333762895790211
Position 633: 0.00431387348170025
Position 6050: 0.0037692423762144133
Position 5805: 0.00307840639607903
Position 2403: 0.003056833815943158
Position 5485: 0.002853912758544603
Position 2359: 0.0026469818159793796
Position 5541: 0.0023434951339986573
Position 1884: 0.0023007644928755492
Position 5064: 0.0022095396328958156
Position 4: 0.0021197267040272286
Position 1413: 0.002025109610313332
Position 2395: 0.0019272241941654582
Position 2397: 0.0018239064299820878
Position 1192: 0.0017627380634972966
Position 2399: 0.001736244552802149
Position 1315: 0.0015896753133987766
Position 5661: 0.0015134495413136808
Position 128: 0.00143644598344499
Position 2017: 0.0013769714380454294
Position 3772: 0.0013009617749881598
Position 106: 0.001249039839419354
Position 1918: 0.0011690278693598064
Position 3596: 0.0011471768058321
Position 4132: 0.0008281961756254325
Position 3108: 0.0008208819936269166
Position 1135: 0.0008048378354450948
Position 216: 0.0007427154449612987
Position 1662: 0.000721032077170891
Position 645: 0.0007037964223813645
Position 1232: 0.0006822242500145806
Position 342: 0.0005886531079827323
Position 234: 0.0005470716607694822
Position 4542: 0.0005420920972079522
