Gene = Ance-3
index = 21
Annotated 5SS: [  526  1181  1840  2137  2926  3356  3521 40133]
Annotated 3SS: [  673  1680  1895  2200  3251  3421 39991 40539]
SMsplice 5SS: [  526   879  1181  1840  2137  2926  3356  3521 40133]
SMsplice 3SS: [  673  1006  1680  1895  2200  3251  3421 39991 40539]
top_k =  1000
Partition function (log Z): 17.970119072262467

Sorted 5' Splice Sites (High to Low Probability):
Position 3521: 0.9999999999996573
Position 526: 0.993527876557594
Position 1840: 0.9930152903166911
Position 3356: 0.9920355238735924
Position 2137: 0.9917975068211611
Position 2926: 0.9051152928286519
Position 1181: 0.8555942992988317
Position 879: 0.46122489969037717
Position 2317: 0.25748946238967907
Position 2400: 0.10426427016589321
Position 2557: 0.10280393099630367
Position 2672: 0.1020716560665898
Position 1464: 0.10064478843950804
Position 3159: 0.076402668141375
Position 935: 0.04042011457577605
Position 810: 0.03447327704334164
Position 926: 0.022120034102299995
Position 901: 0.021396227262250368
Position 741: 0.018516653487574145
Position 2246: 0.017566388628144636
Position 766: 0.013986988405248138
Position 2618: 0.012455762850665979
Position 1185: 0.010619902300605267
Position 1154: 0.009652152110299501
Position 3363: 0.007309059720964842
Position 76: 0.00605807202388896
Position 756: 0.005520060470505264
Position 1279: 0.004877926625198717
Position 731: 0.004688533425527784
Position 2693: 0.004422604507279997
Position 40: 0.0036825875839497082
Position 2130: 0.00329359965953231
Position 530: 0.0031358774130931483
Position 2662: 0.002885000061121218
Position 61: 0.0025980394287765853
Position 2938: 0.0025806562294207976
Position 2141: 0.001839981642134386
Position 70: 0.0017824057278537084
Position 2800: 0.0016197204852764033
Position 1873: 0.0015921294869362457
Position 485: 0.0014410898904598669
Position 1283: 0.0012424720626138237
Position 1575: 0.001234547469764651
Position 1487: 0.0011184494995307769
Position 2482: 0.0011068369963910512
Position 2969: 0.001022351736639253
Position 33: 0.0010153410832735444
Position 1801: 0.0010052077586830991
Position 1275: 0.0009450304261066542
Position 1828: 0.0008774593303769698
Position 1638: 0.0008711637766783999
Position 2956: 0.0008420661626634959
Position 1374: 0.000676517875169787
Position 491: 0.0006714894786717567
Position 1438: 0.0006547432343727885
Position 65: 0.0006437398086489084
Position 1563: 0.000634291480379834
Position 3368: 0.0006272938569420632
Position 2820: 0.0005650177866587043
Position 1476: 0.0005554033223825847
Position 1265: 0.0004891217661223361
Position 219: 0.0003895864285695081
Position 854: 0.00037744854219504657
Position 1222: 0.0003763724608743959
Position 2321: 0.0003726227935180003
Position 2824: 0.000371104210643292
Position 3101: 0.000363750114620316
Position 1595: 0.0003544897203886307
Position 1287: 0.00033380628225211336
Position 2226: 0.00031848596278449923
Position 59: 0.0002671523791512372
Position 1454: 0.0002523515132261677
Position 181: 0.0002466067928478971
Position 2616: 0.0002266438593999344
Position 161: 0.00017431570840726154
Position 1553: 0.00016686629783569236
Position 2345: 0.0001659224248965003
Position 1351: 0.00015966956940317308
Position 290: 0.00015163106580607147
Position 159: 0.0001445047053939425
Position 798: 0.00013554694807811198
Position 1082: 0.0001290718132816915
Position 96: 0.00012633252634364396
Position 1269: 0.00011229664787710632
Position 2941: 0.00010005615404556018
Position 1124: 9.816659812062587e-05
Position 2121: 9.550593679741288e-05
Position 153: 9.500573714041903e-05
Position 618: 9.427794413751572e-05
Position 308: 8.752067590418184e-05
Position 2529: 8.625242492717628e-05
Position 2422: 7.180020259976209e-05
Position 2272: 7.032620694193542e-05
Position 211: 6.699652780793555e-05
Position 3126: 6.659715878812035e-05
Position 1319: 6.487018313000489e-05
Position 1231: 6.222189326304282e-05
Position 292: 5.9634724297487586e-05
Position 2517: 4.568923271990779e-05
Position 1851: 3.9469060199275704e-05
Position 338: 3.789069669723632e-05
Position 2089: 3.2664000951095e-05
Position 2109: 3.222415079376875e-05
Position 1087: 3.13097006360816e-05
Position 1928: 2.8236338206626342e-05
Position 2611: 2.773122303020814e-05
Position 16: 2.6125386580159155e-05
Position 2568: 2.5676891199805216e-05
Position 3360: 2.4849065291144712e-05
Position 1192: 2.461796010102032e-05
Position 253: 2.258057042118877e-05
Position 3117: 2.252721827558681e-05
Position 255: 2.0363302776293473e-05
Position 2467: 1.9918884619728318e-05
Position 1844: 1.8136031814469557e-05
Position 2561: 1.769867224147218e-05
Position 2148: 1.7324860330732096e-05
Position 1794: 1.561385911596144e-05
Position 1419: 1.5248975983292036e-05
Position 1111: 1.3741693573555358e-05
Position 1135: 1.3408985250016598e-05
Position 382: 1.2533240188310213e-05
Position 1293: 1.2190721041743897e-05
Position 1533: 1.1445720591464328e-05
Position 2702: 1.0348072336089589e-05
Position 1387: 8.15345356536873e-06
Position 2415: 7.735628514132879e-06
Position 1316: 6.833893626127558e-06
Position 2424: 6.535910974443376e-06
Position 1895: 6.280090202712247e-06
Position 607: 5.739237719066283e-06
Position 2099: 4.013082553207568e-06
Position 1237: 3.006105594773374e-06
Position 7: 2.9655807779157973e-06
Position 558: 2.510203642864938e-06
Position 990: 2.3095753713325286e-06
Position 3293: 1.923791528820016e-06
Position 1766: 1.2136978219037238e-06
Position 1970: 8.772480368779686e-07
Position 234: 7.794269156434053e-07
Position 2220: 5.772708577295249e-07
Position 2049: 5.058468258639962e-07
Position 628: 3.9741761116991103e-07
Position 532: 2.957499403480826e-07
Position 1948: 2.759995558890218e-07
Position 347: 2.6419325388770337e-07
Position 626: 2.1930669182287918e-07
Position 2511: 1.7122576972496767e-07
Position 2550: 1.5461969300256451e-07
Position 2241: 1.1054353491524514e-07
Position 409: 7.776022021832001e-08
Position 2174: 5.679918627622428e-08
Position 3337: 1.9346679121207273e-08
Position 2648: 9.289557637437209e-09
Position 1515: 4.071919636544544e-09
Position 1240: 3.785995237017723e-09
Position 1020: 2.0832068403573167e-09
Position 1504: 1.7292219886349466e-09
Position 3300: 1.1495526058907726e-09
Position 3307: 9.839044196953526e-10
Position 673: 3.9245904049235317e-10
Position 2203: 2.829706336084893e-10
Position 2412: 2.406588920009555e-10
Position 2409: 2.0383722931060173e-10
Position 8296: 1.4654577142398623e-10
Position 15276: 1.3131007209026037e-10
