Gene = ND-MLRQ
index = 1304
Annotated 5SS: [ 151  355 2277]
Annotated 3SS: [ 207 2130 6516]
SMsplice 5SS: [ 151  355 1742]
SMsplice 3SS: [ 207 1431 2130]
top_k =  1000
Partition function (log Z): -7.439173961902995

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9629814804751053
Position 151: 0.8422110028497816
Position 1742: 0.4598437049740213
Position 44: 0.1642994939201247
Position 2277: 0.14913219384528942
Position 1961: 0.09860845014511693
Position 2227: 0.06501645906676798
Position 579: 0.03868622847091393
Position 1847: 0.02638688965610184
Position 1198: 0.026129075639648544
Position 2580: 0.02546074826110113
Position 1863: 0.02129416071141235
Position 39: 0.019040488407993907
Position 791: 0.017098680630481887
Position 1521: 0.015639079755993726
Position 746: 0.01562309467774378
Position 1494: 0.015255317406892488
Position 4947: 0.015178134338977124
Position 4677: 0.012610998003228846
Position 2554: 0.012488728877538583
Position 608: 0.009516756512671051
Position 1954: 0.007523954427178599
Position 1206: 0.00729069406943083
Position 1189: 0.006558565042960651
Position 706: 0.006200445025728122
Position 2756: 0.005667244223970513
Position 968: 0.005472086539850827
Position 1305: 0.005002111876533315
Position 2690: 0.0037166640399670585
Position 1578: 0.00368149943853761
Position 34: 0.0032111956088233026
Position 1897: 0.0032087846732933045
Position 1789: 0.0031875009420835737
Position 1058: 0.0022934778034122095
Position 1530: 0.0019201515191597685
Position 1697: 0.001706468826174029
Position 4111: 0.0016596373177158983
Position 333: 0.001384309666409386
Position 1167: 0.0013174479516137787
Position 3372: 0.0010029161378143775
Position 1100: 0.0009207201901331632
Position 1004: 0.000885642628405687
Position 1665: 0.0008719744262350303
Position 2744: 0.0008402198301320132
Position 2713: 0.0007516697504644383
Position 1367: 0.0007113488481799132
Position 1308: 0.0007105461938217638
Position 999: 0.0006991726586772461
Position 619: 0.000584838240578175
Position 3063: 0.0005693670964312948
Position 2722: 0.0005311468249133941
Position 3979: 0.0005098223861146199
Position 978: 0.00048687561520143743
Position 1724: 0.00042172232475713397
Position 1605: 0.0003418647428664295
Position 3216: 0.0002702005536760316
Position 694: 0.0002526341046928728
Position 1736: 0.000238798794622345
Position 1867: 0.00020405123735573553
Position 1478: 0.0001853956448395583
Position 1872: 0.00017822433226063556
Position 555: 0.0001720374875618036
Position 2263: 0.0001670866294390678
Position 1802: 0.00014479231779676965
Position 549: 0.00010752697794551732
Position 574: 0.00010736445906153391
Position 1968: 0.00010384824761495741
Position 612: 0.00010221388308142825
