Gene = CCDC53
index = 60
Annotated 5SS: [ 88 593]
Annotated 3SS: [146 652]
SMsplice 5SS: [ 88 593]
SMsplice 3SS: [146 652]
top_k =  1000
Partition function (log Z): -4.431846294962145

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9476766725116128
Position 88: 0.745271792240058
Position 468: 0.007395510548754563
Position 525: 0.004755848820563093
Position 689: 0.0012504369699066545
Position 571: 0.0010511489289135928
Position 710: 0.0006102812460487947
Position 109: 0.0002329340624859352
Position 7: 0.00015998112480810755
Position 723: 0.00015160702287883454
Position 610: 0.00013042781132549934
Position 583: 0.00012884987872582225
Position 472: 0.00010283781502445825
Position 29: 5.5139842903497375e-05
Position 529: 5.0653166392516435e-05
Position 597: 4.973924449277042e-05
Position 339: 4.8254382425012836e-05
Position 519: 4.1168624683745415e-05
Position 546: 3.5141530728382894e-05
Position 248: 3.0519120365502576e-05
Position 238: 2.0705307977041126e-05
Position 317: 2.0213402134703166e-05
Position 496: 1.513887788527912e-05
Position 137: 1.3866881987492847e-05
Position 474: 1.3474589756915902e-05
Position 506: 1.1830433749154556e-05
Position 73: 9.649159862845721e-06
Position 405: 9.17636568619421e-06
Position 198: 8.565636678226523e-06
Position 183: 6.1536596692677295e-06
Position 484: 5.0952341671942305e-06
Position 602: 1.3023445673569825e-06
Position 252: 1.1632447918133171e-07
Position 531: 3.901438438942324e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 652: 0.9610219709483724
Position 146: 0.7362883279204876
Position 202: 0.008012212466911587
Position 770: 0.0021502803399272028
Position 591: 0.0008051562734685648
Position 269: 0.0001916713027694402
Position 342: 0.0001814043096593947
Position 58: 0.00011424714424858613
Position 502: 0.00010907448330333762
Position 570: 8.195638172486065e-05
Position 275: 7.363212004728586e-05
Position 525: 5.4130164472379474e-05
Position 636: 3.846329915213713e-05
Position 393: 3.2432722275918915e-05
Position 164: 3.0267905684805588e-05
Position 731: 2.930320316736319e-05
Position 551: 2.9137809824819676e-05
Position 380: 2.4349758164703192e-05
Position 248: 2.028920440029882e-05
Position 396: 1.2191912530625225e-05
Position 242: 1.0008609027461602e-05
Position 107: 9.467429623689285e-06
Position 311: 9.449070134611769e-06
Position 554: 6.192019538765832e-06
Position 305: 5.797500490613781e-06
Position 332: 5.665111213024367e-06
Position 627: 4.9725712189682485e-06
Position 278: 3.444077855826278e-06
Position 489: 2.795151726668613e-06
Position 125: 1.7317038039020054e-06
Position 366: 1.0116394613192165e-06
Position 360: 8.146594597876043e-07
Position 593: 5.974484476188626e-07
Position 683: 4.240880765066015e-07
Position 87: 2.8881438833140216e-07
Position 597: 2.511021693795006e-07
Position 446: 2.3342022622684705e-07
Position 506: 2.0537828593220516e-07
Position 706: 1.4589583082040132e-07
Position 81: 1.3710743738630243e-07
Position 578: 1.0344967525582891e-07
Position 434: 2.5074090556117548e-08
Position 257: 8.890889739156496e-09
Position 687: 2.241769801527845e-09
Position 284: 6.457829567706248e-13
Position 350: 8.336243463975311e-17
