Gene = RNaseX25
index = 1401
Annotated 5SS: [155]
Annotated 3SS: [353]
SMsplice 5SS: [155]
SMsplice 3SS: [353]
top_k =  1000
Partition function (log Z): -4.082847002157638

Sorted 5' Splice Sites (High to Low Probability):
Position 155: 0.9971652458530642
Position 1602: 0.007331205464540167
Position 1428: 0.004757904808557365
Position 837: 0.0030323259168486805
Position 990: 0.002288985290230074
Position 1073: 0.0015863457729875174
Position 863: 0.0014066444946303379
Position 1688: 0.001352448792359143
Position 1210: 0.0013460095048186175
Position 233: 0.0013368915448745762
Position 422: 0.0012059145966033082
Position 262: 0.0011980187378217112
Position 385: 0.0009991476359065728
Position 486: 0.0005497746358468386
Position 1700: 0.0004567457968477348
Position 1254: 0.000425281404575036
Position 1356: 0.00033466683314705206
Position 870: 0.0002819341703181519
Position 1099: 0.0002650862220952234
Position 1576: 0.00024507856713404483
Position 1142: 0.00023789392816420268
Position 271: 0.0002154814024753588
Position 1242: 0.0002023917607362008
Position 1557: 0.00019391188205331744
Position 1287: 0.00016171576935020525
Position 1224: 0.00014649978340605367
Position 811: 0.00014443559539746359
Position 1598: 0.00014257018414816193
Position 1262: 0.00013982868681123434
Position 952: 0.00011327551574803293
Position 928: 9.594121499378453e-05
Position 1538: 9.51202302009204e-05
Position 474: 8.945562366030157e-05
Position 1200: 6.551372607098144e-05
Position 1245: 6.538251242692407e-05
Position 129: 6.251965520443265e-05
Position 1270: 5.8664084473934994e-05
Position 538: 4.545682212099994e-05
Position 582: 4.410379876456113e-05
Position 587: 4.101683815780613e-05
Position 606: 3.633897214590009e-05
Position 434: 3.2519862682618e-05
Position 1319: 2.5551630453233208e-05
Position 1216: 2.187479295712381e-05
Position 159: 2.1503642519476633e-05
Position 407: 1.708989612238522e-05
Position 1112: 1.6852936285573463e-05
Position 255: 1.3618619116093395e-05
Position 511: 1.3412535915917978e-05
Position 1168: 1.3247612704764698e-05
Position 1358: 1.1198269636475926e-05
Position 1103: 6.369372546367295e-06
Position 95: 6.258422523618713e-06
Position 1405: 4.166256695988587e-06
Position 1564: 4.10261232507729e-06
Position 1745: 3.903055083232225e-06
Position 53: 3.0297028619274974e-06
Position 1761: 2.1031017536649185e-06
Position 1636: 1.9581567386223635e-06
Position 1631: 1.4080141183878872e-06
Position 490: 1.0932783256783423e-06
Position 1506: 8.669124599216712e-07
Position 363: 8.044231696989326e-07
Position 1501: 7.608835582752779e-07
Position 762: 6.330180582336878e-07
Position 1728: 3.4957455673846035e-07
Position 1093: 3.820323697345148e-08
Position 1105: 2.0370632008129742e-08
Position 879: 2.7204886546187627e-09
Position 105: 1.788355529930094e-09
Position 780: 1.7250171261563274e-09
Position 975: 7.105749403608803e-10
Position 333: 2.3282155667971723e-10
Position 121: 8.048989503769182e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 353: 0.9747617281836076
Position 1761: 0.016308173476255478
Position 305: 0.0067118446795421316
Position 1649: 0.005657885164789872
Position 1476: 0.00543261034381952
Position 892: 0.003411656212952911
Position 1043: 0.0023592769594455174
Position 1145: 0.00228362089196063
Position 1772: 0.0021607491056430997
Position 1820: 0.0013603963720613885
Position 302: 0.0012853597327854996
Position 1528: 0.0012684003186587743
Position 1261: 0.0010292441621900694
Position 469: 0.0009635330785042421
Position 255: 0.0007963667767760039
Position 1598: 0.0005728593669036516
Position 1678: 0.0005640122925254739
Position 451: 0.0005513191762781054
Position 1163: 0.0004720666900695234
Position 745: 0.0003927157017600319
Position 495: 0.0003771749393856607
Position 1307: 0.00022915393363224793
Position 1416: 0.00022716143797662825
Position 692: 0.00015701235106571466
Position 1083: 0.00015029684405720584
Position 261: 0.00014002410995502906
Position 579: 0.00010055787489189663
Position 1279: 7.921864711666903e-05
Position 952: 6.190403210131317e-05
Position 402: 5.8348782490355075e-05
Position 1657: 4.075045183797752e-05
Position 600: 3.452329781417635e-05
Position 396: 2.9607392484734687e-05
Position 422: 2.421312493630776e-05
Position 587: 2.1185840757610445e-05
Position 1446: 1.466630083637173e-05
Position 1013: 1.375371176181009e-05
Position 412: 1.3122807322144943e-05
Position 849: 1.2363568412309662e-05
Position 582: 1.1789818107305655e-05
Position 1828: 7.407856165143363e-06
Position 1224: 5.568400130568399e-06
Position 564: 4.740416628291812e-06
Position 711: 3.54947454959214e-06
Position 723: 3.4471515578616423e-06
Position 1791: 3.3218198689963985e-06
Position 154: 2.3325316861423626e-06
Position 1606: 2.3112293919319243e-06
Position 1184: 2.2950327467689814e-06
Position 837: 2.2457893273333143e-06
Position 271: 1.985051039577352e-06
Position 1080: 1.7182856300130082e-06
Position 1366: 1.6078425438228084e-06
Position 1190: 1.5816671248045576e-06
Position 957: 9.526520076659743e-07
Position 789: 7.732532623991246e-07
Position 786: 7.157317710008691e-07
Position 603: 7.096092564324985e-07
Position 567: 2.994065416654886e-09
Position 597: 1.344355243751609e-09
Position 780: 2.7130749718027684e-10
Position 159: 6.61869703620362e-11
Position 393: 2.015930566358836e-11
Position 483: 2.660871007087345e-13
Position 479: 5.070174865724981e-16
