Gene = borr
index = 1633
Annotated 5SS: [ 484 1177]
Annotated 3SS: [ 767 1241]
SMsplice 5SS: [ 484 1177]
SMsplice 3SS: [ 779 1241]
top_k =  1000
Partition function (log Z): -3.473776831794063

Sorted 5' Splice Sites (High to Low Probability):
Position 1177: 0.9830351312952352
Position 484: 0.9218913121339906
Position 1437: 0.06921318558802883
Position 198: 0.04496914716615143
Position 1408: 0.01878157609028779
Position 206: 0.008149039331103548
Position 502: 0.00603874027212055
Position 285: 0.0034996038387497975
Position 602: 0.0031004219194377632
Position 1429: 0.002545360863155184
Position 1181: 0.00142568533302294
Position 593: 0.0013650985228746922
Position 306: 0.0011794498678938793
Position 1166: 0.0010994630698044072
Position 1327: 0.0006500992168485383
Position 1175: 0.0004778034534350662
Position 177: 0.0004180184528217669
Position 1431: 0.00029402333591397814
Position 1443: 0.0001834129067510475
Position 103: 0.00016744452675917116
Position 563: 0.00015892971951297053
Position 82: 0.00015466272616493568
Position 110: 0.00013210610481769798
Position 1136: 9.24900331676068e-05
Position 1505: 7.671769851745692e-05
Position 469: 7.435625632211402e-05
Position 1536: 6.731594866066969e-05
Position 260: 3.184666376853604e-05
Position 488: 3.050580005240046e-05
Position 894: 1.5136673430891752e-05
Position 804: 1.4599954310999217e-05
Position 1332: 1.2371306547371414e-05
Position 667: 1.1001019520998149e-05
Position 1341: 1.0049116179450776e-05
Position 509: 7.099780001914489e-06
Position 108: 4.948481672456971e-06
Position 1499: 4.781066924441913e-06
Position 342: 4.751700978205066e-06
Position 427: 3.862812795592453e-06
Position 8: 3.591843912396345e-06
Position 760: 2.4621718859889185e-06
Position 1264: 2.344083252620999e-06
Position 1026: 2.3419954632530997e-06
Position 1158: 2.11386862269233e-06
Position 909: 1.6374354812478495e-06
Position 1215: 1.6353638467845717e-06
Position 1530: 1.5198033132354666e-06
Position 419: 1.1782274423581268e-06
Position 655: 8.157408633958881e-07
Position 534: 7.25495940690825e-07
Position 657: 6.118494138543801e-07
Position 1254: 5.862234903525005e-07
Position 1510: 5.678721239317311e-07
Position 844: 3.404762999346498e-07
Position 912: 2.3417918342676934e-07
Position 754: 2.121997471307264e-07
Position 1494: 2.1174548282308303e-07
Position 795: 1.7726006969354986e-07
Position 1543: 1.679371669831522e-07
Position 273: 1.6137486843446646e-07
Position 958: 9.583714578406129e-08
Position 621: 5.1128641706718494e-08
Position 1288: 4.7396639924574405e-08
Position 1041: 3.2806908010924555e-08
Position 1199: 5.648499635520987e-09
Position 1201: 4.4650743551567344e-09
Position 748: 6.573084080780063e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1241: 0.9296268783558052
Position 779: 0.8379276135302811
Position 1530: 0.09470666555385218
Position 767: 0.08797638714558317
Position 1295: 0.041878823972472654
Position 284: 0.029559983218651702
Position 830: 0.0177483876407768
Position 1066: 0.005921281984028254
Position 260: 0.004755175894163543
Position 1505: 0.004604089213837787
Position 1464: 0.0026350373963022066
Position 1578: 0.0020074985797638705
Position 305: 0.001567663978624904
Position 1249: 0.001271152850522272
Position 1602: 0.0012137396473097344
Position 972: 0.0007199317628630986
Position 1069: 0.000700285412704094
Position 789: 0.0006221304768020955
Position 1510: 0.0005881637302089302
Position 1536: 0.000486454328285129
Position 238: 0.0004627349880086414
Position 311: 0.0003380991383290622
Position 530: 0.00028563170821025395
Position 254: 0.0002549375917720594
Position 969: 0.000191657531358802
Position 342: 0.00017333429895589122
Position 1126: 0.00017317132806050193
Position 386: 0.0001366922224966952
Position 1254: 0.00010881845921164034
Position 1374: 9.145753468060913e-05
Position 978: 8.564139623625564e-05
Position 314: 8.216060958309465e-05
Position 999: 6.915987849017704e-05
Position 781: 6.12150644736506e-05
Position 975: 5.0062881287799494e-05
Position 853: 4.967448230469306e-05
Position 359: 3.68937853451407e-05
Position 317: 3.282796590234514e-05
Position 176: 2.3832999754214407e-05
Position 290: 2.170298191010846e-05
Position 398: 2.1666215978537764e-05
Position 1347: 2.105610411324492e-05
Position 376: 2.035222001516736e-05
Position 1041: 1.745648448810806e-05
Position 1401: 1.4812684449589163e-05
Position 1158: 1.2532079549955835e-05
Position 146: 1.0186234964218555e-05
Position 1033: 8.960020988396819e-06
Position 786: 8.1842476930256e-06
Position 404: 7.858222935995094e-06
Position 801: 5.050562266098034e-06
Position 332: 5.031019287753803e-06
Position 1288: 3.6165393285681604e-06
Position 155: 1.760737080814588e-06
Position 197: 1.4636666294062053e-06
Position 909: 1.2934572128155036e-06
Position 433: 1.1900735231548313e-06
Position 981: 1.165040521663068e-06
Position 82: 1.0734588280070212e-06
Position 1416: 8.455121871630774e-07
Position 391: 7.638965242228354e-07
Position 1421: 5.233179514156591e-07
Position 1135: 4.7579242852515537e-07
Position 119: 4.0660803184141e-07
Position 1326: 2.847769400234935e-07
Position 469: 8.918046649940257e-08
Position 427: 7.777627910361025e-08
Position 192: 7.288688084986513e-08
Position 53: 7.192437882190243e-08
Position 1175: 2.1117585147945604e-08
Position 483: 1.638236209296536e-08
Position 212: 1.2879557887958752e-08
Position 60: 1.0876556541999618e-09
Position 194: 5.592767646056649e-10
Position 443: 1.9751488097023072e-10
